Date,Daily Volume
2013-10-01,38763.01727147994
2013-10-02,11393.820891870017
2013-10-03,6632.392759090018
2013-10-04,1451.61906773
2013-10-05,399.4405860000001
2013-10-06,4205.69134063
2013-10-07,5205.681232159986
2013-10-08,6494.568026030012
2013-10-09,2321.7715053599936
2013-10-10,2177.8024651100027
2013-10-11,1651.5351907800018
2013-10-12,6020.834652359997
2013-10-13,12310.34214810011
2013-10-14,10815.77840346
2013-10-15,15517.284349850015
2013-10-16,5237.287518719999
2013-10-17,14115.901883520077
2013-10-18,20875.72607251994
2013-10-19,3857.319177519999
2013-10-20,12821.42817668
2013-10-21,18464.69246628001
2013-10-22,13848.18262815006
2013-10-23,41374.66016419947
2013-10-24,20163.72357837997
2013-10-25,6283.299156779988
2013-10-26,6583.209658140081
2013-10-27,5605.262493600005
2013-10-28,8092.446176200016
2013-10-29,14204.40543807007
2013-10-30,5287.088513340003
2013-10-31,1950.885338440002
2013-11-01,4054.6648256499934
2013-11-02,4806.655272030006
2013-11-03,11528.762052720189
2013-11-04,23917.370632010065
2013-11-05,27950.677252957204
2013-11-06,35703.83903499993
2013-11-07,22587.48989739995
2013-11-08,30872.018576999708
2013-11-09,35022.977591829505
2013-11-10,10389.987992850036
2013-11-11,13163.952628200035
2013-11-12,13150.855184540078
2013-11-13,14424.461861260084
2013-11-14,17611.60025431023
2013-11-15,9971.61084252013
2013-11-16,9939.60554958022
2013-11-17,22783.134565929584
2013-11-18,36107.292589808974
2013-11-19,27939.09199297966
2013-11-20,17157.12553400013
2013-11-21,12996.995289360082
2013-11-22,9697.729575360125
2013-11-23,11931.468818790134
2013-11-24,9443.714091790052
2013-11-25,10075.597245590068
2013-11-26,13045.78224186014
2013-11-27,9436.590983620064
2013-11-28,9112.60453110012
2013-11-29,4977.059406070034
2013-11-30,31224.84780544965
2013-12-01,12076.809572390084
2013-12-02,5606.717567200016
2013-12-03,6797.527315430033
2013-12-04,23511.64599760013
2013-12-05,28781.871316809284
2013-12-06,43628.16925120942
2013-12-07,13381.650943720097
2013-12-08,15615.239910150194
2013-12-09,11644.110079620128
2013-12-10,15622.933990440077
2013-12-11,8407.605301740046
2013-12-12,9499.237050980004
2013-12-13,4137.407132819994
2013-12-14,11388.01317825032
2013-12-15,28828.67224470984
2013-12-16,24688.82978812997
2013-12-17,80358.81419142886
2013-12-18,37418.633264790216
2013-12-19,26056.050911078702
2013-12-20,12661.2382726203
2013-12-21,13689.703312960244
2013-12-22,8550.81498574018
2013-12-23,6806.6433429500685
2013-12-24,3822.455169599986
2013-12-25,18161.485274850136
2013-12-26,11270.522044560052
2013-12-27,10090.227559100058
2013-12-28,6131.655682009994
2013-12-29,4234.640654290006
2013-12-30,8561.289440570086
2013-12-31,5883.99695487001
2014-01-01,9584.914533530084
2014-01-02,10253.887743640118
2014-01-03,10768.597887330125
2014-01-04,18946.65709160994
2014-01-05,21038.62548686984
2014-01-06,25356.840649809303
2014-01-07,20372.531727689955
2014-01-08,15871.60252311025
2014-01-09,8011.793368300049
2014-01-10,10520.59607138018
2014-01-11,10376.84343691013
2014-01-12,14308.70870518024
2014-01-13,4816.783621080026
2014-01-14,7238.156980860069
2014-01-15,3686.649581240004
2014-01-16,11514.717866400286
2014-01-17,3987.647769870015
2014-01-18,6661.725512150129
2014-01-19,5520.237304620055
2014-01-20,2891.5002399100044
2014-01-21,2938.54753894001
2014-01-22,2838.9796116500047
2014-01-23,11262.94239146022
2014-01-24,4713.798033810023
2014-01-25,7513.570533680044
2014-01-26,15629.68186936023
2014-01-27,13647.500264350228
2014-01-28,3865.881678760033
2014-01-29,8205.382344480058
2014-01-30,3912.044572699998
2014-01-31,4537.374390300001
2014-02-01,3149.537158990005
2014-02-02,3446.6951527200026
2014-02-03,3363.6333192200004
2014-02-04,5215.2801681800165
2014-02-05,21114.519128129985
2014-02-06,42788.42467523951
2014-02-07,11122.256599310113
2014-02-08,12068.699384190068
2014-02-09,41511.80312123953
2014-02-10,39535.07122796955
2014-02-11,12849.018104100149
2014-02-12,17145.878630940228
2014-02-13,53681.715135878905
2014-02-14,10825.1136829301
2014-02-15,16745.73151299008
2014-02-16,15689.952436450109
2014-02-17,8466.246149790133
2014-02-18,4709.120405240045
2014-02-19,25273.82887190948
2014-02-20,28461.845583439663
2014-02-21,14729.974858170155
2014-02-22,15800.308571280137
2014-02-23,34116.36009537961
2014-02-24,94547.09799394153
2014-02-25,37713.73100514951
2014-02-26,12035.795728819672
2014-02-27,15293.342383790095
2014-02-28,8617.721637510076
2014-03-01,3126.218596840009
2014-03-02,50919.54169329012
2014-03-03,25025.608161719527
2014-03-04,8381.318000060102
2014-03-05,7057.99015509007
2014-03-06,17234.696282309902
2014-03-07,10971.437405330073
2014-03-08,8290.108668070057
2014-03-09,11575.115673160057
2014-03-10,3634.080820000008
2014-03-11,7287.424688260084
2014-03-12,3312.9606755300283
2014-03-13,5526.435395300013
2014-03-14,1735.629361430003
2014-03-15,1902.571185060003
2014-03-16,3761.843688019992
2014-03-17,7736.268284850014
2014-03-18,3436.667901929993
2014-03-19,8100.060636100053
2014-03-20,19202.284553409834
2014-03-21,6731.315742180033
2014-03-22,4833.223373840042
2014-03-23,9275.287687320237
2014-03-24,4902.034030560133
2014-03-25,7649.230713540164
2014-03-26,41023.55166030982
2014-03-27,35985.21421179936
2014-03-28,4635.166855580054
2014-03-29,26151.13013471957
2014-03-30,22069.33696583996
2014-03-31,19999.30851216009
2014-04-01,29119.104617599827
2014-04-02,24590.406497779764
2014-04-03,10562.85726875013
2014-04-04,4573.757416050061
2014-04-05,2952.406606150046
2014-04-06,6147.4760022300925
2014-04-07,4860.845504760018
2014-04-08,4167.0906067200185
2014-04-09,45002.969549549394
2014-04-10,38705.55691851013
2014-04-11,10732.240828830129
2014-04-12,10265.683689200125
2014-04-13,29763.39750504016
2014-04-14,24214.573317800336
2014-04-15,29218.850766589425
2014-04-16,18285.63177065997
2014-04-17,9730.4747878101
2014-04-18,9063.48907105015
2014-04-19,4760.82881705001
2014-04-20,8179.333264680068
2014-04-21,3570.3463342499863
2014-04-22,4187.173518740032
2014-04-23,5017.14446629004
2014-04-24,30667.921325539613
2014-04-25,7835.67783029011
2014-04-26,7849.479429970054
2014-04-27,15283.03446583012
2014-04-28,7573.2009237601105
2014-04-29,7046.949547620213
2014-04-30,5144.923167540039
2014-05-01,3751.5883235000288
2014-05-02,7602.430302030037
2014-05-03,4220.915322710013
2014-05-04,5435.54300037005
2014-05-05,6965.03137807006
2014-05-06,11189.817239100035
2014-05-07,3456.9212552100344
2014-05-08,3062.890604140072
2014-05-09,3674.996289350084
2014-05-10,10720.635024170137
2014-05-11,3450.847537090018
2014-05-12,2044.091982029989
2014-05-13,3104.611202760023
2014-05-14,1648.498046939995
2014-05-15,1707.216677109995
2014-05-16,907.0058886999996
2014-05-17,773.0236538099991
2014-05-18,1423.9288667599997
2014-05-19,21176.512576639987
2014-05-20,7206.26246587005
2014-05-21,17215.750792069994
2014-05-22,16725.89265600018
2014-05-23,4544.3046182000335
2014-05-24,32267.796052699807
2014-05-25,16378.651125279976
2014-05-26,18029.67912571997
2014-05-27,7636.657096590007
2014-05-28,7828.158629500014
2014-05-29,23195.080147479748
2014-05-30,7149.497828790038
2014-05-31,34401.3101483098
2014-06-01,21044.80880500998
2014-06-02,19813.481510119946
2014-06-03,27560.751748769384
2014-06-04,9921.587478660102
2014-06-05,5622.645594870037
2014-06-06,6596.498090850045
2014-06-07,3644.1827897300072
2014-06-08,6794.571925950046
2014-06-09,6898.769842990019
2014-06-10,11459.66074194008
2014-06-11,28947.71956884934
2014-06-12,15003.72766335021
2014-06-13,25862.202664539
2014-06-14,14771.518935040302
2014-06-15,13617.427293390158
2014-06-16,8784.015826910121
2014-06-17,6071.103240190066
2014-06-18,5343.704781120052
2014-06-19,8688.54404580011
2014-06-20,4122.156382520048
2014-06-21,4720.275487570119
2014-06-22,5269.378672150017
2014-06-23,5497.228275200034
2014-06-24,9323.343315050208
2014-06-25,6271.322526370036
2014-06-26,7343.100922410096
2014-06-27,5725.69485897004
2014-06-28,3131.471029689999
2014-06-29,21938.30614235991
2014-06-30,19408.49251043013
2014-07-01,8406.52069220018
2014-07-02,5822.2270715400655
2014-07-03,6661.578166550119
2014-07-04,3071.4165859200007
2014-07-05,3423.9974279700136
2014-07-06,5581.723727600098
2014-07-07,2633.52329031002
2014-07-08,3451.83303804001
2014-07-09,5265.724454030048
2014-07-10,4243.507075380036
2014-07-11,3924.6383304700566
2014-07-12,2662.901131840013
2014-07-13,4206.727403520016
2014-07-14,3856.4699808800665
2014-07-15,3489.2816318500195
2014-07-16,2888.603032940009
2014-07-17,5082.305468250071
2014-07-18,1205.7302077799986
2014-07-19,1267.4651107599973
2014-07-20,2269.2607010900088
2014-07-21,1715.168365399998
2014-07-22,1218.9766257599929
2014-07-23,9491.08704791026
2014-07-24,3966.596953680061
2014-07-25,4782.681586560075
2014-07-26,3012.1600759500034
2014-07-27,11443.655524950089
2014-07-28,4189.370369560011
2014-07-29,7353.073143600103
2014-07-30,12006.00638553027
2014-07-31,9475.72574980019
2014-08-01,2552.2285273600114
2014-08-02,2765.630635910001
2014-08-03,2981.338074240003
2014-08-04,3861.808682060134
2014-08-05,4059.221232290056
2014-08-06,5960.405115590083
2014-08-07,3293.173898310012
2014-08-08,1530.347590149992
2014-08-09,1871.4840265799955
2014-08-10,7910.165816440164
2014-08-11,7128.993938370154
2014-08-12,18291.776266540357
2014-08-13,41053.716926959016
2014-08-14,21465.223766080067
2014-08-15,16083.166120530814
2014-08-16,14636.978574090552
2014-08-17,40767.305822560935
2014-08-18,24978.63559695989
2014-08-19,30184.616662020147
2014-08-20,18019.551525270323
2014-08-21,11590.703154170136
2014-08-22,10062.029922570257
2014-08-23,5627.409321540084
2014-08-24,7322.070821760206
2014-08-25,11257.165410340109
2014-08-26,7706.77971858018
2014-08-27,5016.915552450039
2014-08-28,5130.93451282003
2014-08-29,4190.936544470061
2014-08-30,15267.839238019851
2014-08-31,8211.923714530149
2014-09-01,10046.21489658004
2014-09-02,3382.198927020185
2014-09-03,10077.533242550233
2014-09-04,5171.021304710129
2014-09-05,1895.7597861400093
2014-09-06,2079.1993925500087
2014-09-07,15855.872246769772
2014-09-08,9376.832536709955
2014-09-09,8880.867614759829
2014-09-10,5113.283397689954
2014-09-11,3458.588729140029
2014-09-12,7980.791034989837
2014-09-13,3122.526205080011
2014-09-14,5564.197434660069
2014-09-15,5830.415792810072
2014-09-16,10015.799231040108
2014-09-17,40114.67987466815
2014-09-18,33491.47558691146
2014-09-19,30699.1039406302
2014-09-20,19190.66947155057
2014-09-21,9473.627875080198
2014-09-22,38518.705129538444
2014-09-23,14395.159061070884
2014-09-24,15002.506678830954
2014-09-25,10998.801576850728
2014-09-26,6922.753288250201
2014-09-27,19564.430288749725
2014-09-28,21469.539343469925
2014-09-29,16885.431038890376
2014-09-30,10108.815781930309
2014-10-01,11897.925486790347
2014-10-02,21055.64046413924
2014-10-03,38757.3106371684
2014-10-04,84131.20524165903
2014-10-05,56244.01392198671
2014-10-06,28419.290633538098
2014-10-07,33148.54384166785
2014-10-08,58819.78262065117
2014-10-09,31262.090434579597
2014-10-10,16673.900983770156
2014-10-11,20912.232869699703
2014-10-12,42724.22135111011
2014-10-13,47243.10056507901
2014-10-14,29541.518869869356
2014-10-15,30085.072724018977
2014-10-16,13829.041443230228
2014-10-17,12031.413808260162
2014-10-18,5349.685441540073
2014-10-19,19178.165399470206
2014-10-20,16265.560401390409
2014-10-21,10618.533326600147
2014-10-22,34871.120501789745
2014-10-23,16557.429801750306
2014-10-24,28960.252261229827
2014-10-25,16080.902820280431
2014-10-26,15239.164355260476
2014-10-27,5062.407644340086
2014-10-28,26472.224862050072
2014-10-29,56553.95048522882
2014-10-30,19727.11155728029
2014-10-31,24974.994092680052
2014-11-01,10099.461131730424
2014-11-02,15218.510549510154
2014-11-03,18823.36977493035
2014-11-04,26963.249642420556
2014-11-05,24873.445797810306
2014-11-06,18854.39388797993
2014-11-07,7334.531869320103
2014-11-08,37906.63803110001
2014-11-09,33065.336569240295
2014-11-10,9279.616722179995
2014-11-11,103874.42856319548
2014-11-12,144950.77991595498
2014-11-13,59088.79944608901
2014-11-14,43985.64143381895
2014-11-15,24666.25625622046
2014-11-16,47132.74268130731
2014-11-17,37172.75238799981
2014-11-18,17154.964966180472
2014-11-19,21885.51007140947
2014-11-20,36251.47466181837
2014-11-21,15563.571330210358
2014-11-22,14133.60768722024
2014-11-23,42068.51018313932
2014-11-24,27192.89277944025
2014-11-25,21003.08260888053
2014-11-26,7049.533621770152
2014-11-27,30530.313167318352
2014-11-28,20412.50570912027
2014-11-29,14311.374546618474
2014-11-30,11947.41516531072
2014-12-01,11192.7890283902
2014-12-02,14324.210721080322
2014-12-03,13242.281198050205
2014-12-04,17780.49288202007
2014-12-05,9095.077823770163
2014-12-06,4911.272979980007
2014-12-07,18445.056077020006
2014-12-08,35819.34212903897
2014-12-09,12333.090576300156
2014-12-10,34756.88739450903
2014-12-11,11747.111054330104
2014-12-12,10150.790796680078
2014-12-13,9209.648275440231
2014-12-14,11205.540230630171
2014-12-15,31193.948885729547
2014-12-16,37507.49262570921
2014-12-17,48437.46324856896
2014-12-18,23129.508104159137
2014-12-19,20230.002275809715
2014-12-20,15844.33148538039
2014-12-21,20417.863025660117
2014-12-22,11857.415248550273
2014-12-23,13880.724854990272
2014-12-24,7461.244197850106
2014-12-25,14115.504081750149
2014-12-26,17451.10034649007
2014-12-27,9755.018790160086
2014-12-28,8180.847942420076
2014-12-29,10131.579843701316
2014-12-30,11799.342694060204
2014-12-31,5178.767546510055
2015-01-01,3834.5440082900136
2015-01-02,47448.896098659774
2015-01-03,81205.72689818848
2015-01-04,50869.73467800007
2015-01-05,36115.59028904914
2015-01-06,31046.894169069437
2015-01-07,32664.981656278454
2015-01-08,28829.158753548847
2015-01-09,25031.95462854897
2015-01-10,22815.02462214967
2015-01-11,21418.479958429914
2015-01-12,150459.10194833108
2015-01-13,269565.29979511973
2015-01-14,184371.65353224135
2015-01-15,80331.4651895499
2015-01-16,48913.36512219965
2015-01-17,65568.72956004934
2015-01-18,32438.305494009062
2015-01-19,52169.96449951887
2015-01-20,57794.88598029053
2015-01-21,57343.01438333875
2015-01-22,40153.10221793815
2015-01-23,40097.042593949125
2015-01-24,54049.081403040575
2015-01-25,205992.02467918044
2015-01-26,81712.86714802106
2015-01-27,87045.98063215963
2015-01-28,60109.92091167972
2015-01-29,51257.8917059492
2015-01-30,48929.51091026965
2015-01-31,55663.95598381776
2015-02-01,52340.34350407923
2015-02-02,81380.30367240995
2015-02-03,44328.27883201949
2015-02-04,37869.95924451986
2015-02-05,35652.27922932948
2015-02-06,35471.83677372935
2015-02-07,26127.263547319413
2015-02-08,48175.34835692046
2015-02-09,29287.58484414857
2015-02-10,19279.645342390108
2015-02-11,19995.20975134001
2015-02-12,68319.49565944127
2015-02-13,80559.73017417082
2015-02-14,103145.29817953048
2015-02-15,47236.52233565056
2015-02-16,40898.785943849376
2015-02-17,39347.85942677046
2015-02-18,23847.93733587993
2015-02-19,31341.127210038558
2015-02-20,16187.366900330351
2015-02-21,33576.50106107948
2015-02-22,23852.27131740998
2015-02-23,16615.814560590126
2015-02-24,13529.62773046994
2015-02-25,18687.246865810048
2015-02-26,69855.1332943701
2015-02-27,17286.145573950154
2015-02-28,47597.424668190695
2015-03-01,67168.44049787991
2015-03-02,81226.39829686015
2015-03-03,71521.58776592951
2015-03-04,66108.88463391214
2015-03-05,40276.57196985037
2015-03-06,22856.94560365982
2015-03-07,13853.794890260098
2015-03-08,62908.377680121535
2015-03-09,67389.78219450002
2015-03-10,25811.47179038964
2015-03-11,27275.117559379472
2015-03-12,46670.67482155002
2015-03-13,23011.197460899893
2015-03-14,13427.56794899032
2015-03-15,22313.424618658897
2015-03-16,22235.36985452016
2015-03-17,89923.41572829925
2015-03-18,78451.53717571993
2015-03-19,16197.477967690093
2015-03-20,15082.649219000165
2015-03-21,18263.490755229977
2015-03-22,23532.3849302196
2015-03-23,64117.869871471376
2015-03-24,53254.53178151114
2015-03-25,33260.96841260913
2015-03-26,22731.11193579964
2015-03-27,17724.68773237022
2015-03-28,31825.768349268736
2015-03-29,30725.359919839066
2015-03-30,22340.60194670001
2015-03-31,23555.269575339466
2015-04-01,26215.54310422994
2015-04-02,28294.992817099588
2015-04-03,9458.996558880082
2015-04-04,23998.87449459996
2015-04-05,20821.287882050037
2015-04-06,10602.252119890058
2015-04-07,39627.091426250045
2015-04-08,22642.235553089664
2015-04-09,37332.55695617
2015-04-10,17745.943558390147
2015-04-11,10100.95286180002
2015-04-12,47137.09401198017
2015-04-13,40768.8300318196
2015-04-14,24034.52460674001
2015-04-15,28949.2275375698
2015-04-16,27060.86074609992
2015-04-17,11898.008681010037
2015-04-18,17571.785468450107
2015-04-19,19932.04806584988
2015-04-20,31768.4230911101
2015-04-21,22065.58915187983
2015-04-22,8848.921208240048
2015-04-23,22481.38342875968
2015-04-24,13390.728758350093
2015-04-25,40909.65649831941
2015-04-26,35237.99532263983
2015-04-27,17189.697328670067
2015-04-28,12204.237091900037
2015-04-29,41361.85775564005
2015-04-30,17016.639858930033
2015-05-01,8932.200581869994
2015-05-02,19159.47837938006
2015-05-03,24658.093285310017
2015-05-04,26115.90770762873
2015-05-05,47524.99716568956
2015-05-06,27216.12711777937
2015-05-07,31065.29966056905
2015-05-08,19372.31104584986
2015-05-09,11933.406653510014
2015-05-10,15989.07724903009
2015-05-11,13639.32470388002
2015-05-12,27912.30563922988
2015-05-13,19130.363731680005
2015-05-14,9526.75229743002
2015-05-15,6100.362871390015
2015-05-16,4806.5601557400105
2015-05-17,14181.5302039301
2015-05-18,5868.661401370035
2015-05-19,11419.180367010047
2015-05-20,10508.63081480002
2015-05-21,22839.33369776996
2015-05-22,8514.038277379996
2015-05-23,7277.277084440009
2015-05-24,8684.72025188011
2015-05-25,8818.487223630069
2015-05-26,9190.040450760016
2015-05-27,5791.2187079000605
2015-05-28,6839.528843700132
2015-05-29,14770.990402600084
2015-05-30,11657.274491800104
2015-05-31,31722.403628330067
2015-06-01,16451.17196391997
2015-06-02,17205.46368926002
2015-06-03,11211.322435400063
2015-06-04,17603.334919230067
2015-06-05,6830.975983460006
2015-06-06,17255.895481479907
2015-06-07,28828.662382480037
2015-06-08,16389.23268951016
2015-06-09,10773.512622760143
2015-06-10,9540.223746160204
2015-06-11,9752.03407847004
2015-06-12,11058.627095090042
2015-06-13,8262.111096590063
2015-06-14,19153.661362609928
2015-06-15,50864.758323821385
2015-06-16,47507.56832004957
2015-06-17,27557.794017728997
2015-06-18,23929.35570023989
2015-06-19,23906.500214340213
2015-06-20,8170.861770020088
2015-06-21,18508.52655820019
2015-06-22,11550.643655440168
2015-06-23,15567.444066280132
2015-06-24,8703.176192500037
2015-06-25,10163.370705500009
2015-06-26,18134.80646998993
2015-06-27,12904.130852380094
2015-06-28,34766.031629739715
2015-06-29,47278.28915101996
2015-06-30,21543.00131961944
2015-07-01,17333.69829282001
2015-07-02,11646.455995540096
2015-07-03,9650.009147110062
2015-07-04,47847.85650460032
2015-07-05,56663.3721803999
2015-07-06,22261.54092506998
2015-07-07,35178.24762291025
2015-07-08,24012.13725143904
2015-07-09,89653.52305406412
2015-07-10,39246.40431142952
2015-07-11,60434.984018220086
2015-07-12,74185.04905933954
2015-07-13,23532.18615999857
2015-07-14,21724.733369890106
2015-07-15,52862.423272790096
2015-07-16,25360.43591806015
2015-07-17,15393.905198210055
2015-07-18,8015.116445910095
2015-07-19,12344.241550540044
2015-07-20,13041.150582520071
2015-07-21,10965.62496006
2015-07-22,5434.124773480029
2015-07-23,24289.517135709742
2015-07-24,11608.530055539835
2015-07-25,9326.277816540196
2015-07-26,25470.112077449063
2015-07-27,14363.192703519951
2015-07-28,15838.214410380182
2015-07-29,12138.697133409993
2015-07-30,14587.8217347302
2015-07-31,12322.367910250034
2015-08-01,11744.262928719963
2015-08-02,14793.628732140123
2015-08-03,11989.28782400014
2015-08-04,8849.632246700048
2015-08-05,8941.090098780094
2015-08-06,12711.18708131002
2015-08-07,36959.89705772951
2015-08-08,20867.962251439803
2015-08-09,10783.260243750194
2015-08-10,12654.873808700137
2015-08-11,16300.516077370432
2015-08-12,12871.17274446043
2015-08-13,13586.587360540125
2015-08-14,10398.48328344014
2015-08-15,27231.341181199587
2015-08-16,9940.91939962004
2015-08-17,88032.39934147075
2015-08-18,78315.06980800962
2015-08-19,26308.870332289764
2015-08-20,13064.183583590358
2015-08-21,20895.613416809767
2015-08-22,12119.38389326006
2015-08-23,53295.40793750034
2015-08-24,69277.66517373954
2015-08-25,23772.395953610117
2015-08-26,11742.600585420649
2015-08-27,27328.703368359187
2015-08-28,10072.007419020252
2015-08-29,8821.01196508001
2015-08-30,10923.583399070125
2015-08-31,9810.611827330114
2015-09-01,9011.856467250098
2015-09-02,6915.709671040035
2015-09-03,10799.598315180154
2015-09-04,12199.23029430019
2015-09-05,20519.614031039506
2015-09-06,6949.441157790075
2015-09-07,16374.811754580382
2015-09-08,14351.38526353012
2015-09-09,10791.492806040324
2015-09-10,10243.492035090076
2015-09-11,9280.942915210137
2015-09-12,10215.583029140076
2015-09-13,9416.990722880051
2015-09-14,7621.528125070036
2015-09-15,8185.353556170145
2015-09-16,12037.789945620074
2015-09-17,9007.772552590124
2015-09-18,4329.157273420015
2015-09-19,3457.17417392999
2015-09-20,9274.07985298007
2015-09-21,18854.936608829947
2015-09-22,5720.275474650018
2015-09-23,15377.240966720165
2015-09-24,9861.427777099963
2015-09-25,4796.048117480021
2015-09-26,2592.0015538299995
2015-09-27,12488.220159990176
2015-09-28,9459.778905360072
2015-09-29,5152.915200890015
2015-09-30,6107.430969470034
2015-10-01,5607.989364589998
2015-10-02,6221.097362500028
2015-10-03,2081.9424153699965
2015-10-04,12198.937020280227
2015-10-05,16277.349544900164
2015-10-06,8806.626528770086
2015-10-07,6046.705283539993
2015-10-08,3572.489262149995
2015-10-09,4196.526677410012
2015-10-10,4868.941701890049
2015-10-11,5203.509982030038
2015-10-12,16746.31969231019
2015-10-13,10143.266936650083
