Date,total_out_BTC_usd
2013-07-30,531600.8664437174
2013-07-31,490769.5208674513
2013-08-01,682041.28649767
2013-08-02,500648.0809659012
2013-08-03,415553.9391234094
2013-08-04,298829.95921076334
2013-08-05,479274.96147350915
2013-08-06,425634.40840069903
2013-08-07,462281.7307599753
2013-08-08,366926.1662211499
2013-08-09,329325.0744229478
2013-08-10,253725.78528876352
2013-08-11,207193.00124206103
2013-08-12,412446.67781210237
2013-08-13,767195.793045206
2013-08-14,900297.6742513113
2013-08-15,536554.1875104532
2013-08-16,700579.1630055044
2013-08-17,592260.8160191749
2013-08-18,460398.18248877936
2013-08-19,747402.2975661953
2013-08-20,618075.4223715613
2013-08-21,797594.0087163554
2013-08-22,465225.84057338396
2013-08-23,503791.6729051783
2013-08-24,371542.32181885024
2013-08-25,447555.75864907244
2013-08-26,516838.9034472052
2013-08-27,692730.4731127747
2013-08-28,571477.9985221965
2013-08-29,1800886.438619397
2013-08-30,559180.4886987818
2013-08-31,564202.1334834147
2013-09-01,538098.088367393
2013-09-02,546705.8388176109
2013-09-03,706934.9647637244
2013-09-04,770868.5602047687
2013-09-05,655247.2019661802
2013-09-06,482939.8633963088
2013-09-07,548436.0367061518
2013-09-08,319291.6246323271
2013-09-09,669789.6258842895
2013-09-10,451249.3310896224
2013-09-11,567084.9326237733
2013-09-12,462673.32737511105
2013-09-13,454184.1732699457
2013-09-14,365130.7084409578
2013-09-15,306548.82552149903
2013-09-16,615382.6872392425
2013-09-17,488013.1953979232
2013-09-18,685075.8579346533
2013-09-19,598722.3744473156
2013-09-20,494165.9164871517
2013-09-21,320319.5809075503
2013-09-22,323518.9494614152
2013-09-23,635933.6208105392
2013-09-24,601342.5101027058
2013-09-25,546011.6374591569
2013-09-26,624785.8424634862
2013-09-27,537777.9306033384
2013-09-28,423604.3796268852
2013-09-29,470234.9925967836
2013-09-30,719711.3474373303
2013-10-01,812937.5552533732
2013-10-02,780748.1703332098
2013-10-03,594379.2851752144
2013-10-04,600523.3145187272
2013-10-05,279738.30899300164
2013-10-06,307794.8058023861
2013-10-07,604840.7400293057
2013-10-08,609964.963001447
2013-10-09,703186.9423887365
2013-10-10,550821.5185461694
2013-10-11,625563.4231021923
2013-10-12,461200.2491435871
2013-10-13,466897.6801539813
2013-10-14,554565.4737890274
2013-10-15,547467.2937053803
2013-10-16,760967.3928577283
2013-10-17,789362.1102901169
2013-10-18,798767.466056112
2013-10-19,818333.9059101725
2013-10-20,664678.4322954337
2013-10-21,963754.63019716
2013-10-22,985295.299581696
2013-10-23,1053828.1089100905
2013-10-24,977148.8983109544
2013-10-25,2263448.331066526
2013-10-26,725034.4443838269
2013-10-27,568997.4854971014
2013-10-28,761231.8327415431
2013-10-29,2222962.815229065
2013-10-30,776409.3589821035
2013-10-31,683658.0135348376
2013-11-01,651411.2886436783
2013-11-02,684930.738904183
2013-11-03,679374.5961151144
2013-11-04,1154611.4553297728
2013-11-05,1568674.9499624714
2013-11-06,1480201.337528928
2013-11-07,2507437.6731103673
2013-11-08,2703544.8154099253
2013-11-09,2248245.5385268717
2013-11-10,1530763.0204741564
2013-11-11,1409496.7854206434
2013-11-12,2083372.3843959947
2013-11-13,3103154.6564052883
2013-11-14,2701792.058069677
2013-11-15,6770802.007194897
2013-11-16,3499785.5018015597
2013-11-17,3116154.3767503873
2013-11-18,8680268.234108333
2013-11-19,9989773.971742643
2013-11-20,5762604.205958305
2013-11-21,10312665.184682759
2013-11-22,10545016.301819393
2013-11-23,7585220.261859878
2013-11-24,7249254.968751727
2013-11-25,6817978.008044559
2013-11-26,22728118.12748991
2013-11-27,19260918.86464607
2013-11-28,20922542.98601055
2013-11-29,16844113.340294782
2013-11-30,10129256.518462963
2013-12-01,8005607.806565264
2013-12-02,9451810.721679714
2013-12-03,6748016.714407945
2013-12-04,8101660.875000405
2013-12-05,7448706.008561925
2013-12-06,3877920.51668562
2013-12-07,9507299.883593775
2013-12-08,5625882.925821907
2013-12-09,6790145.9996033525
2013-12-10,3834876.211679624
2013-12-11,5885290.960584236
2013-12-12,4971621.069218604
2013-12-13,4471515.065768354
2013-12-14,2696630.6812778213
2013-12-15,1815076.5041050753
2013-12-16,7018973.241669771
2013-12-17,4064337.201176723
2013-12-18,6873438.7755201375
2013-12-19,3679342.4233709425
2013-12-20,3157894.3540065414
2013-12-21,3726429.792461337
2013-12-22,3565935.8557285387
2013-12-23,2756265.7820778782
2013-12-24,3562825.7065495146
2013-12-25,4071711.0243441737
2013-12-26,2491423.8542661387
2013-12-27,2350942.8738562088
2013-12-28,2981883.3280877643
2013-12-29,3671725.8780933665
2013-12-30,3442061.147626383
2013-12-31,2084593.2640523827
2014-01-01,2067550.2308607553
2014-01-02,4279187.754693824
2014-01-03,4622156.888731832
2014-01-04,4077104.1702351235
2014-01-05,4450564.491719107
2014-01-06,4176298.5888254317
2014-01-07,4306009.252331507
2014-01-08,3416928.2824113364
2014-01-09,2461535.9139740313
2014-01-10,2729812.6179516134
2014-01-11,1706495.7217184962
2014-01-12,1679181.685084374
2014-01-13,2557804.2186995437
2014-01-14,3890679.296376649
2014-01-15,2678654.879772864
2014-01-16,2611936.9418159965
2014-01-17,2281311.0008377456
2014-01-18,1731097.1986549515
2014-01-19,2773286.6682417844
2014-01-20,3317695.334353303
2014-01-21,3068879.76478764
2014-01-22,2084594.8594039152
2014-01-23,2262352.59931156
2014-01-24,3190563.594974003
2014-01-25,2290397.4230557303
2014-01-26,1972516.7806617972
2014-01-27,4100202.387901335
2014-01-28,3339823.1673344825
2014-01-29,2569431.69746963
2014-01-30,2424053.33899972
2014-01-31,1807955.1309233978
2014-02-01,1951136.319804741
2014-02-02,2138892.0158885657
2014-02-03,2148615.9271148876
2014-02-04,3599966.042869206
2014-02-05,3636915.518363398
2014-02-06,2570219.8568084305
2014-02-07,3808103.983093532
2014-02-08,2152969.3348975987
2014-02-09,2463514.2715170486
2014-02-10,3469577.1464738497
2014-02-11,2788608.0719670444
2014-02-12,2103493.7590108584
2014-02-13,2427490.8632870344
2014-02-14,2498455.6917597526
2014-02-15,3216202.677303322
2014-02-16,2037625.7377724214
2014-02-17,2047493.5855892499
2014-02-18,1914611.056513211
2014-02-19,1294555.875759038
2014-02-20,1848219.1114111878
2014-02-21,2101667.687026546
2014-02-22,1359067.3915656963
2014-02-23,1324388.010113889
2014-02-24,2173437.5438165395
2014-02-25,3962546.737898062
2014-02-26,2215110.463625811
2014-02-27,1702028.861186593
2014-02-28,1861310.1138635138
2014-03-01,3240239.04856248
2014-03-02,2693764.447490971
2014-03-03,4856470.625260396
2014-03-04,4616028.790284736
2014-03-05,2952299.734013793
2014-03-06,2299001.993440169
2014-03-07,9202897.376958715
2014-03-08,6034473.739521671
2014-03-09,3324460.34883507
2014-03-10,6460818.740146562
2014-03-11,3737502.5997447697
2014-03-12,3735152.0253886804
2014-03-13,2983613.486030386
2014-03-14,3008603.233956192
2014-03-15,2249729.745929174
2014-03-16,1415576.3499117184
2014-03-17,2118470.085686086
2014-03-18,11062644.479111772
2014-03-19,4064370.310639711
2014-03-20,2205762.843158194
2014-03-21,1831939.8186620225
2014-03-22,1385788.5493553514
2014-03-23,927166.9118498291
2014-03-24,2098800.2401909353
2014-03-25,2022672.42003952
2014-03-26,1556212.343764963
2014-03-27,2301583.0432057334
2014-03-28,2341276.338973313
2014-03-29,1055731.1805967365
2014-03-30,1959206.098261062
2014-03-31,1999023.2971414258
2014-04-01,1760667.0058136978
2014-04-02,1724996.5916209414
2014-04-03,1748995.110442172
2014-04-04,1597111.2466518022
2014-04-05,1956125.282170064
2014-04-06,1312938.2413897584
2014-04-07,1404058.7972913787
2014-04-08,1517328.2317237754
2014-04-09,1378277.1906250997
2014-04-10,2266040.78468207
2014-04-11,1966508.7352157899
2014-04-12,1049337.0471928234
2014-04-13,1020063.6291066058
2014-04-14,1666630.5045278005
2014-04-15,1955982.5826387515
2014-04-16,2539550.880927949
2014-04-17,2320145.4970822507
2014-04-18,2463980.2278262395
2014-04-19,1447955.6857022508
2014-04-20,1167984.2786829902
2014-04-21,2074781.8506160378
2014-04-22,2831008.1368434187
2014-04-23,2072587.3116430887
2014-04-24,1363316.2814468585
2014-04-25,1408448.7950785612
2014-04-26,893852.0922751119
