date,2yr_yield,fed_assets,m2,10yr_3mo_spread,10yr_inflation,usd_index,fed_funds,sp500
2011-04-01,0.8,,,3.39,2.52,87.7993,0.11,
2011-04-02,0.8,,,3.39,2.52,87.7993,0.11,
2011-04-03,0.8,,,3.39,2.52,87.7993,0.11,
2011-04-04,0.77,,9070.3,3.39,2.54,87.8406,0.09,
2011-04-05,0.84,,9070.3,3.43,2.56,87.7483,0.09,
2011-04-06,0.85,2648776.0,9070.3,3.5,2.57,87.4913,0.1,
2011-04-07,0.81,2648776.0,9070.3,3.54,2.59,87.532,0.1,
2011-04-08,0.83,2648776.0,9070.3,3.55,2.64,87.1493,0.09,
2011-04-09,0.83,2648776.0,9070.3,3.55,2.64,87.1493,0.09,
2011-04-10,0.83,2648776.0,9070.3,3.55,2.64,87.1493,0.09,
2011-04-11,0.85,2648776.0,9077.5,3.54,2.63,87.094,0.09,
2011-04-12,0.77,2648776.0,9077.5,3.47,2.62,87.2943,0.08,
2011-04-13,0.75,2665508.0,9077.5,3.43,2.61,87.2093,0.08,
2011-04-14,0.77,2665508.0,9077.5,3.44,2.62,87.0802,0.09,
2011-04-15,0.71,2665508.0,9077.5,3.36,2.61,87.005,0.12,
2011-04-16,0.71,2665508.0,9077.5,3.36,2.61,87.005,0.12,
2011-04-17,0.71,2665508.0,9077.5,3.36,2.61,87.005,0.12,
2011-04-18,0.69,2665508.0,9094.1,3.33,2.6,87.5081,0.1,
2011-04-19,0.68,2665508.0,9094.1,3.33,2.63,87.0791,0.11,
2011-04-20,0.69,2685882.0,9094.1,3.37,2.61,86.5642,0.1,
2011-04-21,0.68,2685882.0,9094.1,3.36,2.59,86.2256,0.1,
2011-04-22,0.68,2685882.0,9094.1,3.36,2.59,86.3742,0.1,
2011-04-23,0.68,2685882.0,9094.1,3.36,2.59,86.3742,0.1,
2011-04-24,0.68,2685882.0,9094.1,3.36,2.59,86.3742,0.1,
2011-04-25,0.67,2685882.0,9016.5,3.32,2.6,86.4026,0.1,
2011-04-26,0.65,2685882.0,9016.5,3.27,2.58,86.2576,0.09,
2011-04-27,0.65,2691133.0,9016.5,3.33,2.58,86.2519,0.09,
2011-04-28,0.62,2691133.0,9016.5,3.3,2.56,85.8419,0.09,
2011-04-29,0.61,2691133.0,9016.5,3.28,2.57,85.5999,0.09,
2011-04-30,0.61,2691133.0,9016.5,3.28,2.57,85.5999,0.09,
2011-05-01,0.61,2691133.0,9016.5,3.28,2.57,85.5999,0.09,
2011-05-02,0.61,2691133.0,8997.9,3.26,2.56,85.5199,0.09,
2011-05-03,0.61,2691133.0,8997.9,3.25,2.55,85.6352,0.09,
2011-05-04,0.6,2718848.0,8997.9,3.22,2.55,85.8917,0.09,
2011-05-05,0.58,2718848.0,8997.9,3.16,2.48,86.508,0.09,
2011-05-06,0.57,2718848.0,8997.9,3.17,2.48,86.4575,0.09,
2011-05-07,0.57,2718848.0,8997.9,3.17,2.48,86.4575,0.09,
2011-05-08,0.57,2718848.0,8997.9,3.17,2.48,86.4575,0.09,
2011-05-09,0.57,2718848.0,9027.8,3.14,2.48,86.8346,0.09,
2011-05-10,0.59,2718848.0,9027.8,3.2,2.49,86.6518,0.09,
2011-05-11,0.56,2744597.0,9027.8,3.16,2.43,86.7195,0.09,
2011-05-12,0.57,2744597.0,9027.8,3.2,2.43,87.0767,0.09,
2011-05-13,0.57,2744597.0,9027.8,3.15,2.39,87.4176,0.09,
2011-05-14,0.57,2744597.0,9027.8,3.15,2.39,87.4176,0.09,
2011-05-15,0.57,2744597.0,9027.8,3.15,2.39,87.4176,0.09,
2011-05-16,0.54,2744597.0,9050.4,3.11,2.34,87.3311,0.1,
2011-05-17,0.55,2744597.0,9050.4,3.08,2.3,87.6307,0.09,
2011-05-18,0.58,2758079.0,9050.4,3.13,2.36,87.295,0.1,
2011-05-19,0.55,2758079.0,9050.4,3.12,2.26,87.2638,0.09,
2011-05-20,0.55,2758079.0,9050.4,3.1,2.3,87.3044,0.1,
2011-05-21,0.55,2758079.0,9050.4,3.1,2.3,87.3044,0.1,
2011-05-22,0.55,2758079.0,9050.4,3.1,2.3,87.3044,0.1,
2011-05-23,0.55,2758079.0,8998.5,3.07,2.29,87.8941,0.1,
2011-05-24,0.56,2758079.0,8998.5,3.06,2.33,87.662,0.1,
2011-05-25,0.54,2775137.0,8998.5,3.07,2.33,87.6136,0.09,
2011-05-26,0.48,2775137.0,8998.5,3.02,2.31,87.5588,0.09,
2011-05-27,0.48,2775137.0,8998.5,3.02,2.28,86.9525,0.1,
2011-05-28,0.48,2775137.0,8998.5,3.02,2.28,86.9525,0.1,
2011-05-29,0.48,2775137.0,8998.5,3.02,2.28,86.9525,0.1,
2011-05-30,0.48,2775137.0,9017.1,3.02,2.28,86.9525,0.1,
2011-05-31,0.45,2775137.0,9017.1,2.99,2.25,86.656,0.1,
2011-06-01,0.44,2788955.0,9017.1,2.91,2.22,86.5964,0.1,
2011-06-02,0.45,2788955.0,9017.1,3.0,2.26,86.8435,0.1,
2011-06-03,0.42,2788955.0,9017.1,2.95,2.24,86.4234,0.11,
2011-06-04,0.42,2788955.0,9017.1,2.95,2.24,86.4234,0.11,
2011-06-05,0.42,2788955.0,9017.1,2.95,2.24,86.4234,0.11,
2011-06-06,0.43,2788955.0,9094.4,2.96,2.25,86.4669,0.1,
2011-06-07,0.39,2788955.0,9094.4,2.96,2.25,86.3627,0.09,
2011-06-08,0.39,2811363.0,9094.4,2.94,2.22,86.5714,0.09,
2011-06-09,0.43,2811363.0,9094.4,2.96,2.21,86.5913,0.09,
2011-06-10,0.41,2811363.0,9094.4,2.94,2.2,87.042,0.09,
2011-06-11,0.41,2811363.0,9094.4,2.94,2.2,87.042,0.09,
2011-06-12,0.41,2811363.0,9094.4,2.94,2.2,87.042,0.09,
2011-06-13,0.4,2811363.0,9095.1,2.95,2.2,87.0579,0.1,
2011-06-14,0.45,2811363.0,9095.1,3.06,2.28,86.6771,0.1,
2011-06-15,0.38,2827703.0,9095.1,2.93,2.24,87.3342,0.1,
2011-06-16,0.38,2827703.0,9095.1,2.88,2.2,87.6917,0.1,
2011-06-17,0.38,2827703.0,9095.1,2.9,2.19,87.2179,0.1,
2011-06-18,0.38,2827703.0,9095.1,2.9,2.19,87.2179,0.1,
2011-06-19,0.38,2827703.0,9095.1,2.9,2.19,87.2179,0.1,
2011-06-20,0.38,2827703.0,9105.3,2.94,2.18,87.1908,0.09,
2011-06-21,0.4,2827703.0,9105.3,2.96,2.21,86.857,0.09,
2011-06-22,0.39,2856563.0,9105.3,2.99,2.19,86.8067,0.09,
2011-06-23,0.35,2856563.0,9105.3,2.92,2.22,87.455,0.08,
2011-06-24,0.35,2856563.0,9105.3,2.86,2.24,87.5014,0.08,
2011-06-25,0.35,2856563.0,9105.3,2.86,2.24,87.5014,0.08,
2011-06-26,0.35,2856563.0,9105.3,2.86,2.24,87.5014,0.08,
2011-06-27,0.41,2856563.0,9117.1,2.93,2.28,87.5225,0.08,
2011-06-28,0.48,2856563.0,9117.1,3.02,2.32,87.2178,0.08,
2011-06-29,0.47,2865408.0,9117.1,3.12,2.4,86.8014,0.07,
2011-06-30,0.45,2865408.0,9117.1,3.15,2.43,86.4786,0.07,
2011-07-01,0.5,2865408.0,9117.1,3.2,2.45,86.3613,0.08,
2011-07-02,0.5,2865408.0,9117.1,3.2,2.45,86.3613,0.08,
2011-07-03,0.5,2865408.0,9117.1,3.2,2.45,86.3613,0.08,
2011-07-04,0.5,2865408.0,9251.5,3.2,2.45,86.3613,0.08,
2011-07-05,0.44,2865408.0,9251.5,3.14,2.39,86.4253,0.08,
2011-07-06,0.43,2870296.0,9251.5,3.11,2.38,86.6825,0.07,
2011-07-07,0.49,2870296.0,9251.5,3.14,2.42,86.4825,0.07,
2011-07-08,0.4,2870296.0,9251.5,3.0,2.34,86.615,0.07,
2011-07-09,0.4,2870296.0,9251.5,3.0,2.34,86.615,0.07,
2011-07-10,0.4,2870296.0,9251.5,3.0,2.34,86.615,0.07,
2011-07-11,0.37,2870296.0,9246.0,2.91,2.31,87.1013,0.07,
2011-07-12,0.37,2870296.0,9246.0,2.89,2.32,87.1701,0.06,
2011-07-13,0.37,2878212.0,9246.0,2.91,2.33,86.5697,0.06,
2011-07-14,0.38,2878212.0,9246.0,2.97,2.3,86.5234,0.06,
2011-07-15,0.37,2878212.0,9246.0,2.92,2.33,86.5169,0.06,
2011-07-16,0.37,2878212.0,9246.0,2.92,2.33,86.5169,0.06,
2011-07-17,0.37,2878212.0,9246.0,2.92,2.33,86.5169,0.06,
2011-07-18,0.37,2878212.0,9244.6,2.92,2.36,86.9549,0.06,
2011-07-19,0.39,2878212.0,9244.6,2.88,2.37,86.4386,0.06,
2011-07-20,0.4,2871435.0,9244.6,2.94,2.34,86.2794,0.06,
2011-07-21,0.4,2871435.0,9244.6,2.98,2.35,85.8378,0.06,
2011-07-22,0.4,2871435.0,9244.6,2.94,2.38,85.8623,0.06,
2011-07-23,0.4,2871435.0,9244.6,2.94,2.38,85.8623,0.06,
2011-07-24,0.4,2871435.0,9244.6,2.94,2.38,85.8623,0.06,
2011-07-25,0.42,2871435.0,9211.2,2.98,2.45,85.8006,0.06,
2011-07-26,0.41,2871435.0,9211.2,2.92,2.42,85.4692,0.06,
2011-07-27,0.44,2863806.0,9211.2,2.93,2.45,85.7126,0.07,
2011-07-28,0.42,2863806.0,9211.2,2.91,2.46,85.8245,0.08,
2011-07-29,0.36,2863806.0,9211.2,2.72,2.44,85.7282,0.11,
2011-07-30,0.36,2863806.0,9211.2,2.72,2.44,85.7282,0.11,
2011-07-31,0.36,2863806.0,9211.2,2.72,2.44,85.7282,0.11,
2011-08-01,0.38,2863806.0,9387.6,2.67,2.44,86.0391,0.17,
2011-08-02,0.33,2863806.0,9387.6,2.6,2.37,86.0533,0.16,
2011-08-03,0.33,2867363.0,9387.6,2.62,2.28,86.0706,0.12,
2011-08-04,0.27,2867363.0,9387.6,2.45,2.23,86.9299,0.09,
2011-08-05,0.28,2867363.0,9387.6,2.57,2.26,87.1084,0.08,
2011-08-06,0.28,2867363.0,9387.6,2.57,2.26,87.1084,0.08,
2011-08-07,0.28,2867363.0,9387.6,2.57,2.26,87.1084,0.08,
2011-08-08,0.27,2867363.0,9460.5,2.35,2.2,87.1873,0.11,
2011-08-09,0.19,2867363.0,9460.5,2.17,2.2,87.3919,0.1,
2011-08-10,0.19,2872543.0,9460.5,2.15,2.3,87.3792,0.1,
2011-08-11,0.19,2872543.0,9460.5,2.31,2.28,87.3215,0.09,
2011-08-12,0.2,2872543.0,9460.5,2.22,2.26,87.177,0.1,
2011-08-13,0.2,2872543.0,9460.5,2.22,2.26,87.177,0.1,
2011-08-14,0.2,2872543.0,9460.5,2.22,2.26,87.177,0.1,
2011-08-15,0.19,2872543.0,9480.6,2.27,2.23,86.7515,0.1,
2011-08-16,0.2,2872543.0,9480.6,2.2,2.18,86.7115,0.09,
2011-08-17,0.19,2858024.0,9480.6,2.16,2.16,86.5518,0.09,
2011-08-18,0.2,2858024.0,9480.6,2.07,1.99,87.1271,0.09,
2011-08-19,0.2,2858024.0,9480.6,2.05,2.05,86.8286,0.09,
2011-08-20,0.2,2858024.0,9480.6,2.05,2.05,86.8286,0.09,
2011-08-21,0.2,2858024.0,9480.6,2.05,2.05,86.8286,0.09,
2011-08-22,0.22,2858024.0,9458.9,2.09,2.07,87.0753,0.09,
2011-08-23,0.22,2858024.0,9458.9,2.14,2.02,86.9001,0.08,
2011-08-24,0.23,2859542.0,9458.9,2.27,2.04,87.1316,0.08,
2011-08-25,0.22,2859542.0,9458.9,2.22,2.1,87.2306,0.08,
2011-08-26,0.2,2859542.0,9458.9,2.18,2.04,87.0751,0.09,
2011-08-27,0.2,2859542.0,9458.9,2.18,2.04,87.0751,0.09,
2011-08-28,0.2,2859542.0,9458.9,2.18,2.04,87.0751,0.09,
2011-08-29,0.2,2859542.0,9437.3,2.26,2.06,86.8433,0.09,
2011-08-30,0.2,2859542.0,9437.3,2.18,2.05,87.001,0.08,
2011-08-31,0.2,2854000.0,9437.3,2.21,2.05,86.7739,0.08,
2011-09-01,0.19,2854000.0,9437.3,2.13,2.08,86.8512,0.08,
2011-09-02,0.2,2854000.0,9437.3,2.0,2.02,87.1797,0.08,
2011-09-03,0.2,2854000.0,9437.3,2.0,2.02,87.1797,0.08,
2011-09-04,0.2,2854000.0,9437.3,2.0,2.02,87.1797,0.08,
2011-09-05,0.2,2854000.0,9521.1,2.0,2.02,87.1797,0.08,
2011-09-06,0.21,2854000.0,9521.1,1.96,1.93,88.1645,0.09,
2011-09-07,0.21,2858789.0,9521.1,2.03,1.96,87.9699,0.09,
2011-09-08,0.19,2858789.0,9521.1,1.98,2.0,88.1162,0.09,
2011-09-09,0.17,2858789.0,9521.1,1.92,1.96,88.9514,0.09,
2011-09-10,0.17,2858789.0,9521.1,1.92,1.96,88.9514,0.09,
2011-09-11,0.17,2858789.0,9521.1,1.92,1.96,88.9514,0.09,
2011-09-12,0.21,2858789.0,9523.1,1.93,1.94,89.2192,0.09,
2011-09-13,0.21,2858789.0,9523.1,1.99,1.93,89.2653,0.09,
2011-09-14,0.19,2863651.0,9523.1,2.02,1.91,89.419,0.08,
2011-09-15,0.21,2863651.0,9523.1,2.08,1.96,89.0647,0.09,
2011-09-16,0.18,2863651.0,9523.1,2.07,1.95,89.1108,0.09,
2011-09-17,0.18,2863651.0,9523.1,2.07,1.95,89.1108,0.09,
2011-09-18,0.18,2863651.0,9523.1,2.07,1.95,89.1108,0.09,
2011-09-19,0.16,2863651.0,9497.9,1.96,1.88,89.9336,0.09,
2011-09-20,0.18,2863651.0,9497.9,1.94,1.91,89.8777,0.09,
2011-09-21,0.21,2857909.0,9497.9,1.87,1.86,90.3453,0.08,
2011-09-22,0.2,2857909.0,9497.9,1.72,1.71,92.075,0.08,
2011-09-23,0.23,2857909.0,9497.9,1.83,1.74,91.6904,0.08,
2011-09-24,0.23,2857909.0,9497.9,1.83,1.74,91.6904,0.08,
2011-09-25,0.23,2857909.0,9497.9,1.83,1.74,91.6904,0.08,
2011-09-26,0.25,2857909.0,9448.5,1.89,1.79,91.7724,0.08,
2011-09-27,0.25,2857909.0,9448.5,1.99,1.88,90.8985,0.08,
2011-09-28,0.27,2851028.0,9448.5,2.01,1.87,91.0227,0.08,
2011-09-29,0.27,2851028.0,9448.5,1.97,1.82,91.3033,0.08,
2011-09-30,0.25,2851028.0,9448.5,1.9,1.75,91.9998,0.06,
2011-10-01,0.25,2851028.0,9448.5,1.9,1.75,91.9998,0.06,
2011-10-02,0.25,2851028.0,9448.5,1.9,1.75,91.9998,0.06,
2011-10-03,0.24,2851028.0,9538.8,1.78,1.73,92.5128,0.08,
2011-10-04,0.25,2851028.0,9538.8,1.8,1.76,92.9508,0.07,
2011-10-05,0.25,2859823.0,9538.8,1.92,1.8,92.3008,0.07,
2011-10-06,0.29,2859823.0,9538.8,2.0,1.88,91.9661,0.07,
2011-10-07,0.3,2859823.0,9538.8,2.09,1.94,91.2469,0.07,
2011-10-08,0.3,2859823.0,9538.8,2.09,1.94,91.2469,0.07,
2011-10-09,0.3,2859823.0,9538.8,2.09,1.94,91.2469,0.07,
2011-10-10,0.3,2859823.0,9559.5,2.09,1.94,91.2469,0.07,
2011-10-11,0.32,2859823.0,9559.5,2.16,1.95,90.9162,0.07,
2011-10-12,0.29,2860959.0,9559.5,2.22,1.98,90.3378,0.07,
2011-10-13,0.29,2860959.0,9559.5,2.17,1.92,90.6603,0.07,
2011-10-14,0.28,2860959.0,9559.5,2.24,1.98,90.2116,0.07,
2011-10-15,0.28,2860959.0,9559.5,2.24,1.98,90.2116,0.07,
2011-10-16,0.28,2860959.0,9559.5,2.24,1.98,90.2116,0.07,
2011-10-17,0.28,2860959.0,9596.6,2.14,1.94,90.266,0.07,
2011-10-18,0.28,2860959.0,9596.6,2.15,1.97,90.5907,0.07,
2011-10-19,0.28,2852516.0,9596.6,2.15,1.95,90.3317,0.07,
2011-10-20,0.28,2852516.0,9596.6,2.17,1.98,91.1026,0.07,
2011-10-21,0.3,2852516.0,9596.6,2.21,2.0,90.279,0.07,
2011-10-22,0.3,2852516.0,9596.6,2.21,2.0,90.279,0.07,
2011-10-23,0.3,2852516.0,9596.6,2.21,2.0,90.279,0.07,
2011-10-24,0.3,2852516.0,9498.6,2.23,2.02,89.8558,0.07,
2011-10-25,0.26,2852516.0,9498.6,2.13,2.02,89.9525,0.07,
2011-10-26,0.28,2845777.0,9498.6,2.21,2.08,90.0836,0.08,
2011-10-27,0.31,2845777.0,9498.6,2.4,2.18,88.7882,0.07,
2011-10-28,0.28,2845777.0,9498.6,2.33,2.15,88.6382,0.07,
2011-10-29,0.28,2845777.0,9498.6,2.33,2.15,88.6382,0.07,
2011-10-30,0.28,2845777.0,9498.6,2.33,2.15,88.6382,0.07,
2011-10-31,0.25,2845777.0,9528.6,2.16,2.09,89.2053,0.09,
2011-11-01,0.23,2845777.0,9528.6,2.0,2.05,90.7296,0.08,
2011-11-02,0.23,2822149.0,9528.6,2.02,2.1,90.244,0.08,
2011-11-03,0.24,2822149.0,9528.6,2.08,2.09,90.2961,0.09,
2011-11-04,0.22,2822149.0,9528.6,2.05,2.12,90.3154,0.08,
2011-11-05,0.22,2822149.0,9528.6,2.05,2.12,90.3154,0.08,
2011-11-06,0.22,2822149.0,9528.6,2.05,2.12,90.3154,0.08,
2011-11-07,0.25,2822149.0,9636.7,2.03,2.14,90.3832,0.08,
2011-11-08,0.25,2822149.0,9636.7,2.09,2.13,90.172,0.08,
2011-11-09,0.24,2839886.0,9636.7,1.99,2.04,90.6991,0.08,
2011-11-10,0.24,2839886.0,9636.7,2.03,2.08,90.8588,0.08,
2011-11-11,0.24,2839886.0,9636.7,2.03,2.08,90.8588,0.08,
2011-11-12,0.24,2839886.0,9636.7,2.03,2.08,90.8588,0.08,
2011-11-13,0.24,2839886.0,9636.7,2.03,2.08,90.8588,0.08,
2011-11-14,0.24,2839886.0,9657.6,2.03,2.05,90.7215,0.08,
2011-11-15,0.26,2839886.0,9657.6,2.05,2.02,91.1081,0.09,
2011-11-16,0.26,2831681.0,9657.6,2.0,1.96,91.1237,0.08,
2011-11-17,0.27,2831681.0,9657.6,1.94,1.9,91.1822,0.08,
2011-11-18,0.29,2831681.0,9657.6,2.0,1.96,91.3676,0.08,
2011-11-19,0.29,2831681.0,9657.6,2.0,1.96,91.3676,0.08,
2011-11-20,0.29,2831681.0,9657.6,2.0,1.96,91.3676,0.08,
2011-11-21,0.27,2831681.0,9620.6,1.95,1.9,91.9978,0.08,
2011-11-22,0.26,2831681.0,9620.6,1.92,1.89,92.0193,0.08,
2011-11-23,0.26,2822063.0,9620.6,1.87,1.9,92.7463,0.09,
2011-11-24,0.26,2822063.0,9620.6,1.87,1.9,92.7463,0.09,
2011-11-25,0.28,2822063.0,9620.6,1.95,1.92,93.1455,0.07,
2011-11-26,0.28,2822063.0,9620.6,1.95,1.92,93.1455,0.07,
2011-11-27,0.28,2822063.0,9620.6,1.95,1.92,93.1455,0.07,
2011-11-28,0.26,2822063.0,9616.6,1.94,1.95,92.4983,0.08,
2011-11-29,0.27,2822063.0,9616.6,1.98,1.99,92.2163,0.08,
2011-11-30,0.25,2814313.0,9616.6,2.07,2.05,91.4728,0.1,
2011-12-01,0.27,2814313.0,9616.6,2.1,2.05,91.227,0.08,
2011-12-02,0.25,2814313.0,9616.6,2.03,2.05,91.3532,0.08,
2011-12-03,0.25,2814313.0,9616.6,2.03,2.05,91.3532,0.08,
2011-12-04,0.25,2814313.0,9616.6,2.03,2.05,91.3532,0.08,
2011-12-05,0.27,2814313.0,9686.0,2.03,2.05,91.1087,0.08,
2011-12-06,0.25,2814313.0,9686.0,2.07,2.07,91.2817,0.08,
2011-12-07,0.24,2820774.0,9686.0,2.0,2.03,91.2331,0.08,
2011-12-08,0.22,2820774.0,9686.0,1.98,1.98,91.668,0.07,
2011-12-09,0.22,2820774.0,9686.0,2.06,2.02,91.6122,0.07,
2011-12-10,0.22,2820774.0,9686.0,2.06,2.02,91.6122,0.07,
2011-12-11,0.22,2820774.0,9686.0,2.06,2.02,91.6122,0.07,
2011-12-12,0.24,2820774.0,9717.5,2.02,2.04,92.3375,0.07,
2011-12-13,0.24,2820774.0,9717.5,1.95,2.01,92.5456,0.07,
2011-12-14,0.25,2902568.0,9717.5,1.91,1.96,93.2176,0.07,
2011-12-15,0.26,2902568.0,9717.5,1.92,1.93,92.8858,0.07,
2011-12-16,0.24,2902568.0,9717.5,1.86,1.91,92.8252,0.07,
2011-12-17,0.24,2902568.0,9717.5,1.86,1.91,92.8252,0.07,
2011-12-18,0.24,2902568.0,9717.5,1.86,1.91,92.8252,0.07,
2011-12-19,0.24,2902568.0,9719.5,1.81,1.94,92.8685,0.07,
2011-12-20,0.26,2902568.0,9719.5,1.93,2.04,92.432,0.07,
2011-12-21,0.28,2916188.0,9719.5,1.97,2.05,92.5262,0.07,
2011-12-22,0.28,2916188.0,9719.5,1.96,2.04,92.3883,0.07,
2011-12-23,0.28,2916188.0,9719.5,2.02,2.07,92.3897,0.08,
2011-12-24,0.28,2916188.0,9719.5,2.02,2.07,92.3897,0.08,
2011-12-25,0.28,2916188.0,9719.5,2.02,2.07,92.3897,0.08,
2011-12-26,0.28,2916188.0,9714.2,2.02,2.07,92.3897,0.08,
2011-12-27,0.3,2916188.0,9714.2,2.0,2.04,92.4137,0.07,
2011-12-28,0.28,2926195.0,9714.2,1.92,2.0,92.8374,0.07,
2011-12-29,0.28,2926195.0,9714.2,1.89,1.96,92.7398,0.07,
2011-12-30,0.25,2926195.0,9714.2,1.87,1.96,92.4262,0.04,
2011-12-31,0.25,2926195.0,9714.2,1.87,1.96,92.4262,0.04,
2012-01-01,0.25,2926195.0,9714.2,1.87,1.96,92.4262,0.04,
2012-01-02,0.25,2926195.0,9826.7,1.87,1.96,92.4262,0.04,
2012-01-03,0.27,2926195.0,9826.7,1.95,2.01,91.7551,0.07,
2012-01-04,0.25,2917845.0,9826.7,1.98,2.08,92.0345,0.07,
2012-01-05,0.27,2917845.0,9826.7,2.0,2.12,92.5773,0.07,
2012-01-06,0.25,2917845.0,9826.7,1.96,2.09,92.7183,0.07,
2012-01-07,0.25,2917845.0,9826.7,1.96,2.09,92.7183,0.07,
2012-01-08,0.25,2917845.0,9826.7,1.96,2.09,92.7183,0.07,
2012-01-09,0.26,2917845.0,9823.8,1.97,2.11,92.7418,0.08,
2012-01-10,0.24,2917845.0,9823.8,1.98,2.08,92.2461,0.08,
2012-01-11,0.24,2899235.0,9823.8,1.91,2.03,92.554,0.08,
2012-01-12,0.22,2899235.0,9823.8,1.91,2.04,92.2274,0.08,
2012-01-13,0.24,2899235.0,9823.8,1.86,2.03,92.5385,0.09,
2012-01-14,0.24,2899235.0,9823.8,1.86,2.03,92.5385,0.09,
2012-01-15,0.24,2899235.0,9823.8,1.86,2.03,92.5385,0.09,
2012-01-16,0.24,2899235.0,9805.5,1.86,2.03,92.5385,0.09,
2012-01-17,0.21,2899235.0,9805.5,1.84,2.04,92.0142,0.09,
2012-01-18,0.24,2919617.0,9805.5,1.89,2.07,91.6943,0.09,
2012-01-19,0.26,2919617.0,9805.5,1.96,2.01,91.3316,0.1,
2012-01-20,0.26,2919617.0,9805.5,2.0,2.04,91.3661,0.09,
2012-01-21,0.26,2919617.0,9805.5,2.0,2.04,91.3661,0.09,
2012-01-22,0.26,2919617.0,9805.5,2.0,2.04,91.3661,0.09,
2012-01-23,0.26,2919617.0,9710.7,2.05,2.07,90.986,0.09,
2012-01-24,0.24,2919617.0,9710.7,2.04,2.09,91.181,0.09,
2012-01-25,0.22,2919667.0,9710.7,1.97,2.13,91.277,0.08,
2012-01-26,0.22,2919667.0,9710.7,1.91,2.12,90.3962,0.08,
2012-01-27,0.22,2919667.0,9710.7,1.87,2.11,90.2559,0.09,
2012-01-28,0.22,2919667.0,9710.7,1.87,2.11,90.2559,0.09,
2012-01-29,0.22,2919667.0,9710.7,1.87,2.11,90.2559,0.09,
2012-01-30,0.22,2919667.0,9677.5,1.82,2.11,90.4762,0.09,
2012-01-31,0.22,2919667.0,9677.5,1.77,2.11,90.5538,0.11,
2012-02-01,0.23,2925040.0,9677.5,1.81,2.15,90.0963,0.11,
2012-02-02,0.23,2925040.0,9677.5,1.78,2.16,89.8765,0.11,
2012-02-03,0.23,2925040.0,9677.5,1.89,2.18,89.8491,0.11,
2012-02-04,0.23,2925040.0,9677.5,1.89,2.18,89.8491,0.11,
2012-02-05,0.23,2925040.0,9677.5,1.89,2.18,89.8491,0.11,
2012-02-06,0.24,2925040.0,9764.7,1.85,2.19,89.7907,0.11,
2012-02-07,0.25,2925040.0,9764.7,1.92,2.21,89.5968,0.11,
2012-02-08,0.27,2928366.0,9764.7,1.92,2.22,89.6555,0.11,
2012-02-09,0.27,2928366.0,9764.7,1.95,2.21,89.6246,0.11,
2012-02-10,0.27,2928366.0,9764.7,1.87,2.2,90.1024,0.12,
2012-02-11,0.27,2928366.0,9764.7,1.87,2.2,90.1024,0.12,
2012-02-12,0.27,2928366.0,9764.7,1.87,2.2,90.1024,0.12,
2012-02-13,0.29,2928366.0,9792.0,1.88,2.21,89.8895,0.12,
2012-02-14,0.29,2928366.0,9792.0,1.8,2.19,90.1919,0.12,
2012-02-15,0.29,2937996.0,9792.0,1.82,2.19,90.1932,0.12,
2012-02-16,0.29,2937996.0,9792.0,1.89,2.23,90.3109,0.11,
2012-02-17,0.29,2937996.0,9792.0,1.92,2.24,90.23,0.09,
2012-02-18,0.29,2937996.0,9792.0,1.92,2.24,90.23,0.09,
2012-02-19,0.29,2937996.0,9792.0,1.92,2.24,90.23,0.09,
2012-02-20,0.29,2937996.0,9791.6,1.92,2.24,90.23,0.09,
2012-02-21,0.31,2937996.0,9791.6,1.97,2.27,90.0117,0.1,
2012-02-22,0.29,2932953.0,9791.6,1.92,2.28,90.2472,0.08,
2012-02-23,0.31,2932953.0,9791.6,1.9,2.29,90.1108,0.08,
2012-02-24,0.31,2932953.0,9791.6,1.88,2.27,89.9104,0.09,
2012-02-25,0.31,2932953.0,9791.6,1.88,2.27,89.9104,0.09,
2012-02-26,0.31,2932953.0,9791.6,1.88,2.27,89.9104,0.09,
2012-02-27,0.3,2932953.0,9777.0,1.8,2.24,89.9635,0.1,
2012-02-28,0.3,2932953.0,9777.0,1.84,2.25,89.8103,0.1,
2012-02-29,0.3,2925788.0,9777.0,1.9,2.26,89.7487,0.1,
2012-03-01,0.3,2925788.0,9777.0,1.95,2.26,89.7817,0.11,
2012-03-02,0.28,2925788.0,9777.0,1.92,2.23,90.135,0.11,
2012-03-03,0.28,2925788.0,9777.0,1.92,2.23,90.135,0.11,
2012-03-04,0.28,2925788.0,9777.0,1.92,2.23,90.135,0.11,
2012-03-05,0.31,2925788.0,9887.8,1.92,2.2,90.2748,0.11,
2012-03-06,0.3,2925788.0,9887.8,1.88,2.17,90.8237,0.11,
2012-03-07,0.3,2884816.0,9887.8,1.9,2.2,90.6837,0.11,
2012-03-08,0.32,2884816.0,9887.8,1.95,2.24,90.2598,0.11,
2012-03-09,0.33,2884816.0,9887.8,1.95,2.28,90.4341,0.12,
2012-03-10,0.33,2884816.0,9887.8,1.95,2.28,90.4341,0.12,
2012-03-11,0.33,2884816.0,9887.8,1.95,2.28,90.4341,0.12,
2012-03-12,0.33,2884816.0,9908.9,1.95,2.28,90.6643,0.12,
2012-03-13,0.35,2884816.0,9908.9,2.06,2.34,90.5363,0.12,
2012-03-14,0.4,2893871.0,9908.9,2.2,2.36,90.9325,0.13,
2012-03-15,0.37,2893871.0,9908.9,2.21,2.37,90.7866,0.14,
