,cumsum_supply_usd
2018-04-06,116841900521.34904
2018-04-07,119038564288.89122
2018-04-08,114779194845.64427
2018-04-09,115876969489.87401
2018-04-10,117707357103.1293
2018-04-11,134189042114.13712
2018-04-12,133801354847.62445
2018-04-13,135750062208.44644
2018-04-14,141731816665.1387
2018-04-15,136613095135.8598
2018-04-16,133870854614.80203
2018-04-17,138560368868.16754
2018-04-18,140380663998.10715
2018-04-19,150418565353.48566
2018-04-20,151298727219.1445
2018-04-21,149238848951.99368
2018-04-22,151756867276.2526
2018-04-23,163776216135.75867
2018-04-24,150570594804.4748
2018-04-25,157440307521.60626
2018-04-26,151494094480.69046
2018-04-27,158694940525.5453
2018-04-28,159616034491.2102
2018-04-29,157018284653.3934
2018-04-30,154085844503.97202
2018-05-01,156704216987.60825
2018-05-02,165591224573.21423
2018-05-03,164776409798.5061
2018-05-04,167257815690.82736
2018-05-05,163891748309.65143
2018-05-06,159212413750.23694
2018-05-07,156090628589.89175
2018-05-08,158353416119.90887
2018-05-09,153377562970.6159
2018-05-10,143077673640.09933
2018-05-11,144176181055.09155
2018-05-12,147815850024.51044
2018-05-13,147534790923.7587
2018-05-14,144151846673.80197
2018-05-15,141930491025.63934
2018-05-16,137164319055.64825
2018-05-17,140267423430.56885
2018-05-18,140132253221.77762
2018-05-19,145070183411.31406
2018-05-20,142970749908.83145
2018-05-21,135942909432.39343
2018-05-22,127730623359.10194
2018-05-23,129118301809.8155
2018-05-24,127111792287.81918
2018-05-25,124940501207.7943
2018-05-26,125137123440.36075
2018-05-27,121064196175.20493
2018-05-28,127228755868.36362
2018-05-29,125731778811.8527
2018-05-30,127634621090.17395
2018-05-31,128172380057.25668
2018-06-01,130236525286.03938
2018-06-02,131503135347.38153
2018-06-03,127718784707.80266
2018-06-04,129951216144.49854
2018-06-05,130588892823.389
2018-06-06,131159992674.25385
2018-06-07,129974150930.50037
2018-06-08,127950300696.21278
2018-06-09,115464214079.245
2018-06-10,117406946657.44473
2018-06-11,111786751724.26529
2018-06-12,107566467957.34096
2018-06-13,113347784440.72762
2018-06-14,109128324402.13144
2018-06-15,110838979480.28148
2018-06-16,110150359587.78365
2018-06-17,114622250325.08951
2018-06-18,115083885798.48895
2018-06-19,115483458616.79836
2018-06-20,114772988269.51797
2018-06-21,103378580667.81143
2018-06-22,105342987657.63245
2018-06-23,105142425835.67613
2018-06-24,106834916221.90886
2018-06-25,103849489000.59242
2018-06-26,104884082386.19681
2018-06-27,100051998184.11522
2018-06-28,106153937863.7821
2018-06-29,109277270795.1127
2018-06-30,108611901244.30902
2018-07-01,113179015603.21638
2018-07-02,111355049820.91795
2018-07-03,112748993229.94823
2018-07-04,111805882938.53139
2018-07-05,112985711963.85715
2018-07-06,115711625758.29779
2018-07-07,114811965291.2272
2018-07-08,114149404085.42435
2018-07-09,107924142211.66273
2018-07-10,109275553078.19287
2018-07-11,107023670544.34645
2018-07-12,106529971265.22366
2018-07-13,107062882908.90363
2018-07-14,108758573260.31956
2018-07-15,115255728257.9437
2018-07-16,125367056836.92853
2018-07-17,126438419755.13017
2018-07-18,128053772094.38403
2018-07-19,125707372939.70895
2018-07-20,126959886864.5192
2018-07-21,126834203085.02692
2018-07-22,132377326647.92973
2018-07-23,143908536670.7362
2018-07-24,140161386182.2032
2018-07-25,136130946696.27895
2018-07-26,140437414652.67532
2018-07-27,141278172289.40707
2018-07-28,141018090119.07516
2018-07-29,140283827548.13477
2018-07-30,132670623650.0404
2018-07-31,130539320197.99191
2018-08-01,129366767928.07889
2018-08-02,127364080512.72935
2018-08-03,120397803983.52496
2018-08-04,120703381641.91698
2018-08-05,119183684532.48042
2018-08-06,115411343757.28865
2018-08-07,107916187671.23889
2018-08-08,112343701530.8078
2018-08-09,105599584307.22414
2018-08-10,107156758252.2205
2018-08-11,108533038291.9004
2018-08-12,107493678560.98883
2018-08-13,106437746211.38393
2018-08-14,107802005635.24716
2018-08-15,108586589841.37985
2018-08-16,113212596441.15671
2018-08-17,109961430162.83171
2018-08-18,111559961814.69789
2018-08-19,107649252454.56647
2018-08-20,111459661375.50298
2018-08-21,109471110489.52217
2018-08-22,112313009315.83133
2018-08-23,115180036607.41014
2018-08-24,115902093021.04602
2018-08-25,115444203866.42781
2018-08-26,118931699954.82942
2018-08-27,121860705777.51071
2018-08-28,121154286121.8398
2018-08-29,120289320770.81937
2018-08-30,120824594800.8086
2018-08-31,123923239474.52814
2018-09-01,125736222928.43408
2018-09-02,125166379403.94328
2018-09-03,126807499821.04219
2018-09-04,115417529489.66026
2018-09-05,112161382002.57558
2018-09-06,110293279774.6477
2018-09-07,106655463707.05516
2018-09-08,107592245175.48827
2018-09-09,108807600087.05502
2018-09-10,108426527071.44843
2018-09-11,109178468555.1666
2018-09-12,111901258167.20511
2018-09-13,111768946729.58395
2018-09-14,112400665559.11171
2018-09-15,112134000425.5123
2018-09-16,107894662273.71481
2018-09-17,109334325773.10501
2018-09-18,110278707827.9395
2018-09-19,112085432482.92577
2018-09-20,116639886216.47916
2018-09-21,115970413906.61716
2018-09-22,115753537264.24863
2018-09-23,113685821919.99039
2018-09-24,111187317367.50313
2018-09-25,111583176295.9473
2018-09-26,115497777634.41956
2018-09-27,114499757305.3469
2018-09-28,113895351640.5274
2018-09-29,114283661076.75926
2018-09-30,113820315185.60721
2018-10-01,112617857080.38458
2018-10-02,112130999092.56274
2018-10-03,113587705174.0832
2018-10-04,114435845344.54665
2018-10-05,113701927016.90457
2018-10-06,114035111766.3363
2018-10-07,114917416333.54028
2018-10-08,114660242811.09668
2018-10-09,113837596868.31364
2018-10-10,107458616698.72478
2018-10-11,108098433746.14847
2018-10-12,108465685951.23715
2018-10-13,108783425904.403
2018-10-14,115053854670.61891
2018-10-15,114431813516.8615
2018-10-16,114152699697.23244
2018-10-17,112731870338.78137
2018-10-18,112130281678.55151
2018-10-19,112578702772.5659
2018-10-20,112736609802.21112
2018-10-21,112348766783.67125
2018-10-22,112320719450.69597
2018-10-23,112354124893.58305
2018-10-24,112134141922.81874
2018-10-25,112114160979.5117
2018-10-26,112215300905.43654
2018-10-27,112084761218.59834
2018-10-28,109482865044.79521
2018-10-29,109357217828.43799
2018-10-30,109851420307.86674
2018-10-31,110636658887.90523
2018-11-01,110834924415.01541
2018-11-02,110585173493.05179
2018-11-03,112076071721.12654
2018-11-04,111568505210.69691
2018-11-05,112414941305.60036
2018-11-06,113417940306.46355
2018-11-07,111832144286.41385
2018-11-08,110749557746.03503
2018-11-09,110942540907.94693
2018-11-10,111400501159.02196
2018-11-11,110867921920.98965
2018-11-12,110612196790.44858
2018-11-13,100276430303.23938
2018-11-14,98506180575.01205
2018-11-15,97030102115.92413
2018-11-16,96794875143.50453
2018-11-17,97614419354.0206
2018-11-18,83885639342.09612
2018-11-19,77574544724.1611
2018-11-20,79903834622.70505
2018-11-21,75154493311.6398
2018-11-22,75712799820.18109
2018-11-23,67188818208.22557
2018-11-24,69881315563.11873
2018-11-25,66016719256.04127
2018-11-26,66594232337.37908
2018-11-27,74155251441.23479
2018-11-28,74537795930.87953
2018-11-29,69724148293.41467
2018-11-30,73086848309.02121
2018-12-01,72047163512.80434
2018-12-02,67350337699.5335
2018-12-03,68620104039.06975
2018-12-04,64961079330.84708
2018-12-05,60701219700.07606
2018-12-06,59544381474.96063
2018-12-07,60299262384.17331
2018-12-08,62522441963.60933
2018-12-09,60295665041.907295
2018-12-10,59129698952.67973
2018-12-11,60698337218.81578
2018-12-12,57551203426.25573
2018-12-13,56375450978.89078
2018-12-14,56356451031.63098
2018-12-15,56718487288.05776
2018-12-16,61956988520.82064
2018-12-17,64820916632.93406
2018-12-18,65301944984.72741
2018-12-19,72270919759.06721
2018-12-20,68108878334.05296
2018-12-21,70756343161.9086
2018-12-22,70093359614.65038
2018-12-23,71312032126.43613
2018-12-24,67157939333.34832
2018-12-25,67448684777.10777
2018-12-26,63621581107.394554
2018-12-27,68992386899.48909
2018-12-28,66527277378.749016
2018-12-29,68213366873.609985
2018-12-30,65476122768.475235
2018-12-31,67838927171.88598
2019-01-01,69384482009.29942
2019-01-02,67113771424.38524
2019-01-03,67690326317.36251
2019-01-04,67446450004.11948
2019-01-05,71889754310.7699
2019-01-06,70654901353.25961
2019-01-07,70495332683.1528
2019-01-08,70625054229.14679
2019-01-09,64043801081.48321
2019-01-10,63948156295.69462
2019-01-11,63961395258.62974
2019-01-12,62027849318.80703
2019-01-13,64622688173.194725
2019-01-14,63073759501.16583
2019-01-15,63550623760.3277
2019-01-16,64178935011.511375
2019-01-17,63488892159.55225
2019-01-18,65150731977.11349
2019-01-19,62355514873.45295
2019-01-20,62148269329.39848
2019-01-21,63104552050.60471
2019-01-22,62568001556.44342
2019-01-23,63062763463.60629
2019-01-24,62751011122.718445
2019-01-25,63005286994.19331
2019-01-26,62453842263.56861
2019-01-27,60518999692.68744
2019-01-28,59968382466.96943
2019-01-29,60897988813.60105
2019-01-30,60332392039.206245
2019-01-31,60819506666.437035
2019-02-01,61701428139.438835
2019-02-02,60563274419.253105
2019-02-03,60227082021.02783
2019-02-04,60515781470.59146
2019-02-05,59620609662.63131
2019-02-06,59225156501.359566
2019-02-07,64301975943.44754
2019-02-08,64163209873.01165
2019-02-09,64805920951.19802
2019-02-10,63395715417.088524
2019-02-11,63561582860.76134
2019-02-12,63349098997.93473
2019-02-13,63056526116.46889
2019-02-14,63172808839.43628
2019-02-15,63611402036.95376
2019-02-16,64617866220.24361
2019-02-17,68829950580.60233
2019-02-18,68997717056.27821
2019-02-19,69957980163.92284
2019-02-20,69284977326.797
2019-02-21,70135095828.15044
2019-02-22,73036864600.38406
2019-02-23,66408554538.99
2019-02-24,67626231233.3551
2019-02-25,67131681290.061066
2019-02-26,67428836878.93992
2019-02-27,67298694194.59116
2019-02-28,67378479825.18734
2019-03-01,67665797234.44693
2019-03-02,67065963720.277916
2019-03-03,65661164773.87322
2019-03-04,68232403224.16302
2019-03-05,68210104185.87293
2019-03-06,68360800538.547585
2019-03-07,68118042196.2895
2019-03-08,69505494372.84123
2019-03-09,69239865309.86266
2019-03-10,68231247095.87838
2019-03-11,68444550684.506
2019-03-12,68269960044.10474
2019-03-13,68380847837.89532
2019-03-14,69181539310.96204
2019-03-15,70994329752.89923
2019-03-16,70378201952.9498
2019-03-17,70269609018.39021
2019-03-18,70937972494.76254
2019-03-19,71511304934.07265
2019-03-20,70396636508.66023
2019-03-21,70461911105.38278
2019-03-22,70651016832.55215
2019-03-23,70376796288.79306
2019-03-24,69145560774.18369
2019-03-25,69490223395.26973
2019-03-26,71311236181.98521
2019-03-27,71189393915.97226
2019-03-28,72494015758.03697
2019-03-29,72593639861.60751
2019-03-30,72469960464.46042
2019-03-31,73156366590.55049
2019-04-01,86430540541.85359
2019-04-02,87632687469.67204
2019-04-03,86581695620.25613
2019-04-04,88989554119.69432
2019-04-05,89178678018.18448
2019-04-06,91711636803.01666
2019-04-07,93300445692.61539
2019-04-08,91619770515.03975
2019-04-09,93679316671.21797
2019-04-10,88956075407.50185
2019-04-11,89710519517.72298
2019-04-12,89552778693.68707
2019-04-13,91214424946.81104
2019-04-14,88748220698.44919
2019-04-15,91913807608.90639
2019-04-16,92393381794.21555
2019-04-17,93332536139.00874
2019-04-18,93448415830.84264
2019-04-19,93985501188.82732
2019-04-20,93607507180.30846
2019-04-21,95248047243.32668
2019-04-22,97704725082.70422
2019-04-23,96276815382.28648
2019-04-24,91236659704.06468
2019-04-25,92921271267.10045
2019-04-26,92764699927.8427
2019-04-27,93772225893.06181
2019-04-28,93085040380.27173
2019-04-29,95216601927.97917
2019-04-30,95692337291.21645
2019-05-01,97822818905.077
2019-05-02,102281694891.52032
2019-05-03,103742915057.67105
2019-05-04,102907802908.1936
2019-05-05,102167283789.43501
2019-05-06,103487050139.5999
2019-05-07,106415191259.51324
2019-05-08,109301850033.14998
2019-05-09,112650950325.85634
2019-05-10,126959992356.07518
2019-05-11,123374885085.7148
2019-05-12,137958803351.91028
2019-05-13,141028613724.2218
2019-05-14,144676243738.5546
2019-05-15,139206957767.74838
2019-05-16,130446245208.90482
2019-05-17,128441427017.74753
2019-05-18,144960087822.79755
2019-05-19,141494654487.686
2019-05-20,140605664218.31046
2019-05-21,134929676233.52913
2019-05-22,139422614301.25452
2019-05-23,141527388977.86658
2019-05-24,142607209004.66913
2019-05-25,154506340643.5817
2019-05-26,155493808629.09753
2019-05-27,154437355637.69977
2019-05-28,153473357008.3113
2019-05-29,146603894649.30334
2019-05-30,151389812849.0354
2019-05-31,151527549905.66953
2019-06-01,154771576542.29034
2019-06-02,143598155935.6306
2019-06-03,136071222543.55621
2019-06-04,138046096444.38718
2019-06-05,138440644280.6293
2019-06-06,141809089149.8601
2019-06-07,140585309610.23642
2019-06-08,135366131426.28447
2019-06-09,142174970042.72766
2019-06-10,140351143407.76312
2019-06-11,144993171514.28604
2019-06-12,146058555891.67728
2019-06-13,154224728167.12762
2019-06-14,157136168343.35727
2019-06-15,159297188845.44528
2019-06-16,165700806795.96185
2019-06-17,161185313801.56015
2019-06-18,164796384167.40414
2019-06-19,169345172037.70914
2019-06-20,181471017835.17868
2019-06-21,189892221268.18198
2019-06-22,192900008711.43695
2019-06-23,196091521815.52737
2019-06-24,208599610596.86234
2019-06-25,229304179515.32797
2019-06-26,198421859461.88272
2019-06-27,219446180762.82584
2019-06-28,211124274578.4696
2019-06-29,191494108330.80936
2019-06-30,188308795131.05566
2019-07-01,192779383170.00208
2019-07-02,212882962878.18555
2019-07-03,198197645795.36496
2019-07-04,195625164584.28903
2019-07-05,200111029631.37515
2019-07-06,204100088678.3465
2019-07-07,218661555110.5335
2019-07-08,223531569722.36575
2019-07-09,215213292717.99152
2019-07-10,201892138700.01157
2019-07-11,209845680005.1063
2019-07-12,202035196028.42398
2019-07-13,181441542467.1578
2019-07-14,193034337347.8336
2019-07-15,167722776729.03293
2019-07-16,172582833651.9191
2019-07-17,189439841702.02954
2019-07-18,187546529603.34995
2019-07-19,191478217813.65143
2019-07-20,188559572948.8906
2019-07-21,183951059135.94708
2019-07-22,175444755866.86258
2019-07-23,174084275568.78513
2019-07-24,176161531994.66486
2019-07-25,175436205421.51083
2019-07-26,168932083838.1049
2019-07-27,169874443761.5765
2019-07-28,169365478836.25632
2019-07-29,171011254798.7351
2019-07-30,179860259053.04507
2019-07-31,185544889553.51233
2019-08-01,187767793138.12326
2019-08-02,193007466932.21783
2019-08-03,195833570041.92075
2019-08-04,210771809415.85663
2019-08-05,204624440944.65778
2019-08-06,213774512590.4315
2019-08-07,214199507236.4783
2019-08-08,211804889323.0449
2019-08-09,201494934035.80142
2019-08-10,206110080382.32895
2019-08-11,203389598391.80136
2019-08-12,194122357192.92563
2019-08-13,179223234728.4554
2019-08-14,184095408963.74496
2019-08-15,185022116302.5013
2019-08-16,182587178346.79785
2019-08-17,184419418202.6731
2019-08-18,195226024881.05536
2019-08-19,192569652622.69012
2019-08-20,181158193247.16345
2019-08-21,180739202864.51645
2019-08-22,186067142341.4946
2019-08-23,181526726699.8468
2019-08-24,181305459375.50412
2019-08-25,185360673718.61508
2019-08-26,181975960153.73587
2019-08-27,173835770697.93213
2019-08-28,169925670440.2731
2019-08-29,171566604391.1912
2019-08-30,172075241938.54395
2019-08-31,174958575715.93954
2019-09-01,185821092195.4175
2019-09-02,190203893602.08127
2019-09-03,189461348615.58377
2019-09-04,189342839373.02988
2019-09-05,184554446575.62933
2019-09-06,187813332725.97583
2019-09-07,186356240022.95764
2019-09-08,184682119796.02216
2019-09-09,180963716314.8485
2019-09-10,182083364500.32788
2019-09-11,186882183250.4348
2019-09-12,185799183894.1295
2019-09-13,185767583027.59854
2019-09-14,184800514518.36777
2019-09-15,184125180798.80652
2019-09-16,182796539526.58627
2019-09-17,182200839579.4369
2019-09-18,184345086567.69305
2019-09-19,182484820491.8759
2019-09-20,179176601810.28046
2019-09-21,180007424576.7107
2019-09-22,173914182910.71857
2019-09-23,153113469500.7573
2019-09-24,151519717265.75958
2019-09-25,144805795299.27753
2019-09-26,147109767314.6371
2019-09-27,147631049173.57083
2019-09-28,144799123772.50772
2019-09-29,149215995595.7177
2019-09-30,149462556457.79245
2019-10-01,150649144745.68994
2019-10-02,148084623376.1939
2019-10-03,146560132542.35135
2019-10-04,146481383330.54688
2019-10-05,141319039256.18695
2019-10-06,147566215425.79224
2019-10-07,147116107406.28625
2019-10-08,154369061307.38123
2019-10-09,154304960171.70844
2019-10-10,148620806010.03848
2019-10-11,149498718941.1731
2019-10-12,149048242317.73633
2019-10-13,150369016152.85858
2019-10-14,146846017465.01297
2019-10-15,143887086840.58636
2019-10-16,145340390438.51355
2019-10-17,143277555052.84836
2019-10-18,143461724001.702
2019-10-19,148303963341.3936
2019-10-20,147913542701.33356
2019-10-21,144566136549.2443
2019-10-22,134601752500.52444
2019-10-23,133939162339.97191
2019-10-24,156019426248.31766
2019-10-25,166643313750.31027
2019-10-26,171998317615.60385
2019-10-27,165996537872.03198
2019-10-28,169790712983.2466
2019-10-29,165034633489.52957
2019-10-30,164955155189.08423
2019-10-31,166743095112.48355
2019-11-01,167767671935.49274
2019-11-02,165929662603.63135
2019-11-03,169697486423.58914
2019-11-04,167970775181.37665
2019-11-05,168349943722.86328
2019-11-06,165821285090.05634
2019-11-07,158038527143.73212
2019-11-08,158914184013.60004
2019-11-09,163032196352.65747
2019-11-10,157304007292.29138
2019-11-11,158970217582.90125
2019-11-12,158094044138.4122
2019-11-13,155827113131.24356
2019-11-14,152739698915.3717
2019-11-15,153353455764.23642
2019-11-16,153631094092.38046
2019-11-17,147687280420.3543
2019-11-18,146787232046.80844
2019-11-19,146097486483.04767
2019-11-20,137705198524.8662
2019-11-21,131618791516.3731
2019-11-22,132427811811.03242
2019-11-23,125100045375.45264
2019-11-24,128825352785.6212
2019-11-25,129457256535.92294
2019-11-26,136001553475.17575
2019-11-27,134383135608.69371
2019-11-28,140301240698.50113
2019-11-29,136724585214.3218
2019-11-30,134068224520.33873
2019-12-01,132270149449.96301
2019-12-02,132132034954.3859
2019-12-03,130310333369.97038
2019-12-04,133828662495.19781
2019-12-05,136556686627.55092
2019-12-06,135839966396.43144
2019-12-07,136340412084.27841
2019-12-08,132899598802.83269
2019-12-09,130717404248.65697
2019-12-10,130445606541.88748
2019-12-11,130208266003.60709
2019-12-12,131379824286.042
2019-12-13,128103451030.59323
2019-12-14,128996329457.24773
2019-12-15,124825279594.67946
2019-12-16,120060827282.32137
2019-12-17,132041904437.90121
2019-12-18,129572437165.32426
2019-12-19,130359565610.02466
2019-12-20,129583239552.24522
2019-12-21,136120639470.13992
2019-12-22,132545580223.00177
2019-12-23,131494737395.15561
2019-12-24,130516228005.79242
2019-12-25,130487374590.79257
2019-12-26,131414257779.32703
2019-12-27,132526626610.9691
2019-12-28,133933487891.57942
2019-12-29,131016177776.41759
2019-12-30,130075732330.97816
2019-12-31,130343462002.35617
2020-01-01,126163803414.3102
2020-01-02,133114623891.6038
2020-01-03,133358017248.86124
2020-01-04,133435053852.0783
2020-01-05,140726747255.82507
2020-01-06,147895823473.87888
2020-01-07,145837194116.94992
2020-01-08,141716693901.93417
2020-01-09,148641115633.62308
2020-01-10,145479586996.10297
2020-01-11,148439865307.07013
2020-01-12,147047976230.41962
2020-01-13,159728429776.39392
2020-01-14,159842527705.01404
2020-01-15,158162567315.97675
2020-01-16,161365835059.86182
2020-01-17,161664142038.40048
2020-01-18,157899653834.7764
2020-01-19,156726042065.7034
2020-01-20,158429965302.22736
2020-01-21,157291687227.31348
2020-01-22,152322658822.97916
2020-01-23,153123125352.0846
2020-01-24,151459072049.637
2020-01-25,156246167674.42056
2020-01-26,161688924980.03305
2020-01-27,170718779690.08862
2020-01-28,168809591820.86188
2020-01-29,172717319239.7904
2020-01-30,169760400535.1373
2020-01-31,170617420716.94174
2020-02-01,169693179426.5061
2020-02-02,168885598149.1348
2020-02-03,166740593837.21448
2020-02-04,174804182080.13394
2020-02-05,177390294895.38953
2020-02-06,178331062550.74796
2020-02-07,179976242951.65762
2020-02-08,184842603862.45047
2020-02-09,179199524394.64578
2020-02-10,186724258072.8486
2020-02-11,188250206893.48022
2020-02-12,186159054028.98508
2020-02-13,188538035544.20468
2020-02-14,180283044298.0811
2020-02-15,180585994144.87415
2020-02-16,176611318867.03598
2020-02-17,185433503617.34143
2020-02-18,174734826038.03806
2020-02-19,175012121728.58517
2020-02-20,176573343394.10855
2020-02-21,176154851432.883
2020-02-22,181687536520.24844
2020-02-23,176020275363.77975
2020-02-24,169698415814.829
2020-02-25,160160863710.25266
2020-02-26,160693491889.93137
2020-02-27,158810755942.99286
2020-02-28,155627176194.20096
2020-02-29,155621233821.75574
2020-03-01,162660361876.9732
2020-03-02,159852242470.59875
2020-03-03,159908325051.3692
2020-03-04,165512823004.72278
2020-03-05,167141491655.74054
2020-03-06,162482569307.16125
2020-03-07,146963563434.0846
2020-03-08,145000952441.1403
2020-03-09,144138669298.89014
2020-03-10,145061353099.8218
2020-03-11,88721842006.44128
2020-03-12,102771287027.05092
2020-03-13,94591672245.28835
2020-03-14,97777299631.00314
2020-03-15,92059946858.92586
2020-03-16,97368744676.65767
2020-03-17,98842718786.69637
2020-03-18,112884671916.7358
2020-03-19,113360400090.78311
2020-03-20,113182100966.33817
2020-03-21,106288368283.8631
2020-03-22,118585965229.36487
2020-03-23,123605571832.10718
2020-03-24,122241450315.67314
2020-03-25,123477966241.69106
2020-03-26,116455968774.8578
2020-03-27,114257366601.17273
2020-03-28,107489883886.56747
2020-03-29,117121304174.73228
2020-03-30,117464774611.96228
2020-03-31,121849593291.49629
2020-04-01,124428043630.31296
2020-04-02,123282176763.28809
2020-04-03,125775040307.95883
2020-04-04,123975925362.16467
2020-04-05,134320739491.6961
2020-04-06,131735120023.76724
2020-04-07,134803353482.94775
2020-04-08,133449331689.88705
2020-04-09,125791343527.11765
2020-04-10,126054159716.06316
2020-04-11,126515063469.74127
2020-04-12,125554490249.70589
2020-04-13,125933070580.59477
2020-04-14,121312247279.18227
2020-04-15,130244506928.42778
2020-04-16,128825168822.84174
2020-04-17,133022752597.8221
2020-04-18,130604041600.70847
2020-04-19,125280141572.7493
2020-04-20,125555981676.83807
2020-04-21,130753019233.21033
2020-04-22,137242551270.8948
2020-04-23,137618890715.68524
2020-04-24,138260309142.0393
2020-04-25,141170564711.49655
2020-04-26,142711949077.327
2020-04-27,142210462824.5655
2020-04-28,161114909471.31378
2020-04-29,158182180546.64102
2020-04-30,161887797282.2248
2020-05-01,164745293474.78665
2020-05-02,163380709793.78003
2020-05-03,162859318138.95642
2020-05-04,165616815983.21295
2020-05-05,167948024971.59595
2020-05-06,183414525571.6605
2020-05-07,179892922037.41107
2020-05-08,175078229590.67798
2020-05-09,160190853679.04767
2020-05-10,157281420493.93018
2020-05-11,161935211795.1301
2020-05-12,171046445253.29404
2020-05-13,179796692527.33557
2020-05-14,170925661808.69363
2020-05-15,172326517574.54468
2020-05-16,177560747882.6581
2020-05-17,178532685363.88184
2020-05-18,179630382659.9292
2020-05-19,174632191236.5064
2020-05-20,166398723353.90988
2020-05-21,168371399379.75012
2020-05-22,168623513455.53958
2020-05-23,160073512370.19922
2020-05-24,163496969727.15704
2020-05-25,162449906718.10123
2020-05-26,169151487085.5837
2020-05-27,175980092594.32016
2020-05-28,173105127385.46216
2020-05-29,178244303114.6538
2020-05-30,173564254552.16946
2020-05-31,187611046905.093
2020-06-01,175009613800.07016
2020-06-02,177655478457.21893
2020-06-03,179885949251.4527
2020-06-04,176716776153.0325
2020-06-05,177713894158.60693
2020-06-06,179174736730.36636
2020-06-07,179783257821.7366
2020-06-08,179709702848.53955
2020-06-09,181876141893.6525
2020-06-10,170379944892.36136
2020-06-11,173991026811.8287
2020-06-12,174210959505.47824
2020-06-13,171585333685.0918
2020-06-14,173464257155.64798
2020-06-15,175220113072.79837
2020-06-16,173982278111.36646
2020-06-17,172483032835.34918
2020-06-18,171126298480.01648
2020-06-19,172122795383.78033
2020-06-20,170879633261.0427
2020-06-21,178225836557.46542
2020-06-22,177049385745.0845
2020-06-23,170914443911.82208
2020-06-24,170069923630.65414
2020-06-25,168510648420.04727
2020-06-26,165738910764.06235
2020-06-27,167782725816.56445
2020-06-28,169062758067.07028
2020-06-29,168153130870.97214
2020-06-30,169994578637.5963
2020-07-01,167348622350.87234
2020-07-02,166837840998.90652
2020-07-03,168226829733.00388
2020-07-04,167091619742.95535
2020-07-05,172060750879.48096
2020-07-06,170388344256.28967
2020-07-07,173727765771.9529
2020-07-08,170086862279.9779
2020-07-09,171022648577.3917
2020-07-10,170068914570.7857
2020-07-11,171342756132.1662
2020-07-12,170096212748.78574
2020-07-13,170439151586.2477
2020-07-14,169266136947.99054
2020-07-15,168219448009.3824
2020-07-16,168635415028.4153
2020-07-17,169048116779.64236
2020-07-18,169763309005.5177
2020-07-19,168798057436.1417
2020-07-20,173057254180.77234
2020-07-21,175750631896.6558
2020-07-22,177115534409.01096
2020-07-23,175947592571.76697
2020-07-24,178910270367.8
2020-07-25,183208926628.19427
2020-07-26,203530842830.45447
2020-07-27,201493661140.5676
2020-07-28,204757408638.79953
2020-07-29,204830831155.403
2020-07-30,209215737281.9478
2020-07-31,217664613931.0574
2020-08-01,203943806866.48584
2020-08-02,207036308890.56314
2020-08-03,206327814044.76434
2020-08-04,216631451596.04547
2020-08-05,216981832483.49777
2020-08-06,213875207701.81055
2020-08-07,217040688275.29694
2020-08-08,215447350041.92978
2020-08-09,219363068240.54422
2020-08-10,209992246206.50955
2020-08-11,213365115911.11072
2020-08-12,217496972248.74258
2020-08-13,217165038241.96207
2020-08-14,218772190872.7178
2020-08-15,219889948514.20743
2020-08-16,226895942397.96695
2020-08-17,220524912193.18167
2020-08-18,216968818637.68674
2020-08-19,218915848409.52863
2020-08-20,212712301720.10992
2020-08-21,215361991638.68085
2020-08-22,215010235491.90536
2020-08-23,216956731495.6002
2020-08-24,209054530354.5562
2020-08-25,211599852897.52664
2020-08-26,209106912313.78848
2020-08-27,212863868524.74432
2020-08-28,211806365484.92026
2020-08-29,216264419176.53333
2020-08-30,215173300361.65408
2020-08-31,220198106975.56787
2020-09-01,210416219105.38333
2020-09-02,187582231011.07483
2020-09-03,193397295050.4223
2020-09-04,187776393518.79266
2020-09-05,189410634580.56815
2020-09-06,191613794141.67496
2020-09-07,187033677115.33258
2020-09-08,188851455447.2803
2020-09-09,191018830841.09863
2020-09-10,191942625320.4954
2020-09-11,192903221278.4173
2020-09-12,190848122192.30588
2020-09-13,197221047848.8156
2020-09-14,199217578302.07764
2020-09-15,202361994547.2568
2020-09-16,202137209948.0082
2020-09-17,202055953498.15176
2020-09-18,204720519685.28497
2020-09-19,201769755029.19858
2020-09-20,192480616906.31375
2020-09-21,194581280845.7621
2020-09-22,189148006435.4532
2020-09-23,198431082157.29727
2020-09-24,197546314806.3722
2020-09-25,198287665752.85593
2020-09-26,199262490128.8844
2020-09-27,197698115759.643
2020-09-28,200376819995.15796
2020-09-29,199252199453.91486
2020-09-30,196350923774.98492
2020-10-01,195514828914.11734
2020-10-02,195033752069.93073
2020-10-03,197328371214.71844
2020-10-04,199590161649.6085
2020-10-05,196069809360.14862
2020-10-06,197319396148.4786
2020-10-07,202106074597.99988
2020-10-08,204507322110.55392
2020-10-09,209050349163.87823
2020-10-10,210375934855.65048
2020-10-11,213449690609.17734
2020-10-12,211383015154.0275
2020-10-13,211349122554.50558
2020-10-14,212887181273.29745
2020-10-15,209528036206.4929
2020-10-16,210311971415.26865
2020-10-17,213037458495.05777
2020-10-18,217599962956.24722
2020-10-19,220571593302.2778
2020-10-20,237053479779.13495
2020-10-21,240354998018.26715
2020-10-22,239506655087.36807
2020-10-23,242980879160.8609
2020-10-24,241422734484.00778
