,cumsum_supply_usd
2015-09-18,3376387586.06746
2015-09-19,3374640595.6113677
2015-09-20,3315593549.002109
2015-09-21,3376266323.6650043
2015-09-22,3362800522.126627
2015-09-23,3429337830.936826
2015-09-24,3444130246.512647
2015-09-25,3427388151.9883833
2015-09-26,3407093613.495363
2015-09-27,3511310303.5066867
2015-09-28,3470442394.6224923
2015-09-29,3464405636.308921
2015-09-30,3482774995.5133185
2015-10-01,3487684662.9938927
2015-10-02,3508943458.22009
2015-10-03,3504528227.768021
2015-10-04,3539039504.561674
2015-10-05,3622357752.971491
2015-10-06,3575318890.1498556
2015-10-07,3567076589.341653
2015-10-08,3591264201.734423
2015-10-09,3610849195.803419
2015-10-10,3646599353.1321363
2015-10-11,3616252012.800532
2015-10-12,3681268548.1283727
2015-10-13,3717856417.292905
2015-10-14,3747035064.537341
2015-10-15,3872987897.105847
2015-10-16,4002309994.726932
2015-10-17,3881459648.3293376
2015-10-18,3892213438.1593695
2015-10-19,3987421836.4931135
2015-10-20,3947525525.099061
2015-10-21,4059687375.8063593
2015-10-22,4109359252.8132544
2015-10-23,4178914128.038827
2015-10-24,4194989626.486848
2015-10-25,4233350963.268354
2015-10-26,4358675611.989928
2015-10-27,4498400817.1899805
2015-10-28,4649461162.329099
2015-10-29,4849292961.126477
2015-10-30,4635261179.481226
2015-10-31,4856690462.413572
2015-11-01,5377273607.826041
2015-11-02,5979978781.55733
2015-11-03,6046752989.979088
2015-11-04,5718865353.705004
2015-11-05,5547936706.948232
2015-11-06,5687314718.725735
2015-11-07,5526607000.220402
2015-11-08,5621116185.717468
2015-11-09,5015707981.1555395
2015-11-10,4636370334.394933
2015-11-11,4990683800.840693
2015-11-12,5006428224.963137
2015-11-13,4941065226.569125
2015-11-14,4747500761.05205
2015-11-15,4918557760.024749
2015-11-16,4987205232.925576
2015-11-17,4981130416.385985
2015-11-18,4841741147.36861
2015-11-19,4782558266.121619
2015-11-20,4859820791.516259
2015-11-21,4817033310.889018
2015-11-22,4805112187.969064
2015-11-23,4757815466.979339
2015-11-24,4896451408.619193
2015-11-25,5258071617.517642
2015-11-26,5330299174.474929
2015-11-27,5325909907.613158
2015-11-28,5552679059.604245
2015-11-29,5608769562.271276
2015-11-30,5399966659.152162
2015-12-01,5349615008.04917
2015-12-02,5376985157.1295595
2015-12-03,5415721944.188041
2015-12-04,5799803808.45364
2015-12-05,5811718607.071812
2015-12-06,5906959380.457833
2015-12-07,6273597290.142768
2015-12-08,6240208993.284196
2015-12-09,6196820631.568947
2015-12-10,6801087630.738429
2015-12-11,6510036638.567147
2015-12-12,6472887652.787574
2015-12-13,6630456765.01053
2015-12-14,6954579164.320206
2015-12-15,6799766582.882981
2015-12-16,6813501153.342117
2015-12-17,6927754399.157644
2015-12-18,6913425329.764573
2015-12-19,6623190675.769557
2015-12-20,6551186883.341533
2015-12-21,6518080260.517463
2015-12-22,6628549068.105911
2015-12-23,6827748781.186754
2015-12-24,6825871472.876452
2015-12-25,6250255904.162732
2015-12-26,6335881280.05065
2015-12-27,6311371986.7961855
2015-12-28,6483411114.763741
2015-12-29,6373647234.046267
2015-12-30,6449160282.754877
2015-12-31,6519926741.6689825
2016-01-01,6511444455.771409
2016-01-02,6449097089.108405
2016-01-03,6512122491.345743
2016-01-04,6497652427.452992
2016-01-05,6458361397.4607525
2016-01-06,6894026697.719746
2016-01-07,6825485634.350136
2016-01-08,6761408983.504634
2016-01-09,6762248991.498105
2016-01-10,6756813581.48195
2016-01-11,6519939822.014488
2016-01-12,6501911796.262808
2016-01-13,6470785513.001443
2016-01-14,5411413358.25785
2016-01-15,5849790151.439073
2016-01-16,5741480416.920571
2016-01-17,5823951366.132845
2016-01-18,5694750804.81422
2016-01-19,6317679412.376673
2016-01-20,6193386355.970693
2016-01-21,5758538669.965105
2016-01-22,5829467623.41057
2016-01-23,6081891216.675662
2016-01-24,5907189750.702
2016-01-25,5916558268.543749
2016-01-26,5968850194.044837
2016-01-27,5730121678.530172
2016-01-28,5714007418.381121
2016-01-29,5701301294.111229
2016-01-30,5547391219.757222
2016-01-31,5622875269.003739
2016-02-01,5646644344.006451
2016-02-02,5585170876.22586
2016-02-03,5895472663.506451
2016-02-04,5844389080.1968775
2016-02-05,5671271398.61014
2016-02-06,5664857959.624541
2016-02-07,5623261575.5306
2016-02-08,5665949985.910689
2016-02-09,5772399749.474303
2016-02-10,5738783123.407936
2016-02-11,5812165745.554674
2016-02-12,5954209542.978276
2016-02-13,6188106102.240806
2016-02-14,6073055300.436424
2016-02-15,6191686894.686787
2016-02-16,6311057682.647964
2016-02-17,6408017591.988961
2016-02-18,6388623943.232006
2016-02-19,6661821823.86493
2016-02-20,6694886373.930067
2016-02-21,6687209277.16698
2016-02-22,6405115410.771985
2016-02-23,6477847701.186518
2016-02-24,6461842909.386197
2016-02-25,6610525426.785053
2016-02-26,6603517797.452277
2016-02-27,6614846160.071863
2016-02-28,6671468720.65286
2016-02-29,6617816896.098289
2016-03-01,6436204617.044015
2016-03-02,6407835440.285
2016-03-03,6231254910.035512
2016-03-04,6069792780.825836
2016-03-05,6169540179.629038
2016-03-06,6304032154.798711
2016-03-07,6284069482.491461
2016-03-08,6309370345.288392
2016-03-09,6361507937.111603
2016-03-10,6419302654.604975
2016-03-11,6273665677.534329
2016-03-12,6305945387.75573
2016-03-13,6354640104.277934
2016-03-14,6358603659.114182
2016-03-15,6376906459.858269
2016-03-16,6408421189.684873
2016-03-17,6252515712.288523
2016-03-18,6267384013.097978
2016-03-19,6300966715.041862
2016-03-20,6311565487.26683
2016-03-21,6394580343.742112
2016-03-22,6404881314.7941065
2016-03-23,6356743868.400369
2016-03-24,6381816498.959294
2016-03-25,6394370437.568
2016-03-26,6546989762.491682
2016-03-27,6500697249.870559
2016-03-28,6388333416.461477
2016-03-29,6345710661.611003
2016-03-30,6385814845.647854
2016-03-31,6412885512.453387
2016-04-01,6453848256.825891
2016-04-02,6459130960.806953
2016-04-03,6452817007.882347
2016-04-04,6506329265.573742
2016-04-05,6488759097.049637
2016-04-06,6489595158.514846
2016-04-07,6443272626.661256
2016-04-08,6445405828.605704
2016-04-09,6493989445.0831375
2016-04-10,6524094282.569877
2016-04-11,6573227266.6188345
2016-04-12,6547106419.061211
2016-04-13,6563176931.444528
2016-04-14,6644818677.930958
2016-04-15,6665379754.883915
2016-04-16,6616902998.606144
2016-04-17,6633547925.077145
2016-04-18,6746497301.605614
2016-04-19,6842555096.056242
2016-04-20,6978858456.286492
2016-04-21,6917378869.935859
2016-04-22,7011314754.9072895
2016-04-23,7148464096.880044
2016-04-24,7152582533.4177885
2016-04-25,7242466072.994071
2016-04-26,6880533480.847253
2016-04-27,6965047971.737257
2016-04-28,7059331421.760101
2016-04-29,6943475728.40785
2016-04-30,7016990555.871256
2016-05-01,6876603759.188384
2016-05-02,6981103404.6744175
2016-05-03,6932154929.120522
2016-05-04,6953178025.530247
2016-05-05,7142001383.571313
2016-05-06,7133195136.978189
2016-05-07,7136889848.672778
2016-05-08,7164924908.807627
2016-05-09,6999568853.98107
2016-05-10,7029502577.583031
2016-05-11,7066190565.72169
2016-05-12,7086208148.44173
2016-05-13,7094593873.67973
2016-05-14,7126090839.525297
2016-05-15,7053204176.428308
2016-05-16,7046152972.739181
2016-05-17,7056647792.376932
2016-05-18,6769501127.102157
2016-05-19,6885650407.012984
2016-05-20,6888395406.650502
2016-05-21,6829988698.247992
2016-05-22,6910762736.31407
2016-05-23,6934396559.535346
2016-05-24,6999597466.592815
2016-05-25,7066699803.782589
2016-05-26,7349352632.050824
2016-05-27,8174833398.190816
2016-05-28,8247375920.799035
2016-05-29,8292122364.321743
2016-05-30,8276128471.182063
2016-05-31,8363955164.402838
2016-06-01,8399127172.017952
2016-06-02,8902577246.724836
2016-06-03,8946278830.611664
2016-06-04,8958477892.515766
2016-06-05,9137905451.01935
2016-06-06,9016572945.82665
2016-06-07,9105162267.682436
2016-06-08,8993613333.937246
2016-06-09,9059714897.501627
2016-06-10,9583648396.040403
2016-06-11,10515213253.030416
2016-06-12,11033566875.193966
2016-06-13,10706776958.401974
2016-06-14,10902386714.872244
2016-06-15,12034906906.029453
2016-06-16,11707782459.292118
2016-06-17,11858244878.397982
2016-06-18,12008599851.384981
2016-06-19,11526723079.575418
2016-06-20,10468225610.874756
2016-06-21,9482365330.839962
2016-06-22,9816273767.083868
2016-06-23,10435494427.870554
2016-06-24,10432731938.28067
2016-06-25,9861871227.96212
2016-06-26,10371218618.229048
2016-06-27,10148373621.461182
2016-06-28,10026171833.459627
2016-06-29,10574469978.771353
2016-06-30,10601969189.900412
2016-07-01,11077861852.463917
2016-07-02,10362757439.73232
2016-07-03,10705140725.79514
2016-07-04,10504442881.591663
2016-07-05,10643876080.819553
2016-07-06,10069105787.223864
2016-07-07,10460683719.47643
2016-07-08,10218353566.117332
2016-07-09,10231038000.81798
2016-07-10,10209796084.93942
2016-07-11,10492373466.412472
2016-07-12,10305003609.926182
2016-07-13,10390181605.649473
2016-07-14,10482945809.43823
2016-07-15,10472671091.232872
2016-07-16,10743187679.335316
2016-07-17,10618148735.46693
2016-07-18,10624373307.569468
2016-07-19,10494625647.535183
2016-07-20,10481231692.97187
2016-07-21,10233445221.906998
2016-07-22,10322359317.8939
2016-07-23,10425765864.128222
2016-07-24,10321224583.731098
2016-07-25,10244860478.565111
2016-07-26,10337129783.960749
2016-07-27,10341485678.89965
2016-07-28,10369178668.084467
2016-07-29,10331997514.18352
2016-07-30,9833797730.883507
2016-07-31,9582281232.055458
2016-08-01,8985330668.93149
2016-08-02,8977657113.873333
2016-08-03,9183737790.41726
2016-08-04,9120562930.581596
2016-08-05,9315333557.045818
2016-08-06,9373321426.755152
2016-08-07,9337695340.033766
2016-08-08,9235212804.503847
2016-08-09,9339657198.373314
2016-08-10,9314974215.6204
2016-08-11,9259053642.346333
2016-08-12,9232880972.05271
2016-08-13,9014317698.678703
2016-08-14,8938616073.785803
2016-08-15,9100002186.133785
2016-08-16,9045632987.417866
2016-08-17,9049192900.20567
2016-08-18,9061478695.452179
2016-08-19,9182204654.377602
2016-08-20,9176970965.891521
2016-08-21,9253848233.27818
2016-08-22,9205346233.959208
2016-08-23,9158150583.859276
2016-08-24,9112506462.028427
2016-08-25,9155885149.95345
2016-08-26,9006306625.488592
2016-08-27,9089202766.813356
2016-08-28,9070692574.880453
2016-08-29,9124865206.285044
2016-08-30,9070855470.327848
2016-08-31,9061085028.768114
2016-09-01,9131312780.475252
2016-09-02,9555166050.704554
2016-09-03,9666884174.259872
2016-09-04,9619680622.830309
2016-09-05,9690016315.156313
2016-09-06,9771567239.782385
2016-09-07,9967001383.80068
2016-09-08,9879035470.742523
2016-09-09,9909892396.954033
2016-09-10,9660323969.977242
2016-09-11,9654052038.070177
2016-09-12,9688687931.427681
2016-09-13,9688206447.722551
2016-09-14,9645150334.813015
2016-09-15,9644676821.279032
2016-09-16,9631718901.03763
2016-09-17,9700597553.077072
2016-09-18,9662970289.67162
2016-09-19,9564428208.69699
2016-09-20,9472353692.797962
2016-09-21,9463689050.992624
2016-09-22,9561013708.181574
2016-09-23,9561489750.289623
2016-09-24,9538684669.783854
2016-09-25,9645488168.294216
2016-09-26,9612658243.263393
2016-09-27,9600214869.18317
2016-09-28,9616654260.040924
2016-09-29,9678193672.101774
2016-09-30,9762496794.250462
2016-10-01,9692895562.897257
2016-10-02,9731914812.631073
2016-10-03,9691992759.958954
2016-10-04,9734811599.817501
2016-10-05,9729011346.03113
2016-10-06,9822794013.879564
2016-10-07,9846934182.659662
2016-10-08,9799536374.279827
2016-10-09,9830801154.89647
2016-10-10,10196863211.410666
2016-10-11,10120252337.48537
2016-10-12,10118761588.832548
2016-10-13,10190150403.326454
2016-10-14,10162088526.563387
2016-10-15,10218062956.889835
2016-10-16,10167280083.45521
2016-10-17,10139546290.415422
2016-10-18,10034854527.51184
2016-10-19,10027051065.644754
2016-10-20,10085539845.324745
2016-10-21,10503747203.99936
2016-10-22,10423044248.939516
2016-10-23,10375330971.578024
2016-10-24,10437679534.478289
2016-10-25,10779714423.895374
2016-10-26,10972120343.265194
2016-10-27,11013191980.917217
2016-10-28,11378239632.424847
2016-10-29,11166978851.72116
2016-10-30,11142481529.810507
2016-10-31,11675783542.994516
2016-11-01,11911765282.35338
2016-11-02,11007470703.316456
2016-11-03,11265139024.076845
2016-11-04,11283304574.30998
2016-11-05,11388053731.470045
2016-11-06,11250057112.836601
2016-11-07,11345359983.842257
2016-11-08,11531189668.121206
2016-11-09,11397401619.657635
2016-11-10,11438234495.291906
2016-11-11,11232623326.715048
2016-11-12,11220096610.647032
2016-11-13,11276589371.068886
2016-11-14,11369024807.113962
2016-11-15,11857669050.707773
2016-11-16,11783706889.824665
2016-11-17,11999162238.640976
2016-11-18,12015826394.864914
2016-11-19,11658555746.415962
2016-11-20,11793031775.426167
2016-11-21,11972545588.565327
2016-11-22,11855876969.700253
2016-11-23,11786238609.202723
2016-11-24,11820951541.806618
2016-11-25,11709146625.671457
2016-11-26,11628612712.1608
2016-11-27,11681858862.863873
2016-11-28,11699045771.51315
2016-11-29,11857736264.943775
2016-11-30,12065973274.472813
2016-12-01,12357192848.19367
2016-12-02,12240063962.254671
2016-12-03,12265877624.55396
2016-12-04,12020554605.394403
2016-12-05,12146624709.205439
2016-12-06,12243658189.81076
2016-12-07,12278682120.678865
2016-12-08,12352656012.930193
2016-12-09,12397480808.126297
2016-12-10,12341242118.485317
2016-12-11,12466327951.850727
2016-12-12,12427546076.531067
2016-12-13,12444444278.53474
2016-12-14,12445586849.47191
2016-12-15,12538674259.368168
2016-12-16,12660049299.120762
2016-12-17,12664390741.47054
2016-12-18,12679926769.763845
2016-12-19,12804667710.600197
2016-12-20,13337154113.586031
2016-12-21,13773873070.645756
2016-12-22,14712083656.13338
2016-12-23,14330492293.343485
2016-12-24,14376234695.647545
2016-12-25,14504542332.771315
2016-12-26,14945585212.297863
2016-12-27,15734617204.50718
2016-12-28,15616358488.579657
2016-12-29,15407785509.12803
2016-12-30,15545301323.713406
2016-12-31,16019498081.975023
2017-01-01,16321833115.04488
2017-01-02,16581493278.454195
2017-01-03,18187029069.304737
2017-01-04,16132909384.527725
2017-01-05,14410540656.928682
2017-01-06,14585975719.534252
2017-01-07,14714699879.666945
2017-01-08,14483939221.555595
2017-01-09,14563194096.39216
2017-01-10,12572438507.191381
2017-01-11,12975190207.80255
2017-01-12,13320486102.0935
2017-01-13,13167053751.858156
2017-01-14,13254990443.884115
2017-01-15,13376783611.884357
2017-01-16,14559033061.44816
2017-01-17,14284496149.672922
2017-01-18,14501655154.503187
2017-01-19,14415515280.230871
2017-01-20,14870312420.199371
2017-01-21,14891009910.742004
2017-01-22,14656001235.849089
2017-01-23,14273281189.230688
2017-01-24,14400324564.138393
2017-01-25,14746549097.314472
2017-01-26,14792328094.236736
2017-01-27,14842965819.25239
2017-01-28,14729695445.577358
2017-01-29,14832705243.837006
2017-01-30,15576175090.660553
2017-01-31,15892338251.800598
2017-02-01,16247550366.581303
2017-02-02,16389616132.047163
2017-02-03,16644699395.082392
2017-02-04,16275828490.95138
2017-02-05,16499729315.642456
2017-02-06,16978677696.03919
2017-02-07,16949532531.11062
2017-02-08,15921951170.322123
2017-02-09,16055155923.258139
2017-02-10,16261920321.56509
2017-02-11,16138471566.26702
2017-02-12,16128829644.052246
2017-02-13,16342813446.75081
2017-02-14,16364782518.795408
2017-02-15,16747394407.10586
2017-02-16,17059352043.44226
2017-02-17,17109211584.286148
2017-02-18,17062200721.145481
2017-02-19,17603395153.224434
2017-02-20,18229775022.47534
2017-02-21,18222697787.51429
2017-02-22,19212196870.00903
2017-02-23,19143073594.655052
2017-02-24,18652650724.73776
2017-02-25,19072377757.531815
2017-02-26,19330036720.967716
2017-02-27,19258003897.87403
2017-02-28,19913457584.80891
2017-03-01,20380858925.493366
2017-03-02,20853713914.92421
2017-03-03,20511851090.418983
2017-03-04,20668443925.03469
2017-03-05,20719021342.501045
2017-03-06,19961544330.496
2017-03-07,18614927735.295868
2017-03-08,19296013450.649364
2017-03-09,18047839038.258686
2017-03-10,19047127836.09811
2017-03-11,19872967631.962196
2017-03-12,20094974456.07652
2017-03-13,20177204086.496212
2017-03-14,20381328402.55313
2017-03-15,18967618784.072372
2017-03-16,17344347385.5054
2017-03-17,15734654690.57904
2017-03-18,16490732503.12564
2017-03-19,16871003453.283323
2017-03-20,18080786735.633183
2017-03-21,16826889416.514357
2017-03-22,16709341507.559612
2017-03-23,15207165933.210052
2017-03-24,15691838949.221432
2017-03-25,15704264421.898384
2017-03-26,16905857888.856785
2017-03-27,16950097832.556364
2017-03-28,16887618249.75339
2017-03-29,16875100460.220978
2017-03-30,17537001262.05407
2017-03-31,17715182263.74814
2017-04-01,17898485557.055786
2017-04-02,18663207402.565754
2017-04-03,18587434910.895535
2017-04-04,18475182323.27456
2017-04-05,19351939126.99435
2017-04-06,19410883305.541237
2017-04-07,19274486757.42577
2017-04-08,19707411828.56422
2017-04-09,19748572078.962746
2017-04-10,19970625431.786488
2017-04-11,19843060320.85956
2017-04-12,19205332200.26563
2017-04-13,19306759644.621998
2017-04-14,19296111261.800453
2017-04-15,19326539312.63164
2017-04-16,19804986925.350624
2017-04-17,20143858807.431232
2017-04-18,19982052395.428783
2017-04-19,20722514752.920757
2017-04-20,20810800702.98577
2017-04-21,21121005148.96727
2017-04-22,21174957024.765766
2017-04-23,21106113716.493538
2017-04-24,21355862157.56053
2017-04-25,21727357708.346535
2017-04-26,22447376916.82058
2017-04-27,22334046945.103886
2017-04-28,22502070162.29972
2017-04-29,22754398185.621178
2017-04-30,23985186822.276615
2017-05-01,24499130135.67545
2017-05-02,25380807535.790894
2017-05-03,25645115086.226128
2017-05-04,25082741955.88315
2017-05-05,25800686562.297108
2017-05-06,26084911851.000896
2017-05-07,27502767141.83427
2017-05-08,28338759255.763126
2017-05-09,29178952684.806545
2017-05-10,30041826894.795013
2017-05-11,27880733919.334576
2017-05-12,29349480354.773483
2017-05-13,29518359544.544346
2017-05-14,28433846194.519096
2017-05-15,28476516101.221455
2017-05-16,29706970968.715645
2017-05-17,31125107698.525528
2017-05-18,32112552090.76219
2017-05-19,33416356201.164883
2017-05-20,33272145930.33305
2017-05-21,34282777439.373142
2017-05-22,36919331600.87027
2017-05-23,39442366189.4037
2017-05-24,37573207221.64487
2017-05-25,36207551027.74818
2017-05-26,33199299644.996853
2017-05-27,35011323232.44984
2017-05-28,36874842761.70946
2017-05-29,35577453271.292725
2017-05-30,36960259618.23042
2017-05-31,38954774578.15982
2017-06-01,40183055137.35348
2017-06-02,41188144998.36212
2017-06-03,41079816900.84254
2017-06-04,43750591827.773506
2017-06-05,46816498569.02798
2017-06-06,43669848052.57311
2017-06-07,45721025888.03929
2017-06-08,46035231799.08035
2017-06-09,47111779299.72148
2017-06-10,48541683268.600365
2017-06-11,42948480857.56114
2017-06-12,44121652920.06395
2017-06-13,39707505855.97777
2017-06-14,39316931403.86017
2017-06-15,40371413429.51075
2017-06-16,42990923667.935486
2017-06-17,41032522356.764465
2017-06-18,42462615867.70508
2017-06-19,44655299768.0074
2017-06-20,43248314379.88076
2017-06-21,44030631617.264656
2017-06-22,43994587800.94744
2017-06-23,41667824956.079185
2017-06-24,40913609960.17671
2017-06-25,39434823697.66437
2017-06-26,41786193552.5746
2017-06-27,41649215884.13381
2017-06-28,41148551227.36936
2017-06-29,40142312518.57044
2017-06-30,39129040148.60231
2017-07-01,40763366295.32799
2017-07-02,41632406472.1541
2017-07-03,42516634998.36412
2017-07-04,42760751184.679634
2017-07-05,42663207682.89656
2017-07-06,40903398433.44806
2017-07-07,41877456912.68966
2017-07-08,40967964035.603325
2017-07-09,38158448825.29382
2017-07-10,37713749855.88513
2017-07-11,39114615648.23865
2017-07-12,38364803144.64686
2017-07-13,36329167340.67368
2017-07-14,32435663689.693016
2017-07-15,31558004283.960026
2017-07-16,36574226170.6909
2017-07-17,37877490726.56787
2017-07-18,37116889547.98932
2017-07-19,47164288589.01321
2017-07-20,43753835767.1436
2017-07-21,46670909654.57972
2017-07-22,45237909922.07959
2017-07-23,45491682910.96558
2017-07-24,42155712327.55345
2017-07-25,41571008750.853294
2017-07-26,43850070869.354225
2017-07-27,45805166814.71251
2017-07-28,44478663708.19754
2017-07-29,45152263100.43198
2017-07-30,46995386877.00011
2017-07-31,44966687195.621635
2017-08-01,44490211004.289955
2017-08-02,45946814638.77427
2017-08-03,47071853554.13202
2017-08-04,53565221667.43984
2017-08-05,53166445461.30393
2017-08-06,55917516751.70604
2017-08-07,56288085966.11591
2017-08-08,55069227382.566376
2017-08-09,56313986716.5553
2017-08-10,60115080503.34237
2017-08-11,63733519800.71653
2017-08-12,66933185930.70646
2017-08-13,71187196872.44777
2017-08-14,68509024780.231766
2017-08-15,72232067076.77002
2017-08-16,70433707146.69052
2017-08-17,67553418869.33031
2017-08-18,68248131592.374405
2017-08-19,66990170629.219
2017-08-20,65958038858.43553
2017-08-21,67408297221.01876
2017-08-22,68110452134.90928
2017-08-23,71206281133.36826
2017-08-24,71871012517.86784
2017-08-25,71631637550.42522
2017-08-26,71576109021.93304
2017-08-27,72381434858.21626
2017-08-28,75764414616.35776
2017-08-29,75524369589.2124
2017-08-30,78128362310.80942
2017-08-31,81312845682.85864
2017-09-01,75507439739.70526
2017-09-02,76106075868.71284
2017-09-03,70729975515.62201
2017-09-04,72563219089.62996
2017-09-05,76082181160.32452
2017-09-06,76315152951.99936
2017-09-07,71360040815.22516
2017-09-08,71412976941.17194
2017-09-09,70047100257.6793
2017-09-10,69523022918.79355
2017-09-11,68775903332.33476
2017-09-12,63777822332.17705
2017-09-13,53561149365.1449
2017-09-14,61331402056.38173
2017-09-15,61057791461.07749
2017-09-16,60865152831.0071
2017-09-17,67725901875.91326
2017-09-18,64495047918.174225
2017-09-19,64144703632.87324
2017-09-20,59695247669.29583
2017-09-21,59744038284.24474
2017-09-22,62620534126.313385
2017-09-23,60616216874.75698
2017-09-24,65042535499.719124
2017-09-25,64357409936.28883
2017-09-26,69700953789.20111
2017-09-27,69424393151.00957
2017-09-28,69046643207.71701
2017-09-29,72215990780.74484
2017-09-30,72919337082.73329
2017-10-01,72911592535.82187
2017-10-02,71495063887.71005
2017-10-03,69933892572.22472
2017-10-04,71506664143.93626
2017-10-05,72448203218.97664
2017-10-06,73513896922.26193
2017-10-07,76448114123.33377
2017-10-08,79272100880.31703
2017-10-09,79121080396.71858
2017-10-10,80044100079.77922
2017-10-11,90301197171.18884
2017-10-12,93584324337.21768
2017-10-13,96701158068.94337
2017-10-14,94729094562.00775
2017-10-15,95625715887.46103
2017-10-16,92955087604.96883
2017-10-17,92547022142.75186
2017-10-18,94637234756.1159
2017-10-19,99413581078.2182
2017-10-20,99876459758.17426
2017-10-21,99431688453.77338
2017-10-22,98091766035.0871
2017-10-23,91692740809.29115
2017-10-24,95259143561.89305
2017-10-25,97952086636.06606
2017-10-26,95887304399.4523
2017-10-27,95250935849.80054
2017-10-28,102226961433.4025
2017-10-29,101919380452.357
2017-10-30,107274372955.30296
2017-10-31,112308749718.68727
2017-11-01,116916118513.87137
2017-11-02,118889786752.43619
2017-11-03,122835746421.45078
2017-11-04,122747056806.89563
2017-11-05,115906206884.51863
2017-11-06,118425126368.39511
2017-11-07,124086461188.64088
2017-11-08,118849115991.97221
2017-11-09,109244106828.4494
2017-11-10,105272712187.29166
2017-11-11,97198554563.64949
2017-11-12,108235681534.72763
2017-11-13,109909597701.33582
2017-11-14,121247186735.96132
2017-11-15,130911071598.67711
2017-11-16,128060286584.56512
2017-11-17,129563242908.77136
2017-11-18,134051313817.28511
2017-11-19,137471942800.91138
2017-11-20,135066579490.29152
2017-11-21,137282720479.35521
2017-11-22,133295306768.5241
2017-11-23,136730082977.68742
2017-11-24,146069403186.357
2017-11-25,155586583396.3378
2017-11-26,162382850840.4314
2017-11-27,165263451902.18222
2017-11-28,163813530600.04742
2017-11-29,165457500944.4109
2017-11-30,181287263133.37207
2017-12-01,181864508052.00598
2017-12-02,187030268615.91812
2017-12-03,193893293362.90875
2017-12-04,194340346700.619
2017-12-05,229179691997.04416
2017-12-06,281885367405.1705
2017-12-07,267210297057.69763
2017-12-08,248208288401.0521
2017-12-09,251225755939.22928
2017-12-10,280113200116.0477
2017-12-11,287615387938.74
2017-12-12,273053728015.43777
2017-12-13,275356377553.5448
2017-12-14,294298856902.0269
2017-12-15,323483889682.4189
2017-12-16,319009792123.28546
2017-12-17,317217369903.19476
2017-12-18,293558707703.2317
2017-12-19,275399788122.12775
2017-12-20,262165076758.01688
2017-12-21,228179102057.54562
2017-12-22,241690545552.50336
2017-12-23,230190426266.42993
2017-12-24,231025549657.51096
2017-12-25,263284539039.4588
2017-12-26,257518882858.92325
2017-12-27,240899830350.4335
2017-12-28,240834861074.91098
2017-12-29,210091297250.14594
2017-12-30,231554342545.92697
2017-12-31,224933711961.99765
2018-01-01,246945391690.53714
2018-01-02,253762699033.63852
2018-01-03,254111002877.33777
2018-01-04,283961074648.2702
2018-01-05,287708147265.81775
2018-01-06,271708913749.85782
2018-01-07,250773136948.86984
2018-01-08,242281322136.71774
2018-01-09,250007419728.67236
2018-01-10,222778013714.98328
2018-01-11,231759123356.33987
2018-01-12,238471145444.3544
2018-01-13,228364591935.72095
2018-01-14,228528276212.74835
2018-01-15,189053477257.23932
2018-01-16,187338773603.11844
2018-01-17,187028025964.20538
2018-01-18,193249625365.3497
2018-01-19,214277235886.09833
2018-01-20,193738099325.36526
2018-01-21,181288937681.06232
2018-01-22,181933603403.25143
2018-01-23,191450858050.0492
2018-01-24,187407445548.87692
2018-01-25,186315665918.65833
2018-01-26,192183642823.77475
2018-01-27,197228105795.2655
2018-01-28,188195776469.32816
2018-01-29,169750907015.16293
2018-01-30,171681757455.95663
2018-01-31,153106332158.74933
2018-02-01,149036591923.27048
2018-02-02,155345303289.84787
2018-02-03,137768926368.91595
2018-02-04,116547343492.33855
2018-02-05,129501358652.7331
2018-02-06,127710493936.77411
2018-02-07,138720057856.83524
2018-02-08,146134263816.2005
2018-02-09,144158866531.12723
2018-02-10,135939352762.67586
2018-02-11,149826464133.8544
2018-02-12,143488945042.11703
2018-02-13,159487156347.63083
2018-02-14,168669652996.85944
2018-02-15,171365195702.57764
2018-02-16,186781733020.4347
2018-02-17,175301227044.91788
2018-02-18,188213763898.86835
2018-02-19,189228983668.725
2018-02-20,176245693684.51596
2018-02-21,165802359216.94412
2018-02-22,171179460083.0936
2018-02-23,163232565054.07178
2018-02-24,161792193848.92007
2018-02-25,174065186791.30524
2018-02-26,178472040305.52502
2018-02-27,174073563376.50986
2018-02-28,184039089807.52127
2018-03-01,186004781770.98868
2018-03-02,193273387431.52164
2018-03-03,193961477346.16364
2018-03-04,192500030928.7226
2018-03-05,180971241633.95676
2018-03-06,167471769925.33075
2018-03-07,157089772426.22308
2018-03-08,155899231646.91068
2018-03-09,148340579567.92554
2018-03-10,161036155838.0599
2018-03-11,154251384478.12122
2018-03-12,154473001907.8261
2018-03-13,138419027070.90955
2018-03-14,139544496374.46664
2018-03-15,139594629849.5093
2018-03-16,132744137207.74403
2018-03-17,138603330980.99826
2018-03-18,145397062444.73398
2018-03-19,150555385519.64307
2018-03-20,150382376677.51376
2018-03-21,147232994980.88092
2018-03-22,150893873170.22687
2018-03-23,144318845661.4634
2018-03-24,143002079335.3536
2018-03-25,137742493929.33997
2018-03-26,131850203825.86433
2018-03-27,134389389095.59618
2018-03-28,120047097241.35779
2018-03-29,115881615957.15288
2018-03-30,117300970789.87572
2018-03-31,115430116483.81316
2018-04-01,119429620553.61545
2018-04-02,125555371825.05971
2018-04-03,115032804059.3511
2018-04-04,114764510917.52899
2018-04-05,112067252550.71695
