Date,Total Volume
2020-03-22,1617343.738146752
2020-03-23,1586189.1272281199
2020-03-24,1394481.730449807
2020-03-25,892914.6658718995
2020-03-26,855902.1442423182
2020-03-27,1003959.1113450901
2020-03-28,789838.429491534
2020-03-29,1213986.9486714688
2020-03-30,876449.4940619004
2020-03-31,1105220.6659343333
2020-04-01,1532673.3585199623
2020-04-02,1509753.0867329002
2020-04-03,847972.7626719872
2020-04-04,692428.2089162571
2020-04-05,1585198.1275719875
2020-04-06,1367925.3139223312
2020-04-07,1107737.824007272
2020-04-08,1129865.1968686555
2020-04-09,1467960.2666674284
2020-04-10,821474.0210302015
2020-04-11,926618.8131682819
2020-04-12,1315764.1662282713
2020-04-13,949521.2045356262
2020-04-14,909633.3718528118
2020-04-15,1552326.771391477
2020-04-16,767856.8879445498
2020-04-17,611165.6512617051
2020-04-18,612170.2295007376
2020-04-19,1523975.2662966468
2020-04-20,1337375.6267795244
2020-04-21,1213068.082749937
2020-04-22,1167016.2963048604
2020-04-23,824827.5503400712
2020-04-24,718626.8680681321
2020-04-25,763287.6658049035
2020-04-26,796576.2881232434
2020-04-27,650698.1830280995
2020-04-28,1854731.6758623736
2020-04-29,2376888.588603088
2020-04-30,1216000.4542669444
2020-05-01,862282.827572864
2020-05-02,1208349.2868523044
2020-05-03,1125946.7710689115
2020-05-04,1065715.776994907
2020-05-05,1376834.6071861386
2020-05-06,1679641.1047101119
2020-05-07,1248409.2728421167
2020-05-08,1089021.6856040186
2020-05-09,2121685.1816913504
2020-05-10,2098441.53851394
2020-05-11,1442558.6461707372
2020-05-12,1228961.1366443315
2020-05-13,1674736.2799448213
2020-05-14,1497967.9794496521
2020-05-15,960137.0266630837
2020-05-16,965266.8691877652
2020-05-17,989772.9415452507
2020-05-18,1014732.7527570961
2020-05-19,944124.8568362708
2020-05-20,1258200.8690204418
2020-05-21,860827.2362937636
2020-05-22,666851.2655770142
2020-05-23,912274.422636518
2020-05-24,869213.2858407599
2020-05-25,731235.613266068
2020-05-26,758051.1205573914
2020-05-27,882793.7444075991
2020-05-28,726562.6060840214
2020-05-29,769213.293901919
2020-05-30,686047.0250245914
2020-05-31,872586.0626258989
2020-06-01,1194976.3054131148
2020-06-02,652803.5419159442
2020-06-03,793125.7921631315
2020-06-04,729993.7824430078
2020-06-05,519280.52735594247
2020-06-06,736210.8319584985
2020-06-07,524230.7685418677
2020-06-08,619447.6096475226
2020-06-09,605549.3915813493
2020-06-10,1100899.4954253163
2020-06-11,706376.1583961883
