,vol_bitfinex_by_supply_btc
2017-08-31,3.540062325653934e-07
2017-09-01,7.27970635234315e-07
2017-09-02,4.4081616675629816e-07
2017-09-03,8.353937076177762e-07
2017-09-04,7.955316796176935e-07
2017-09-05,5.125233367230881e-07
2017-09-06,3.031105729350959e-07
2017-09-07,8.540200044530721e-07
2017-09-08,4.356151219890524e-07
2017-09-09,6.549383571352125e-07
2017-09-10,4.4441998652589905e-07
2017-09-11,5.822944540030731e-07
2017-09-12,1.1211299634573028e-06
2017-09-13,2.380656974650511e-06
2017-09-14,2.985692082522449e-06
2017-09-15,1.1587731391482175e-06
2017-09-16,6.085343578767966e-07
2017-09-17,8.708439639788066e-07
2017-09-18,7.403604606766176e-07
2017-09-19,5.18227629505395e-07
2017-09-20,9.539153273383466e-07
2017-09-21,8.241008289431938e-07
2017-09-22,4.0945184082254476e-07
2017-09-23,3.4451661747512717e-07
2017-09-24,6.174092383902134e-07
2017-09-25,3.325369251234056e-07
2017-09-26,6.976212887167627e-07
2017-09-27,5.268361798884248e-07
2017-09-28,5.639921743013521e-07
2017-09-29,4.361744505075545e-07
2017-09-30,4.0084785201004415e-07
2017-10-01,3.987204753140879e-07
2017-10-02,3.9921856496272566e-07
2017-10-03,3.77084100918524e-07
2017-10-04,3.5476994047108313e-07
2017-10-05,3.5793707599290136e-07
2017-10-06,2.3701486002374594e-07
2017-10-07,3.902566497570911e-07
2017-10-08,6.172171186078489e-07
2017-10-09,5.396965415760548e-07
2017-10-10,3.6115248898778965e-07
2017-10-11,8.8041861485194e-07
2017-10-12,1.0590515584074645e-06
2017-10-13,3.8066746997347745e-07
2017-10-14,6.067379830895305e-07
2017-10-15,3.2847267056307296e-07
2017-10-16,3.4324264325199225e-07
2017-10-17,7.460625844358145e-07
2017-10-18,4.019408364567813e-07
2017-10-19,6.214170665281022e-07
2017-10-20,5.355414868488303e-07
2017-10-21,5.086181885228842e-07
2017-10-22,6.836144991911344e-07
2017-10-23,6.982544797626162e-07
2017-10-24,4.705621678098069e-07
2017-10-25,4.3617530239318945e-07
2017-10-26,4.1416049819580533e-07
2017-10-27,2.79924510475304e-07
2017-10-28,6.061788980556758e-07
2017-10-29,3.259184317289658e-07
2017-10-30,3.6188614413747483e-07
2017-10-31,5.093439957714332e-07
2017-11-01,8.325387633406727e-07
2017-11-02,5.29391263425412e-07
2017-11-03,3.9563460545287435e-07
2017-11-04,3.771980864754957e-07
2017-11-05,5.458335118738171e-07
2017-11-06,3.1699036764092023e-07
2017-11-07,7.841562577608372e-07
2017-11-08,4.2187544026189247e-07
2017-11-09,8.093477596105399e-07
2017-11-10,6.919294130123426e-07
2017-11-11,1.7769036981590192e-06
2017-11-12,1.0203993870472738e-06
2017-11-13,4.5021327823374063e-07
2017-11-14,5.906613486118028e-07
2017-11-15,6.559705673271547e-07
2017-11-16,5.929705405868772e-07
2017-11-17,3.141923567206738e-07
2017-11-18,2.9178439149886554e-07
2017-11-19,2.784677669112436e-07
2017-11-20,5.319774227215452e-07
2017-11-21,2.1023306888203908e-07
2017-11-22,2.410552167147076e-07
2017-11-23,3.132880903611407e-07
2017-11-24,3.031134969180553e-07
2017-11-25,4.3450230781583724e-07
2017-11-26,4.1032792910629125e-07
2017-11-27,2.8503578124485484e-07
2017-11-28,1.1161455872181604e-06
2017-11-29,7.799468433794764e-07
2017-11-30,4.641520409731437e-07
2017-12-01,2.7330081930948683e-07
2017-12-02,4.975900171946249e-07
2017-12-03,3.289216956016701e-07
2017-12-04,2.5163942991789587e-07
2017-12-05,3.649758670958892e-07
2017-12-06,5.009951186632599e-07
2017-12-07,4.6419914562917015e-07
2017-12-08,3.1352428879997927e-07
2017-12-09,4.2648816077495653e-07
2017-12-10,2.7873325433279703e-07
2017-12-11,1.8109578539443075e-07
2017-12-12,2.3026261939553249e-07
2017-12-13,1.660799537759654e-07
2017-12-14,2.1448828687558946e-07
2017-12-15,1.4921284244314975e-07
2017-12-16,1.6238991218445007e-07
2017-12-17,1.6887011267049316e-07
2017-12-18,2.270481013508231e-07
2017-12-19,2.9831880159322056e-07
2017-12-20,2.5020429641631947e-07
2017-12-21,7.828804841958693e-07
2017-12-22,2.479585767285272e-07
2017-12-23,3.1444521574360516e-07
2017-12-24,1.9742195444159687e-07
2017-12-25,2.4092877441114474e-07
2017-12-26,2.135335497167197e-07
2017-12-27,3.0262693880829793e-07
2017-12-28,1.9929607735584648e-07
2017-12-29,3.590923034086201e-07
2017-12-30,1.8686866684427518e-07
2017-12-31,1.3143841042935782e-07
2018-01-01,2.2755214156755327e-07
2018-01-02,1.511584389602321e-07
2018-01-03,1.8291212153877654e-07
2018-01-04,1.9237707538909955e-07
2018-01-05,1.0293933463144823e-07
2018-01-06,1.1349677320222305e-07
2018-01-07,2.5900986769477315e-07
2018-01-08,1.792806756200511e-07
2018-01-09,2.2932377847318242e-07
2018-01-10,3.218243677698165e-07
2018-01-11,1.6147572929981168e-07
2018-01-12,1.2163401109271056e-07
2018-01-13,1.5589992727305596e-07
2018-01-14,1.466247690568314e-07
2018-01-15,6.973292602422725e-07
2018-01-16,7.059233599153796e-07
2018-01-17,4.5557356496821007e-07
2018-01-18,2.51231017362972e-07
2018-01-19,2.1608750094743024e-07
2018-01-20,2.767880298250619e-07
2018-01-21,3.660108476553305e-07
2018-01-22,3.509628050387357e-07
2018-01-23,2.290803412038755e-07
2018-01-24,1.8362040766696859e-07
2018-01-25,3.0457452589244216e-07
2018-01-26,1.7899702574029047e-07
2018-01-27,1.5019474218360158e-07
2018-01-28,1.362851963727258e-07
2018-01-29,3.610346534158174e-07
2018-01-30,2.518165655206602e-07
2018-01-31,5.145333898565225e-07
2018-02-01,8.27587465685678e-07
2018-02-02,3.341590116629064e-07
2018-02-03,5.401595306683057e-07
2018-02-04,1.1265104473959176e-06
2018-02-05,1.4885366292972995e-06
2018-02-06,8.354752618328582e-07
2018-02-07,5.595163274631346e-07
2018-02-08,4.31371819869404e-07
2018-02-09,4.727129581942555e-07
2018-02-10,3.8419026323096905e-07
2018-02-11,3.4297379550852545e-07
2018-02-12,2.7535902676943294e-07
2018-02-13,3.1573140816249825e-07
2018-02-14,4.0054297792874416e-07
2018-02-15,2.559920059909233e-07
2018-02-16,2.827606845372394e-07
2018-02-17,3.982959808608721e-07
2018-02-18,2.69381943794148e-07
2018-02-19,3.219358782251841e-07
2018-02-20,4.3666810496069096e-07
2018-02-21,4.296168765668596e-07
2018-02-22,3.451091305645177e-07
2018-02-23,3.412137402988182e-07
2018-02-24,1.8889443764374787e-07
2018-02-25,2.640347129632111e-07
2018-02-26,2.224468413221865e-07
2018-02-27,2.519019621655956e-07
2018-02-28,1.840327752929141e-07
2018-03-01,1.5513487532276263e-07
2018-03-02,1.5858746993654162e-07
2018-03-03,1.4475213349691122e-07
2018-03-04,1.4375820352660986e-07
2018-03-05,2.442617329593193e-07
2018-03-06,4.492048412352828e-07
2018-03-07,4.312049778097615e-07
2018-03-08,6.299527350103918e-07
2018-03-09,3.5413170851934963e-07
2018-03-10,4.3765968767625485e-07
2018-03-11,4.3814604724119093e-07
2018-03-12,3.983598561032586e-07
2018-03-13,5.696731066954744e-07
2018-03-14,5.91541864480182e-07
2018-03-15,4.04062371112611e-07
2018-03-16,3.685168186494205e-07
2018-03-17,6.417004592066654e-07
2018-03-18,5.038060538900733e-07
2018-03-19,3.6056220492330016e-07
2018-03-20,2.8519156323363845e-07
2018-03-21,3.694034136691484e-07
2018-03-22,2.9783387012950935e-07
2018-03-23,3.062229353579897e-07
2018-03-24,2.1429781279756398e-07
2018-03-25,4.094058382808041e-07
2018-03-26,3.8224632130901156e-07
2018-03-27,2.6100792680171083e-07
2018-03-28,6.44891331352398e-07
2018-03-29,9.337922685456881e-07
2018-03-30,5.799103892401987e-07
2018-03-31,4.7583463254195245e-07
2018-04-01,3.7694658452473135e-07
2018-04-02,3.971088312772498e-07
2018-04-03,4.66987040759728e-07
2018-04-04,3.995316187711528e-07
2018-04-05,3.760476860877624e-07
2018-04-06,3.4751497314673417e-07
2018-04-07,2.4635962864403225e-07
2018-04-08,6.618500343377591e-07
2018-04-09,2.2569460512388858e-07
2018-04-10,2.509886729903018e-07
2018-04-11,7.048179512505508e-07
2018-04-12,4.477014338818075e-07
2018-04-13,1.9536250114867264e-07
2018-04-14,2.250966944134793e-07
2018-04-15,2.7492233083094346e-07
2018-04-16,2.1093860931218465e-07
2018-04-17,2.1334551309029685e-07
2018-04-18,2.0811470940252804e-07
2018-04-19,3.384588034544783e-07
2018-04-20,2.6153136463558505e-07
2018-04-21,2.1070003988884245e-07
2018-04-22,1.532543806050179e-07
2018-04-23,3.6849939397411046e-07
2018-04-24,4.952081589999407e-07
2018-04-25,2.745156298546276e-07
2018-04-26,1.9904100121739987e-07
2018-04-27,2.8408393366399094e-07
2018-04-28,1.7114313770039384e-07
2018-04-29,1.482148481283708e-07
2018-04-30,1.662599130513875e-07
2018-05-01,1.287972310538141e-07
2018-05-02,2.2033819229217732e-07
2018-05-03,1.4893975618275972e-07
2018-05-04,1.7646511891963356e-07
2018-05-05,1.6429519708311217e-07
2018-05-06,1.6190645510235308e-07
2018-05-07,1.656504301422516e-07
2018-05-08,1.4402492003304894e-07
2018-05-09,1.542358620324544e-07
2018-05-10,3.8085167780745985e-07
2018-05-11,2.542452753709937e-07
2018-05-12,1.5492944701249975e-07
2018-05-13,2.518366518298749e-07
2018-05-14,1.8181038557207102e-07
2018-05-15,2.3083001511684807e-07
2018-05-16,1.8371216001317906e-07
2018-05-17,1.6712265060706357e-07
2018-05-18,1.009440404770547e-07
2018-05-19,1.0684526101882039e-07
2018-05-20,1.206080814593591e-07
2018-05-21,1.510468751373293e-07
2018-05-22,3.263318171297388e-07
2018-05-23,3.010727402126103e-07
2018-05-24,2.0355922432123173e-07
2018-05-25,1.1053275110912133e-07
2018-05-26,1.2925762348747634e-07
2018-05-27,2.2036134579105127e-07
2018-05-28,2.1928115298317762e-07
2018-05-29,1.7563681086979283e-07
2018-05-30,1.525049377461467e-07
2018-05-31,1.4855864821737745e-07
2018-06-01,1.333236772455667e-07
2018-06-02,1.0491100410561205e-07
2018-06-03,1.4197349217653674e-07
2018-06-04,1.2882960451408403e-07
2018-06-05,1.3990288777697492e-07
2018-06-06,8.41529950493556e-08
2018-06-07,9.385437921523985e-08
2018-06-08,5.660213522260495e-08
2018-06-09,5.007862564710759e-07
2018-06-10,1.9059980631700582e-07
2018-06-11,2.8633368721404605e-07
2018-06-12,4.237155195964536e-07
2018-06-13,2.917108836929265e-07
2018-06-14,1.9505935809928227e-07
2018-06-15,1.2357724925198142e-07
2018-06-16,8.571026641448266e-08
2018-06-17,2.302238599196634e-07
2018-06-18,1.5098352022415065e-07
2018-06-19,1.6202158205554735e-07
2018-06-20,9.28050291665089e-08
2018-06-21,5.344456806836684e-07
2018-06-22,1.9654277649414946e-07
2018-06-23,4.3278238266288883e-07
2018-06-24,2.6128200662411907e-07
2018-06-25,1.814462916049833e-07
2018-06-26,1.741944709444723e-07
2018-06-27,1.7939797726948043e-07
2018-06-28,3.1966021784122075e-07
2018-06-29,2.1851945501385974e-07
2018-06-30,1.0477897378052108e-07
2018-07-01,2.3781135294036882e-07
2018-07-02,1.5511218978104547e-07
2018-07-03,1.9950741926053053e-07
2018-07-04,2.0705567549640857e-07
2018-07-05,1.323282716826418e-07
2018-07-06,1.3219182781236741e-07
2018-07-07,1.1941151074867604e-07
2018-07-08,1.4283255090853233e-07
2018-07-09,2.5964692157100887e-07
2018-07-10,1.5014198916943452e-07
2018-07-11,2.335553814257627e-07
2018-07-12,1.8854342842920537e-07
2018-07-13,8.317505145146283e-08
2018-07-14,1.0112232758199098e-07
2018-07-15,2.689834524926814e-07
2018-07-16,3.838741200728587e-07
2018-07-17,3.133456672537422e-07
2018-07-18,1.733193049833895e-07
2018-07-19,2.6048337640971003e-07
2018-07-20,8.989005520372255e-08
2018-07-21,1.3548429877325904e-07
2018-07-22,3.589726181867503e-07
2018-07-23,4.4984565450288667e-07
2018-07-24,2.637827135161745e-07
2018-07-25,2.4101482450086296e-07
2018-07-26,2.436953782434077e-07
2018-07-27,9.684172015952557e-08
2018-07-28,7.226265188228909e-08
2018-07-29,2.678876675888765e-07
2018-07-30,3.28337040847224e-07
2018-07-31,2.3547990208564658e-07
2018-08-01,1.371867935678553e-07
2018-08-02,2.424745041170651e-07
2018-08-03,2.6344184151315764e-07
2018-08-04,1.4648028418990036e-07
2018-08-05,1.5203818547363114e-07
2018-08-06,2.794024919732687e-07
2018-08-07,4.99296403198742e-07
2018-08-08,2.972036768158632e-07
2018-08-09,4.1192210697153495e-07
2018-08-10,3.464574123011106e-07
2018-08-11,2.1240002311775653e-07
2018-08-12,3.007696315632776e-07
2018-08-13,4.951199773666722e-07
2018-08-14,6.142905615007222e-07
2018-08-15,2.3156068596444726e-07
2018-08-16,2.3645848226874644e-07
2018-08-17,1.7943789741222734e-07
2018-08-18,1.376305668201396e-07
2018-08-19,2.946893974170306e-07
2018-08-20,2.6469632741926013e-07
2018-08-21,5.386439957450127e-07
2018-08-22,1.7759003700080285e-07
2018-08-23,1.7540995261048726e-07
2018-08-24,1.456164110908278e-07
2018-08-25,1.451989807107557e-07
2018-08-26,2.0356530245245937e-07
2018-08-27,2.467262788105294e-07
2018-08-28,1.6488685953504128e-07
2018-08-29,2.044585811532509e-07
2018-08-30,1.5828056731692855e-07
2018-08-31,1.726641822784021e-07
2018-09-01,3.5535931525692175e-07
2018-09-02,1.7822893899387803e-07
2018-09-03,1.6433549716624898e-07
2018-09-04,4.832564015809812e-07
2018-09-05,4.7255584954510363e-07
2018-09-06,1.881242286616576e-07
2018-09-07,2.048910858915e-07
2018-09-08,1.5300912153351477e-07
2018-09-09,1.331731292494882e-07
2018-09-10,1.5319322763205894e-07
2018-09-11,1.4832707298012062e-07
2018-09-12,1.7199758829289588e-07
2018-09-13,1.4651114428794755e-07
2018-09-14,7.437360032813729e-08
2018-09-15,7.784034558615564e-08
2018-09-16,2.1822876562139426e-07
2018-09-17,1.4709086063606576e-07
2018-09-18,2.7113670007542995e-07
2018-09-19,1.4888987855778833e-07
2018-09-20,3.1716141696984485e-07
2018-09-21,1.5746290625223028e-07
2018-09-22,7.355271940298286e-08
2018-09-23,1.5627724036435857e-07
2018-09-24,1.8201717426923898e-07
2018-09-25,1.2377912183632328e-07
2018-09-26,1.590336504049419e-07
2018-09-27,2.436072120343041e-07
2018-09-28,1.5194322372970431e-07
2018-09-29,7.432517992633132e-08
2018-09-30,9.10031884887083e-08
2018-10-01,1.0688667202385106e-07
2018-10-02,1.2997720469911227e-07
2018-10-03,1.0101789226874934e-07
2018-10-04,1.0877678862904646e-07
2018-10-05,5.106272394008596e-08
2018-10-06,5.1000498333241125e-08
2018-10-07,1.1050504530812037e-07
2018-10-08,7.031248893570078e-08
2018-10-09,1.2149419263944169e-07
2018-10-10,3.872550428956326e-07
2018-10-11,9.625395508258903e-08
2018-10-12,5.364047829961323e-08
2018-10-13,1.032360735672092e-07
2018-10-14,7.388200107072756e-07
2018-10-15,1.3689182899309554e-07
2018-10-16,7.780562727896072e-08
2018-10-17,1.1121325044473246e-07
2018-10-18,1.002308787342483e-07
2018-10-19,4.1284113114977126e-08
2018-10-20,3.9204470532103175e-08
2018-10-21,5.4051895628574e-08
2018-10-22,7.891912171005128e-08
2018-10-23,7.585784060801115e-08
2018-10-24,7.769710082364353e-08
2018-10-25,6.622336364695985e-08
2018-10-26,6.212061621832072e-08
2018-10-27,6.105628515791899e-08
2018-10-28,1.7878696388764762e-07
2018-10-29,9.821039122272818e-08
2018-10-30,9.065896902123903e-08
2018-10-31,8.278275295243247e-08
2018-11-01,7.287256854668625e-08
2018-11-02,1.0344572201949625e-07
2018-11-03,8.025957376247327e-08
2018-11-04,4.3154326362601314e-08
2018-11-05,6.508064704843221e-08
2018-11-06,9.457763966710559e-08
2018-11-07,1.0390831067961303e-07
2018-11-08,9.442630274588521e-08
2018-11-09,2.932192903549211e-08
2018-11-10,6.591352670934847e-08
2018-11-11,6.583873708701729e-08
2018-11-12,9.159926883474485e-08
2018-11-13,6.910749500189512e-07
2018-11-14,5.06698832701888e-07
2018-11-15,1.9019495107210974e-07
2018-11-16,8.264263880541616e-08
2018-11-17,9.785407538826453e-08
2018-11-18,8.846083614896098e-07
2018-11-19,1.5122543232432568e-06
2018-11-20,5.553803594061812e-07
2018-11-21,3.8434609005468855e-07
2018-11-22,4.7682349329957255e-07
2018-11-23,7.611835766974218e-07
2018-11-24,1.1759960339952762e-06
2018-11-25,9.71227793581435e-07
2018-11-26,6.948454337898767e-07
2018-11-27,8.800337803007165e-07
2018-11-28,5.517370209063644e-07
2018-11-29,6.088820544565861e-07
2018-11-30,3.7632187808836084e-07
2018-12-01,3.397691520553683e-07
2018-12-02,5.4722567670088e-07
2018-12-03,4.90994749992611e-07
2018-12-04,4.376430081856721e-07
2018-12-05,9.602491581632414e-07
2018-12-06,1.2443547504574862e-06
2018-12-07,6.482138538651358e-07
2018-12-08,4.0115376707020264e-07
2018-12-09,3.7499346221714347e-07
2018-12-10,4.067017243433834e-07
2018-12-11,3.448328529367309e-07
2018-12-12,3.865911562897009e-07
2018-12-13,5.06588001157342e-07
2018-12-14,3.1744259365443327e-07
2018-12-15,3.368655074905873e-07
2018-12-16,5.766552990683798e-07
2018-12-17,4.5403551215730215e-07
2018-12-18,8.464139244913293e-07
2018-12-19,9.11451920619644e-07
2018-12-20,6.390770871620349e-07
2018-12-21,2.7602578201348044e-07
2018-12-22,3.491545897726488e-07
2018-12-23,5.329099519943694e-07
2018-12-24,5.022102388299775e-07
2018-12-25,2.8363450695769573e-07
2018-12-26,3.7116846456925563e-07
2018-12-27,3.901570635875382e-07
2018-12-28,2.811938987368758e-07
2018-12-29,2.5997325377558367e-07
2018-12-30,2.4120738298319043e-07
2018-12-31,2.041356980269151e-07
2019-01-01,2.801451769402099e-07
2019-01-02,1.6014721694472936e-07
2019-01-03,1.9542911349944047e-07
2019-01-04,2.2052994966542395e-07
2019-01-05,3.5025481027089546e-07
2019-01-06,1.5926988098485035e-07
2019-01-07,2.6564210395981755e-07
2019-01-08,2.920931907704847e-07
2019-01-09,5.468143499859387e-07
2019-01-10,2.0532095190012513e-07
2019-01-11,1.4533318956571405e-07
2019-01-12,2.0298581361811684e-07
2019-01-13,2.2958071210095488e-07
2019-01-14,2.1122973957504058e-07
2019-01-15,2.0814048654259493e-07
2019-01-16,1.6936937628180222e-07
2019-01-17,8.908816361412927e-08
2019-01-18,2.055459280175736e-07
2019-01-19,3.3078887890799006e-07
2019-01-20,1.7399713615604653e-07
2019-01-21,2.8656726628783205e-07
2019-01-22,1.2740505250545397e-07
2019-01-23,1.2475967427799872e-07
2019-01-24,1.1756907031302025e-07
2019-01-25,2.0642031802043245e-07
2019-01-26,1.8331153377857576e-07
2019-01-27,2.8129575381955616e-07
2019-01-28,1.7452959494471628e-07
2019-01-29,2.0657841542248625e-07
2019-01-30,1.4208431128554307e-07
2019-01-31,1.6509668500963252e-07
2019-02-01,1.7649196433428035e-07
2019-02-02,1.3002183540784042e-07
2019-02-03,8.655933614382722e-08
2019-02-04,7.585457783951402e-08
2019-02-05,2.2093182921686783e-07
2019-02-06,8.130348902040407e-08
2019-02-07,4.846426095014208e-07
2019-02-08,1.0211827115130042e-07
2019-02-09,1.5494446247637768e-07
2019-02-10,1.2298989267038518e-07
2019-02-11,1.7836838670389592e-07
2019-02-12,1.8565665709489303e-07
2019-02-13,1.1946283615555186e-07
2019-02-14,1.2358146269754601e-07
2019-02-15,1.181502780772526e-07
2019-02-16,2.1782955616755332e-07
2019-02-17,5.465118171148456e-07
2019-02-18,3.5223183220188316e-07
2019-02-19,2.1808673273757482e-07
2019-02-20,2.2346900812337715e-07
2019-02-21,2.025559400242234e-07
2019-02-22,2.947958654224155e-07
2019-02-23,5.435301282285517e-07
2019-02-24,1.5387751071432471e-07
2019-02-25,7.615926787814476e-08
2019-02-26,1.7845962672890734e-07
2019-02-27,1.797459290668112e-07
2019-02-28,7.06222775247478e-08
2019-03-01,7.558632546157725e-08
2019-03-02,4.291294495541283e-08
2019-03-03,1.551219851956211e-07
2019-03-04,1.5823459055882375e-07
2019-03-05,9.662564036421801e-08
2019-03-06,1.1176681705741084e-07
2019-03-07,1.3741512179059486e-07
2019-03-08,1.0620340414461326e-07
2019-03-09,6.750608699283837e-08
2019-03-10,9.69973645675866e-08
2019-03-11,1.1210560056926438e-07
2019-03-12,8.115135218946723e-08
2019-03-13,1.2191658770162153e-07
2019-03-14,9.750916969899079e-08
2019-03-15,1.966684169957927e-07
2019-03-16,4.8544744181501545e-08
2019-03-17,5.2549053531429374e-08
2019-03-18,7.852318196846211e-08
2019-03-19,1.096623775285565e-07
2019-03-20,1.7040284712060457e-07
2019-03-21,6.909850897356738e-08
2019-03-22,6.184797765864164e-08
2019-03-23,4.791837552794398e-08
2019-03-24,9.771934753738745e-08
2019-03-25,7.336244425510113e-08
2019-03-26,1.1211276260766446e-07
2019-03-27,8.744976995447112e-08
2019-03-28,1.1945638470317366e-07
2019-03-29,9.2845611986658e-08
2019-03-30,3.1362271915335206e-08
2019-03-31,9.587630894282254e-08
2019-04-01,6.305109480360227e-07
2019-04-02,5.074330429055872e-07
2019-04-03,1.784392018672306e-07
2019-04-04,1.2787860785495854e-07
2019-04-05,1.6015760169978766e-07
2019-04-06,1.0918701765630923e-07
2019-04-07,2.0191832351344374e-07
2019-04-08,1.3068184396155608e-07
2019-04-09,1.6931036001582084e-07
2019-04-10,2.202157495328079e-07
2019-04-11,1.0476600661590456e-07
2019-04-12,5.83643366433972e-08
2019-04-13,4.562489044552702e-08
2019-04-14,1.0808441190559688e-07
2019-04-15,9.170205430041684e-08
2019-04-16,1.0098270165162554e-07
2019-04-17,9.706187669664897e-08
2019-04-18,6.758104837017069e-08
2019-04-19,6.909551655018447e-08
2019-04-20,6.69369311145174e-08
2019-04-21,1.261862560412973e-07
2019-04-22,1.9318242994413012e-07
2019-04-23,1.746555571188301e-07
2019-04-24,2.397880719815013e-07
2019-04-25,2.3746354434996246e-07
2019-04-26,5.093621823846161e-08
2019-04-27,8.330548495487926e-08
2019-04-28,8.417357932521881e-08
2019-04-29,7.86348940713443e-08
2019-04-30,5.797691165632385e-08
2019-05-01,1.140839408751775e-07
2019-05-02,1.9376616083649857e-07
2019-05-03,9.467162860798916e-08
2019-05-04,5.673767026275822e-08
2019-05-05,6.435733453726148e-08
2019-05-06,1.2570743349367149e-07
2019-05-07,7.887671641458077e-08
2019-05-08,8.985317306185916e-08
2019-05-09,1.306615544036966e-07
2019-05-10,3.1601439324913567e-07
2019-05-11,2.846668385776395e-07
2019-05-12,3.057007284745778e-07
2019-05-13,2.2962803456181174e-07
2019-05-14,1.3491714919066788e-07
2019-05-15,1.7037096043855027e-07
2019-05-16,2.3585352667199477e-07
2019-05-17,7.455346035369773e-08
2019-05-18,1.7040222960009304e-07
2019-05-19,1.2445269602628353e-07
2019-05-20,5.650505854596551e-08
2019-05-21,8.611944683709608e-08
2019-05-22,7.808160845002923e-08
2019-05-23,8.336633486586248e-08
2019-05-24,3.631405832499285e-08
2019-05-25,1.453469698105421e-07
2019-05-26,1.1950636107232541e-07
2019-05-27,7.560969005027131e-08
2019-05-28,6.866261709932704e-08
2019-05-29,1.4823016779502223e-07
2019-05-30,7.486087403497447e-08
2019-05-31,3.671216300529558e-08
2019-06-01,4.147006065882011e-08
2019-06-02,1.3379723784915768e-07
2019-06-03,2.1488000017395775e-07
2019-06-04,8.209972986723169e-08
2019-06-05,5.607659785252994e-08
2019-06-06,9.64415433018349e-08
2019-06-07,3.488957604630729e-08
2019-06-08,5.217121487516122e-08
2019-06-09,6.52630833376048e-08
2019-06-10,4.8955900842201114e-08
2019-06-11,6.672703023374266e-08
2019-06-12,6.26458529986834e-08
2019-06-13,8.448829642578246e-08
2019-06-14,6.193174956032581e-08
2019-06-15,1.3685530668680935e-07
2019-06-16,9.088497591568158e-08
2019-06-17,6.8783296202279e-08
2019-06-18,3.639789488303847e-08
2019-06-19,6.478997479188144e-08
2019-06-20,1.2800011866807928e-07
2019-06-21,2.0088711824864956e-07
2019-06-22,9.964510186966291e-08
2019-06-23,7.936815434127363e-08
2019-06-24,1.0632591194407347e-07
2019-06-25,2.4828580622888613e-07
2019-06-26,2.4653377441800796e-07
2019-06-27,1.4973218486232685e-07
2019-06-28,9.92604634865412e-08
2019-06-29,1.0390703560462943e-07
2019-06-30,1.3515474234674057e-07
2019-07-01,1.5258354367181592e-07
2019-07-02,1.3586307857714074e-07
2019-07-03,1.0893522294223432e-07
2019-07-04,8.638564822899621e-08
2019-07-05,6.537590198332289e-08
2019-07-06,4.3827619865546846e-08
2019-07-07,8.803506821183564e-08
2019-07-08,9.063885893122977e-08
2019-07-09,1.732030686183304e-07
2019-07-10,1.089751083747584e-07
2019-07-11,6.030770003991529e-08
2019-07-12,7.550034137425234e-08
2019-07-13,1.2919929874126367e-07
2019-07-14,1.1461295997086654e-07
2019-07-15,1.6113870850542432e-07
2019-07-16,1.391664650910831e-07
2019-07-17,1.5563772019808506e-07
2019-07-18,7.217986991153689e-08
2019-07-19,6.626100889965273e-08
2019-07-20,4.4884793369594844e-08
2019-07-21,6.155575177390892e-08
2019-07-22,5.66081993557942e-08
2019-07-23,6.74692097328407e-08
2019-07-24,5.360699379349176e-08
2019-07-25,2.9864917964348426e-08
2019-07-26,7.429957379557773e-08
2019-07-27,4.694881144684541e-08
2019-07-28,3.448945168299279e-08
2019-07-29,3.120926414662783e-08
2019-07-30,4.6275982572533085e-08
2019-07-31,4.379525151980224e-08
2019-08-01,4.721443971468839e-08
2019-08-02,3.969103690568793e-08
2019-08-03,5.4599257803405e-08
2019-08-04,7.900508484498138e-08
2019-08-05,1.0268335360555842e-07
2019-08-06,7.17765137086169e-08
2019-08-07,5.6210720263270184e-08
2019-08-08,4.10666476573807e-08
2019-08-09,4.991048853636754e-08
2019-08-10,2.8007625014370355e-08
2019-08-11,1.7088250455929414e-08
2019-08-12,4.917053546853309e-08
2019-08-13,8.489158538094601e-08
2019-08-14,9.664528722051879e-08
2019-08-15,7.182397774692595e-08
2019-08-16,2.7356861604447926e-08
2019-08-17,2.143487330963016e-08
2019-08-18,3.8952824110275406e-08
2019-08-19,3.114574524653475e-08
2019-08-20,6.636887685519164e-08
2019-08-21,3.737983511200031e-08
2019-08-22,3.6177119274749267e-08
2019-08-23,3.127244590630737e-08
2019-08-24,2.901679482427539e-08
2019-08-25,4.956132816729945e-08
2019-08-26,2.5746023335510427e-08
2019-08-27,6.19267988682611e-08
2019-08-28,4.324835771639983e-08
2019-08-29,2.2409711218178092e-08
2019-08-30,1.6271688536285737e-08
2019-08-31,1.7074379829715557e-08
2019-09-01,6.177067742529963e-08
2019-09-02,5.773027315261988e-08
2019-09-03,3.4680534468123943e-08
2019-09-04,1.6594582398015723e-08
2019-09-05,6.327994003148648e-08
2019-09-06,1.8194011263756227e-08
2019-09-07,1.919450705589112e-08
2019-09-08,2.8776579963830742e-08
2019-09-09,2.3735286839639057e-08
2019-09-10,2.5032788279303746e-08
2019-09-11,2.4372737146356095e-08
2019-09-12,2.5397639202758076e-08
2019-09-13,1.712360439989906e-08
2019-09-14,1.0293774320368175e-08
2019-09-15,3.081021339302208e-08
2019-09-16,1.6670907438085187e-08
2019-09-17,1.9069387026919747e-08
2019-09-18,5.5102263669283964e-08
2019-09-19,1.461748585487829e-08
2019-09-20,1.6854734530559255e-08
2019-09-21,1.5580482662118253e-08
2019-09-22,3.249166715546657e-08
2019-09-23,2.399056972903244e-07
2019-09-24,9.373548026907216e-08
2019-09-25,1.145753297923621e-07
2019-09-26,5.587486287412648e-08
