,vol_bitfinex_by_supply_btc
2013-09-22,1.5851485178316254e-06
2013-09-23,2.0226413616151233e-06
2013-09-24,1.2054074451099895e-06
2013-09-25,6.279158899261413e-07
2013-09-26,1.6171509777023672e-06
2013-09-27,1.526808727394761e-06
2013-09-28,1.8225008803197811e-06
2013-09-29,1.811255481291107e-06
2013-09-30,1.2891281394284288e-06
2013-10-01,2.3595570871397277e-05
2013-10-02,7.704430300532811e-06
2013-10-03,4.413672217613001e-06
2013-10-04,9.14334718962237e-07
2013-10-05,2.482229064210342e-07
2013-10-06,2.6234013345136587e-06
2013-10-07,3.2206932256371736e-06
2013-10-08,4.036882695902458e-06
2013-10-09,1.4136818070211943e-06
2013-10-10,1.3134727587574248e-06
2013-10-11,9.954711145030997e-07
2013-10-12,3.6021817962558302e-06
2013-10-13,7.190168602843909e-06
2013-10-14,6.071720250110015e-06
2013-10-15,8.514102598383404e-06
2013-10-16,2.842339942697149e-06
2013-10-17,7.659318286598425e-06
2013-10-18,1.0768391645789437e-05
2013-10-19,1.7957592537268565e-06
2013-10-20,5.9061452738188194e-06
2013-10-21,8.131083608364509e-06
2013-10-22,5.834637223039397e-06
2013-10-23,1.6312004193661764e-05
2013-10-24,8.31101667033049e-06
2013-10-25,2.798955274388316e-06
2013-10-26,2.8804469332059157e-06
2013-10-27,2.357848668463259e-06
2013-10-28,3.2952277567868e-06
2013-10-29,5.656054995912568e-06
2013-10-30,2.1021508339821718e-06
2013-10-31,7.733292366455489e-07
2013-11-01,1.5984054319143955e-06
2013-11-02,1.8909621331792622e-06
2013-11-03,4.398270576178393e-06
2013-11-04,8.667824884080577e-06
2013-11-05,9.516713095025157e-06
2013-11-06,1.1354830183129857e-05
2013-11-07,6.343115937014044e-06
2013-11-08,7.639300086548576e-06
2013-11-09,7.926240372103722e-06
2013-11-10,2.658990044729934e-06
2013-11-11,3.128263056632527e-06
2013-11-12,2.909500303218716e-06
2013-11-13,2.9285867957175393e-06
2013-11-14,3.4344062473275637e-06
2013-11-15,1.9074571752690208e-06
2013-11-16,1.813842462978292e-06
2013-11-17,3.7961024347298664e-06
2013-11-18,4.721255219958195e-06
2013-11-19,3.2845323779447095e-06
2013-11-20,2.5561833690719892e-06
2013-11-21,1.5343068055048112e-06
2013-11-22,1.0705804067329703e-06
2013-11-23,1.180595026615899e-06
2013-11-24,9.797158310640785e-07
2013-11-25,1.0294400363067566e-06
2013-11-26,1.2089033213371319e-06
2013-11-27,7.822008987590122e-07
2013-11-28,6.822674761330874e-07
2013-11-29,3.69152131188822e-07
2013-11-30,2.7139555309547662e-06
2013-12-01,9.5926123086051e-07
2013-12-02,4.4080151077449797e-07
2013-12-03,4.969480895899068e-07
2013-12-04,1.9032331443112994e-06
2013-12-05,2.9197989004306343e-06
2013-12-06,5.212258563362722e-06
2013-12-07,1.4088126335273864e-06
2013-12-08,1.4363810370336235e-06
2013-12-09,9.823381693442102e-07
2013-12-10,1.4694174369975073e-06
2013-12-11,7.970706263122625e-07
2013-12-12,8.863154532803747e-07
2013-12-13,4.01692917134936e-07
2013-12-14,1.0922381353619957e-06
2013-12-15,3.445095772645554e-06
2013-12-16,3.0215453910766406e-06
2013-12-17,1.274421550480771e-05
2013-12-18,4.503060077945384e-06
2013-12-19,3.5217500975180174e-06
2013-12-20,1.7526074317408331e-06
2013-12-21,1.8367699423298973e-06
2013-12-22,1.0749238233665929e-06
2013-12-23,8.582107817725985e-07
2013-12-24,4.6291415721691614e-07
2013-12-25,1.9882285815994237e-06
2013-12-26,1.2850517947985124e-06
2013-12-27,1.1614660719376728e-06
2013-12-28,6.916965113510463e-07
2013-12-29,4.721028392356797e-07
2013-12-30,9.61369242540357e-07
2013-12-31,6.397763649831947e-07
2014-01-01,1.0023774420441931e-06
2014-01-02,1.0399888855687337e-06
2014-01-03,1.0648639879907743e-06
2014-01-04,1.7152065200821095e-06
2014-01-05,1.874671822781837e-06
2014-01-06,2.650593783642294e-06
2014-01-07,2.0234453818098327e-06
2014-01-08,1.5734194026519622e-06
2014-01-09,7.683494260751666e-07
2014-01-10,9.592683317235773e-07
2014-01-11,1.0056943561919794e-06
2014-01-12,1.4190214891607709e-06
2014-01-13,4.819980191061086e-07
2014-01-14,7.021094761355328e-07
2014-01-15,3.6964040195425556e-07
2014-01-16,1.176459995262566e-06
2014-01-17,4.01168720741701e-07
2014-01-18,6.451694843713014e-07
2014-01-19,5.442280184807166e-07
2014-01-20,2.855623585515932e-07
2014-01-21,2.9218419399776196e-07
2014-01-22,2.8466308797018443e-07
2014-01-23,1.176098983552136e-06
2014-01-24,4.7547255437788904e-07
2014-01-25,7.496762363249192e-07
2014-01-26,1.6910962028244595e-06
2014-01-27,1.4100776764022299e-06
2014-01-28,3.9583423289895476e-07
2014-01-29,8.322470980572214e-07
2014-01-30,3.953625059673381e-07
2014-01-31,4.5285698530307666e-07
2014-02-01,3.135756971111317e-07
2014-02-02,3.4608211809849584e-07
2014-02-03,3.395436725944191e-07
2014-02-04,5.41244681058848e-07
2014-02-05,2.239725043753881e-06
2014-02-06,4.922057758444522e-06
2014-02-07,1.322888193456248e-06
2014-02-08,1.4190708704028526e-06
2014-02-09,4.884287082687118e-06
2014-02-10,4.737409577643555e-06
2014-02-11,1.5929483874135678e-06
2014-02-12,2.2913963084939476e-06
2014-02-13,6.485811780887639e-06
2014-02-14,1.335489333394479e-06
2014-02-15,2.1765091451716964e-06
2014-02-16,2.0028556808567138e-06
2014-02-17,1.0877204142098223e-06
2014-02-18,6.098242089381298e-07
2014-02-19,3.6272760142773398e-06
2014-02-20,3.949013818284743e-06
2014-02-21,1.945266889202181e-06
2014-02-22,2.089551795400959e-06
2014-02-23,5.125929616902432e-06
2014-02-24,1.4223481913704308e-05
2014-02-25,5.187899008151871e-06
2014-02-26,1.6588232285395666e-06
2014-02-27,2.2233335233338823e-06
2014-02-28,1.2190477198677843e-06
2014-03-01,4.436654046013224e-07
2014-03-02,6.020390377748083e-06
2014-03-03,2.987047167855647e-06
2014-03-04,1.0041091167748506e-06
2014-03-05,8.464615064985309e-07
2014-03-06,2.186949897270966e-06
2014-03-07,1.422558830913253e-06
2014-03-08,1.0392747390951238e-06
2014-03-09,1.4759943722459742e-06
2014-03-10,4.600657043704205e-07
2014-03-11,9.182200692042546e-07
2014-03-12,4.1297009437497036e-07
2014-03-13,7.02424770893217e-07
2014-03-14,2.1812467876952416e-07
2014-03-15,2.398556682953525e-07
2014-03-16,4.83517025793799e-07
2014-03-17,1.0080759533932105e-06
2014-03-18,4.49690457820828e-07
2014-03-19,1.1012441391140596e-06
2014-03-20,2.6871201498892908e-06
2014-03-21,9.514866858442972e-07
2014-03-22,6.888952892956288e-07
2014-03-23,1.2624221411535695e-06
2014-03-24,6.692348597625236e-07
2014-03-25,1.0519700725761096e-06
2014-03-26,6.886376488970555e-06
2014-03-27,5.706798986960748e-06
2014-03-28,7.496779210890626e-07
2014-03-29,4.51949113933906e-06
2014-03-30,3.8507745771228e-06
2014-03-31,3.317480716442004e-06
2014-04-01,5.283024975439743e-06
2014-04-02,4.346559471604096e-06
2014-04-03,1.8641170954035853e-06
2014-04-04,7.819291853749642e-07
2014-04-05,5.126125718527273e-07
2014-04-06,1.0916525388496967e-06
2014-04-07,8.511983870016739e-07
2014-04-08,7.477920945854421e-07
2014-04-09,9.811993648997553e-06
2014-04-10,7.268946310045685e-06
2014-04-11,2.0086511690072685e-06
2014-04-12,1.9493998426510613e-06
2014-04-13,5.132003912380765e-06
2014-04-14,3.6847135724202814e-06
2014-04-15,4.3569211665818046e-06
2014-04-16,2.897625294205246e-06
2014-04-17,1.5973409007834033e-06
2014-04-18,1.420462422183145e-06
2014-04-19,7.518163746377485e-07
2014-04-20,1.3024643239096267e-06
2014-04-21,5.756550045256612e-07
2014-04-22,6.719724332039383e-07
2014-04-23,7.875498105851462e-07
2014-04-24,5.197810429894825e-06
2014-04-25,1.3449369275758886e-06
2014-04-26,1.4391341480825841e-06
2014-04-27,2.723740442832569e-06
2014-04-28,1.333407501508175e-06
2014-04-29,1.2363713959365663e-06
2014-04-30,8.79854896183676e-07
2014-05-01,6.508320229547731e-07
2014-05-02,1.3615282511640731e-06
2014-05-03,7.603559398971769e-07
2014-05-04,9.87770754097027e-07
2014-05-05,1.2771027399811836e-06
2014-05-06,1.9978605462308777e-06
2014-05-07,6.201553121201883e-07
2014-05-08,5.312913872715539e-07
2014-05-09,6.332258127523311e-07
2014-05-10,1.91724795340584e-06
2014-05-11,6.134094643271681e-07
2014-05-12,3.652032229257823e-07
2014-05-13,5.462352860161045e-07
2014-05-14,2.8950606251130113e-07
2014-05-15,2.988034579865177e-07
2014-05-16,1.58225917061438e-07
2014-05-17,1.3541822867594503e-07
2014-05-18,2.4881757019441047e-07
2014-05-19,3.3824600042113715e-06
2014-05-20,1.1401197226057896e-06
2014-05-21,2.5431736718245603e-06
2014-05-22,2.496990170033229e-06
2014-05-23,6.723420084110232e-07
2014-05-24,4.392542694170221e-06
2014-05-25,2.189492412738852e-06
2014-05-26,2.451318506994177e-06
2014-05-27,1.0282468416561784e-06
2014-05-28,1.0699196571249737e-06
2014-05-29,2.9139786466566477e-06
2014-05-30,8.891268561054922e-07
2014-05-31,4.268807081604188e-06
2014-06-01,2.4695637603098386e-06
2014-06-02,2.2957379208065196e-06
2014-06-03,3.3463431154232635e-06
2014-06-04,1.1683098071501836e-06
2014-06-05,6.750473853537906e-07
2014-06-06,7.810579754105615e-07
2014-06-07,4.305604279707685e-07
2014-06-08,8.134892384234067e-07
2014-06-09,8.212321082269115e-07
2014-06-10,1.414686148584284e-06
2014-06-11,3.846746053815831e-06
2014-06-12,1.949430356366654e-06
2014-06-13,3.5302888659568745e-06
2014-06-14,1.937112034253968e-06
2014-06-15,1.793059194755238e-06
2014-06-16,1.116090911493953e-06
2014-06-17,7.748303792479241e-07
2014-06-18,6.955427284201996e-07
2014-06-19,1.140562174011643e-06
2014-06-20,5.377746319975054e-07
2014-06-21,6.071195246524661e-07
2014-06-22,6.91446576469155e-07
2014-06-23,7.381423348447175e-07
2014-06-24,1.2794301707223653e-06
2014-06-25,8.343904899457018e-07
2014-06-26,9.432080713719015e-07
2014-06-27,7.450360148837195e-07
2014-06-28,4.022782190126881e-07
2014-06-29,2.6430841108456835e-06
2014-06-30,2.339871593438606e-06
2014-07-01,9.935263898734631e-07
2014-07-02,6.965799676193838e-07
2014-07-03,8.15190263407591e-07
2014-07-04,3.752345128079868e-07
2014-07-05,4.1631242111688535e-07
2014-07-06,6.91808096945133e-07
2014-07-07,3.2481184956899676e-07
2014-07-08,4.264354473884735e-07
2014-07-09,6.577749251430583e-07
2014-07-10,5.140859743818941e-07
2014-07-11,4.7398251236841695e-07
2014-07-12,3.2499579480779007e-07
2014-07-13,5.21706770572695e-07
2014-07-14,4.768544588613066e-07
2014-07-15,4.3488142017230493e-07
2014-07-16,3.566780674759846e-07
2014-07-17,6.180307780331551e-07
2014-07-18,1.4722784302025548e-07
2014-07-19,1.555189847100837e-07
2014-07-20,2.801002310053406e-07
2014-07-21,2.1280164020518872e-07
2014-07-22,1.5066570336455275e-07
2014-07-23,1.2073348811991862e-06
2014-07-24,5.052390361910817e-07
2014-07-25,6.1612243853131e-07
2014-07-26,3.9057074152984417e-07
2014-07-27,1.498375460681742e-06
2014-07-28,5.488434771352309e-07
2014-07-29,9.966831458923006e-07
2014-07-30,1.5815736902471501e-06
2014-07-31,1.21501665398243e-06
2014-08-01,3.315208608721246e-07
2014-08-02,3.5999613620042817e-07
2014-08-03,3.8764688615142296e-07
2014-08-04,5.068608987280782e-07
2014-08-05,5.335101854691351e-07
2014-08-06,7.762450560337552e-07
2014-08-07,4.2675889910372556e-07
2014-08-08,1.9831825330869685e-07
2014-08-09,2.419696390473125e-07
2014-08-10,1.0526103692758533e-06
2014-08-11,9.566174588467307e-07
2014-08-12,2.5432516948943852e-06
2014-08-13,6.13573998837127e-06
2014-08-14,3.2826858237442877e-06
2014-08-15,2.353731399211986e-06
2014-08-16,2.2410969487934903e-06
2014-08-17,6.594729701744781e-06
2014-08-18,3.8851925188263084e-06
2014-08-19,4.4735314533902426e-06
2014-08-20,2.6430959298464744e-06
2014-08-21,1.7122711138390616e-06
2014-08-22,1.5339000144288565e-06
2014-08-23,8.391620065099389e-07
2014-08-24,1.1060025717621698e-06
2014-08-25,1.6660329929065868e-06
2014-08-26,1.1464197700644866e-06
2014-08-27,7.522136021161279e-07
2014-08-28,7.644806453239498e-07
2014-08-29,6.354062866192578e-07
2014-08-30,2.4189454610470488e-06
2014-08-31,1.313491917439713e-06
2014-09-01,1.6016701398501397e-06
2014-09-02,5.396101676249206e-07
2014-09-03,1.5614673612253286e-06
2014-09-04,8.155685595594894e-07
2014-09-05,2.9819908768327054e-07
2014-09-06,3.293969406467143e-07
2014-09-07,2.5516452093326174e-06
2014-09-08,1.4978596999483357e-06
2014-09-09,1.4060567646575363e-06
2014-09-10,8.106130535930137e-07
2014-09-11,5.503749134893017e-07
2014-09-12,1.2593764292454334e-06
2014-09-13,4.951093236437555e-07
2014-09-14,8.893765327319264e-07
2014-09-15,9.47196186230077e-07
2014-09-16,1.6601621356924801e-06
2014-09-17,7.1141798114572234e-06
2014-09-18,6.396398806967501e-06
2014-09-19,5.659787674185294e-06
2014-09-20,3.618172326082696e-06
2014-09-21,1.7722657458517703e-06
2014-09-22,6.606020419681765e-06
2014-09-23,2.5522246881414487e-06
2014-09-24,2.7562913189375925e-06
2014-09-25,2.047067674554204e-06
2014-09-26,1.298457545434205e-06
2014-09-27,3.907209061773553e-06
2014-09-28,4.312859402725946e-06
2014-09-29,3.260042477871429e-06
2014-09-30,1.9746065595106193e-06
2014-10-01,2.393959437478974e-06
2014-10-02,4.3962118983186e-06
2014-10-03,8.881745630226414e-06
2014-10-04,1.9630747699411554e-05
2014-10-05,1.28514176994889e-05
2014-10-06,6.3503548946623335e-06
2014-10-07,7.012881637666139e-06
2014-10-08,1.210469310962708e-05
2014-10-09,6.5074169221481206e-06
2014-10-10,3.4567011332305527e-06
2014-10-11,4.140253373466776e-06
2014-10-12,8.161787920699311e-06
2014-10-13,8.824593255191136e-06
2014-10-14,5.603314461751518e-06
2014-10-15,5.879307148628645e-06
2014-10-16,2.699544642837919e-06
2014-10-17,2.3009478786297183e-06
2014-10-18,1.030457055610229e-06
2014-10-19,3.7613222212383313e-06
2014-10-20,3.1579293977218653e-06
2014-10-21,2.084484389789096e-06
2014-10-22,7.27650053963525e-06
2014-10-23,3.4533690926317442e-06
2014-10-24,6.246661341260668e-06
2014-10-25,3.3892552088759566e-06
2014-10-26,3.2509796840786575e-06
2014-10-27,1.0621419457142275e-06
2014-10-28,5.899509249553532e-06
2014-10-29,1.2198681673459342e-05
2014-10-30,4.356706400174753e-06
2014-10-31,5.711756142777129e-06
2014-11-01,2.3185788562100507e-06
2014-11-02,3.481096789572647e-06
2014-11-03,4.243035657593978e-06
2014-11-04,5.921008584836201e-06
2014-11-05,5.277597267075387e-06
2014-11-06,4.096970207981877e-06
2014-11-07,1.578502754544676e-06
2014-11-08,7.753149914804525e-06
2014-11-09,6.703493679244784e-06
2014-11-10,1.866465097862007e-06
2014-11-11,1.7863032577143824e-05
2014-11-12,2.569417151914894e-05
2014-11-13,1.0955947622826375e-05
2014-11-14,8.678995985312652e-06
2014-11-15,4.674321626028573e-06
2014-11-16,9.01177052626587e-06
2014-11-17,7.373814377910197e-06
2014-11-18,3.373922424086309e-06
2014-11-19,4.543249499911356e-06
2014-11-20,7.652042429617295e-06
2014-11-21,3.2637445566570016e-06
2014-11-22,2.8424043361660597e-06
2014-11-23,8.274496473152825e-06
2014-11-24,5.331536854839407e-06
2014-11-25,4.203087601626851e-06
2014-11-26,1.4082732588156602e-06
2014-11-27,5.979778541116459e-06
2014-11-28,4.009666461578833e-06
2014-11-29,2.785919178087336e-06
2014-11-30,2.3212903443107466e-06
2014-12-01,2.159159471575105e-06
2014-12-02,2.8130498329994323e-06
2014-12-03,2.6394368283837414e-06
2014-12-04,3.4740085935781e-06
2014-12-05,1.782599717353093e-06
2014-12-06,9.618384113667713e-07
2014-12-07,3.7571396215616295e-06
2014-12-08,7.496666328572154e-06
2014-12-09,2.6317355544444976e-06
2014-12-10,7.340646656130133e-06
2014-12-11,2.4547204015473076e-06
2014-12-12,2.146753233266274e-06
2014-12-13,1.9097615455353e-06
2014-12-14,2.3739292030980894e-06
2014-12-15,7.024622107977188e-06
2014-12-16,8.615698728283222e-06
2014-12-17,1.140902620442163e-05
2014-12-18,5.337898208533109e-06
2014-12-19,4.497896129260439e-06
2014-12-20,3.6298152238530827e-06
2014-12-21,4.512659826075584e-06
2014-12-22,2.5891495342412115e-06
2014-12-23,3.1560883620865973e-06
2014-12-24,1.7158748256382586e-06
2014-12-25,3.160929110404703e-06
2014-12-26,4.047960560640113e-06
2014-12-27,2.254502038555474e-06
2014-12-28,1.916341694151097e-06
2014-12-29,2.3871842246818494e-06
2014-12-30,2.6855726587884287e-06
2014-12-31,1.205855167882651e-06
2015-01-01,8.893933052153612e-07
2015-01-02,1.239202002751215e-05
2015-01-03,2.2489801644494355e-05
2015-01-04,1.3520328351334743e-05
2015-01-05,9.154371642143928e-06
2015-01-06,7.615104455561861e-06
2015-01-07,8.426696082913186e-06
2015-01-08,7.22754305334657e-06
2015-01-09,6.628455652807744e-06
2015-01-10,6.239299654671918e-06
2015-01-11,5.826587427137865e-06
2015-01-12,4.82048963900825e-05
2015-01-13,0.00011007437677794674
2015-01-14,6.398044292996441e-05
2015-01-15,2.8111343700782213e-05
2015-01-16,1.7756668450801253e-05
2015-01-17,2.262452497474964e-05
2015-01-18,1.09305953866271e-05
2015-01-19,1.794294065425488e-05
2015-01-20,1.847574952992268e-05
2015-01-21,1.7802724859779052e-05
2015-01-22,1.2529148621194636e-05
2015-01-23,1.1728360219734216e-05
2015-01-24,1.542487963358091e-05
2015-01-25,5.433686926565079e-05
2015-01-26,2.243617896365161e-05
2015-01-27,2.6943628482549453e-05
2015-01-28,1.8681622871603605e-05
2015-01-29,1.6393222906660066e-05
2015-01-30,1.6445554341786235e-05
2015-01-31,1.7811987160130585e-05
2015-02-01,1.5907781679095216e-05
2015-02-02,2.590832932787845e-05
2015-02-03,1.4132229060433337e-05
2015-02-04,1.2683911734855413e-05
2015-02-05,1.1603148368037573e-05
2015-02-06,1.124460474582707e-05
2015-02-07,8.458454242830624e-06
2015-02-08,1.582251819582803e-05
2015-02-09,9.608843087640074e-06
2015-02-10,6.354216078071772e-06
2015-02-11,6.504930117173959e-06
2015-02-12,2.0923859746280275e-05
2015-02-13,2.2683108157201714e-05
2015-02-14,3.164045489038517e-05
2015-02-15,1.4614311904625967e-05
2015-02-16,1.211094371192936e-05
2015-02-17,1.2023968659571906e-05
2015-02-18,7.1757777311711606e-06
2015-02-19,9.252158035934288e-06
2015-02-20,4.762202081459944e-06
2015-02-21,1.0250817941871181e-05
2015-02-22,7.190863330466392e-06
2015-02-23,5.003691182958306e-06
2015-02-24,4.102336553328097e-06
2015-02-25,5.689591221476553e-06
2015-02-26,1.9791946819156925e-05
2015-02-27,4.885993479597109e-06
2015-02-28,1.3109801770809874e-05
2015-03-01,1.7480023342442368e-05
2015-03-02,2.0661192979574094e-05
2015-03-03,1.887169617919214e-05
2015-03-04,1.718085225246279e-05
2015-03-05,1.0608568150303489e-05
2015-03-06,5.9396019906348365e-06
2015-03-07,3.618506430433505e-06
2015-03-08,1.5581118237859687e-05
2015-03-09,1.6581891111515282e-05
2015-03-10,6.2556783425612666e-06
2015-03-11,6.632999248987032e-06
2015-03-12,1.1837941290768912e-05
2015-03-13,5.8488401151208646e-06
2015-03-14,3.3613037107625342e-06
2015-03-15,5.5087653090482385e-06
2015-03-16,5.604572937220012e-06
2015-03-17,2.5099250663947316e-05
2015-03-18,2.1482664299594173e-05
2015-03-19,4.431143342342342e-06
2015-03-20,4.152902128378623e-06
2015-03-21,4.8747124447042e-06
2015-03-22,6.318095488337621e-06
2015-03-23,1.8687630711381203e-05
2015-03-24,1.547688505610509e-05
2015-03-25,9.548910695022282e-06
2015-03-26,6.588876259856724e-06
2015-03-27,5.01246937275203e-06
2015-03-28,9.380128918333096e-06
2015-03-29,8.860978297946738e-06
2015-03-30,6.533262285861203e-06
2015-03-31,6.8193888163149865e-06
2015-04-01,7.397976568225202e-06
2015-04-02,7.951570981059546e-06
2015-04-03,2.663676596014675e-06
2015-04-04,6.578751513091771e-06
2015-04-05,5.812675549364073e-06
2015-04-06,2.9814909934499367e-06
2015-04-07,1.1546391021518532e-05
2015-04-08,6.6285549319317824e-06
2015-04-09,1.1274846478574559e-05
2015-04-10,5.343006855565821e-06
2015-04-11,3.0443821685469225e-06
2015-04-12,1.4961094060486762e-05
2015-04-13,1.3274261855493969e-05
2015-04-14,7.652417573525022e-06
2015-04-15,9.041460809714851e-06
2015-04-16,8.66004208696564e-06
2015-04-17,3.79437044917491e-06
2015-04-18,5.625095626977076e-06
2015-04-19,6.3233462098139355e-06
2015-04-20,9.5470600425039e-06
2015-04-21,6.7072133844517745e-06
2015-04-22,2.665512686234713e-06
2015-04-23,6.914462159764899e-06
2015-04-24,4.20856438728956e-06
2015-04-25,1.3228666960189208e-05
2015-04-26,1.1023588409445252e-05
2015-04-27,5.417834885398721e-06
2015-04-28,3.843858939673911e-06
2015-04-29,1.2429721298579054e-05
2015-04-30,5.2126621888547246e-06
2015-05-01,2.701225622355601e-06
2015-05-02,5.654596458622154e-06
2015-05-03,7.329436220555521e-06
2015-05-04,7.853108266244822e-06
2015-05-05,1.4693565639171211e-05
2015-05-06,8.128255392013353e-06
2015-05-07,9.009134891714487e-06
2015-05-08,5.657528678800325e-06
2015-05-09,3.513872287366142e-06
2015-05-10,4.674485903072008e-06
2015-05-11,3.994103659258562e-06
2015-05-12,8.371878902193402e-06
2015-05-13,5.711488555167859e-06
2015-05-14,2.8364727040562425e-06
2015-05-15,1.8287392314890752e-06
2015-05-16,1.4380427865031147e-06
2015-05-17,4.301071584516316e-06
2015-05-18,1.789296976671916e-06
2015-05-19,3.44026460405335e-06
2015-05-20,3.1532522253360033e-06
2015-05-21,6.704642716656141e-06
2015-05-22,2.5178573151424814e-06
2015-05-23,2.1343495247296335e-06
2015-05-24,2.588875882741493e-06
2015-05-25,2.62772378274037e-06
2015-05-26,2.745810883326262e-06
2015-05-27,1.7236946322159463e-06
2015-05-28,2.0385894427544106e-06
2015-05-29,4.474529930745149e-06
2015-05-30,3.5871632957642517e-06
2015-05-31,1.0037058058981605e-05
2015-06-01,5.148165645867517e-06
2015-06-02,5.380649195151014e-06
2015-06-03,3.532044123978691e-06
2015-06-04,5.513780743590803e-06
2015-06-05,2.129887651947187e-06
2015-06-06,5.432730292249387e-06
2015-06-07,8.858971298863204e-06
2015-06-08,5.028926951121728e-06
2015-06-09,3.313282862226748e-06
2015-06-10,2.9159991007643124e-06
2015-06-11,2.9826138967676194e-06
2015-06-12,3.337241118688964e-06
2015-06-13,2.487243669412351e-06
2015-06-14,5.677438505245268e-06
2015-06-15,1.4173496165846711e-05
2015-06-16,1.339423704093593e-05
2015-06-17,7.750801615878322e-06
2015-06-18,6.859709198266042e-06
2015-06-19,6.826660347344703e-06
2015-06-20,2.343726913210078e-06
2015-06-21,5.256142201760506e-06
2015-06-22,3.311791067582729e-06
2015-06-23,4.5401408680238715e-06
2015-06-24,2.5152489469646574e-06
2015-06-25,2.922935923114333e-06
2015-06-26,5.042372201192643e-06
2015-06-27,3.627277867943682e-06
2015-06-28,9.472687930206854e-06
2015-06-29,1.2564016852664277e-05
2015-06-30,5.834832368385012e-06
2015-07-01,4.755994000080036e-06
2015-07-02,3.1761876455380202e-06
2015-07-03,2.587373903880814e-06
2015-07-04,1.228430853914788e-05
2015-07-05,1.4691829355019668e-05
2015-07-06,5.844369524981042e-06
2015-07-07,9.065791746665746e-06
2015-07-08,6.219038940857118e-06
2015-07-09,2.1894909525435707e-05
2015-07-10,9.337681916906684e-06
2015-07-11,1.3534639635719668e-05
2015-07-12,1.7650344712644617e-05
2015-07-13,5.706383129898817e-06
2015-07-14,5.295416119258472e-06
2015-07-15,1.3199336143127719e-05
2015-07-16,6.307315957315229e-06
2015-07-17,3.8636485199000615e-06
2015-07-18,2.024862674971321e-06
2015-07-19,3.06802620859061e-06
2015-07-20,3.279882732353933e-06
2015-07-21,2.740789550670704e-06
2015-07-22,1.3634440103710459e-06
2015-07-23,5.839713870410855e-06
2015-07-24,2.786074545265821e-06
2015-07-25,2.207493634742562e-06
2015-07-26,5.9992773673671075e-06
2015-07-27,3.37811122958107e-06
2015-07-28,3.7884136817542024e-06
2015-07-29,2.919990443586105e-06
2015-07-30,3.552974531725704e-06
2015-07-31,3.043879639316655e-06
2015-08-01,2.880742883794271e-06
2015-08-02,3.645719741152196e-06
2015-08-03,2.9091829028557447e-06
2015-08-04,2.1715876594804035e-06
2015-08-05,2.2202116591775288e-06
2015-08-06,3.1417799918009273e-06
2015-08-07,9.772800282554295e-06
2015-08-08,5.430101663213684e-06
2015-08-09,2.815114516341528e-06
2015-08-10,3.219305419210906e-06
2015-08-11,4.21411380795367e-06
2015-08-12,3.3615174734754837e-06
2015-08-13,3.528730555254454e-06
2015-08-14,2.739754864821726e-06
2015-08-15,7.259576724344802e-06
2015-08-16,2.664314110837135e-06
2015-08-17,2.8076259187535258e-05
2015-08-18,2.384415256192808e-05
2015-08-19,7.703002365106902e-06
2015-08-20,3.869276858135718e-06
2015-08-21,6.243104450315868e-06
2015-08-22,3.6499103485909866e-06
2015-08-23,1.745571590758463e-05
2015-08-24,2.1420174881150974e-05
2015-08-25,7.239260757532521e-06
2015-08-26,3.585030500382512e-06
2015-08-27,8.11649796137115e-06
2015-08-28,3.0049609072894064e-06
2015-08-29,2.6451815607036884e-06
2015-08-30,3.258654569457483e-06
2015-08-31,2.9568413362332096e-06
2015-09-01,2.6991064873078165e-06
2015-09-02,2.090595702666025e-06
2015-09-03,3.2144649462689207e-06
2015-09-04,3.5539153163590505e-06
2015-09-05,5.8537480871890484e-06
2015-09-06,1.983335839460886e-06
2015-09-07,4.601232614335964e-06
2015-09-08,4.125272994047106e-06
2015-09-09,3.098469059567174e-06
2015-09-10,2.921554826496084e-06
2015-09-11,2.702120161671915e-06
2015-09-12,3.0407768991162522e-06
2015-09-13,2.799692858014484e-06
2015-09-14,2.265968583630064e-06
2015-09-15,2.4498481925945825e-06
2015-09-16,3.537830734605588e-06
2015-09-17,2.658162451396717e-06
2015-09-18,1.282186112543514e-06
2015-09-19,1.0244569980062337e-06
2015-09-20,2.797109994308947e-06
2015-09-21,5.584552520833883e-06
2015-09-22,1.7010451369362013e-06
2015-09-23,4.484026282858055e-06
2015-09-24,2.8632563437707236e-06
2015-09-25,1.3993303077439933e-06
2015-09-26,7.607661684325854e-07
2015-09-27,3.5565697931961186e-06
2015-09-28,2.7258135504620836e-06
2015-09-29,1.4873879510195236e-06
2015-09-30,1.7536105482949447e-06
2015-10-01,1.607940483867024e-06
2015-10-02,1.7729260777703373e-06
2015-10-03,5.94072091893508e-07
2015-10-04,3.4469626588107614e-06
2015-10-05,4.493578673047281e-06
2015-10-06,2.463172320945326e-06
2015-10-07,1.695143104470315e-06
2015-10-08,9.947720528121098e-07
2015-10-09,1.1621993746754297e-06
2015-10-10,1.335200615803329e-06
2015-10-11,1.4389234941622024e-06
2015-10-12,4.549062224983379e-06
2015-10-13,2.7282567690001685e-06
2015-10-14,2.792306533595781e-06
2015-10-15,5.671807622867895e-06
2015-10-16,1.0703985381840056e-05
2015-10-17,3.953974659568073e-06
2015-10-18,2.801341535403141e-06
2015-10-19,3.6212983419480626e-06
2015-10-20,2.689646014555818e-06
2015-10-21,6.710065840744534e-06
